GeneID	Pituitary_rep1	Pituitary_rep2	Pituitary_rep3	Pituitary_rep4	Pituitary_rep5	Pituitary_rep6
NP_001032867.2	40.1948	34.9499	41.6372	32.8339		
NP_001032869.2	2.95232	1.93261	1.65322	1.92319		
NP_001032872.2	0.0	0.0	0.0	0.0		
NP_001032876.1	68.3318	68.5776	58.7085	67.2522		
NP_001032877.2	2.63167	0.0298187	4.37457	1.91163		
NP_001032880.2	17.6129	23.1748	20.7359	25.2342		
NP_001032881.1	104.245	129.818	94.03	107.76		
NP_001032882.2	3.81729	2.7616	1.72466	4.44704		
NP_001032883.1	1.70583	1.32661	1.25007	1.12266		
NP_001032884.1	17.7088	13.0687	17.2773	15.2284		
NP_001032886.1	0.0	0.0	0.0	0.0		
NP_001032898.1	1.10121	0.411542	0.517541	0.375376	2.24465	0.336223
NP_001032911.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001032931.1	0.405261	0.168951	0.0	1.11789	0.631866	0.511036
NP_001032936.2	5.67452	7.10409	7.32493	6.72921	7.12574	9.41596
NP_001032948.2	6.61483	7.32176	7.00834	9.02952	11.1692	6.3989
NP_001032952.1	0.753334	0.279378	9.20034e-05	0.343886	0.410842	0.000107744
NP_001032954.1	0.0	0.0	0.0	0.0	0.499776	0.234949
NP_001032995.1	6.26077	6.49186	6.89327	9.11473	10.19	7.92344
NP_001033002.1	26.9554	23.0049	21.8897	29.3446	30.7115	34.7359
NP_001033003.1	0.0487013	0.0556722	0.0298715	0.0531742	0.065927	0.0850737
NP_001033004.1	0.102393	0.61716	0.0	0.586006	0.908305	0.598253
NP_001033005.1	11.1945	12.5129	13.7535	16.4681	15.9309	15.0604
NP_001033006.1	0.128235	0.0946157	0.110284	0.0819174	0.0845806	0.0754317
NP_001033007.2	4.29318	3.04557	3.89024	4.2289	2.8843	3.30349
NP_001033008.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033011.1	0.201659	0.267968	0.130143	0.188117	0.331043	0.257395
NP_001033014.1	0.11587	0.0	0.000226519	0.00162602	0.0	0.0
NP_001033015.1	0.0115114	0.0	0.0	0.042301	0.0208079	0.0
NP_001033016.1	0.00265094	0.210766	0.0	0.179629	0.0	0.0
NP_001033017.1	0.852294	0.561429	0.801697	1.21633	1.25592	1.03171
NP_001033018.1	0.0	0.0	0.0	0.0	0.0346267	0.0
NP_001033021.2	0.0669908	0.022453	0.0	0.0538904	0.0556603	0.0501649
NP_001033022.1	0.100969	0.405728	0.307799	0.288784	0.2558	0.235738
NP_001033027.2	10.2208	9.74426	9.77164	11.9474	11.0256	12.3919
NP_001033036.1	1.57948	0.767137	1.34218	0.57945	1.01967	0.948191
NP_001033044.1	13.7848	15.9279	13.9946	19.6066	15.4273	17.8784
NP_001033060.1	0.320924	0.855929	0.516343	0.901092	0.383756	0.0978156
NP_001033062.1	0.0143781	0.00902042	0.0563909	0.0		
NP_001033063.1	0.0	0.0	7.6365e-05	0.0849211		
NP_001033068.1	0.0282057	0.0	0.0	0.0		
NP_001033069.2	12.291	9.869	9.86329	9.15838		
NP_001033070.1	0.074533	0.0268536	0.215297	0.069047		
NP_001033076.1	34.6482	22.7815	35.3727	36.1714	21.8497	33.1405
NP_001033086.2	0.948054	2.3152	7.16987e-05	2.38292	0.518026	1.54541
NP_001033088.1	1.19278	1.79046	1.29015	3.42215	1.87282	2.06622
NP_001033104.1	21.5924	22.1344	17.4482	25.344	20.4656	21.0217
NP_001033107.1	2.18027	3.90768	1.59757	3.08066	2.67447	0.022456
NP_001033583.1	69.2945	73.7279	60.1921	64.082		
NP_001033584.1	38.6487	35.1476	27.2058	33.1504		
NP_001033588.1	0.529177	0.602243	0.547212	0.547276	0.622292	0.497615
NP_001033589.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033677.1	0.0	0.0	0.0	0.0		
NP_001033679.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033681.1	4.11597	4.98905	8.04761	4.57677	7.81887	8.79599
NP_001033684.2	12.9764	12.9356	11.7606	13.0131		
NP_001033690.1	0.0	0.0	0.0	0.0		
NP_001033691.1	4.30337	3.28754	5.98807	6.51642	6.19743	5.57577
NP_001033693.1	0.0269924	0.239629	0.118043	0.302155	0.136495	0.0
NP_001033695.2	5.0815	2.4947	2.98852	2.91343	4.69144	2.89587
NP_001033713.1	8.10358	4.9864	4.95473	10.1585	13.2282	10.1721
NP_001033737.1	21.9896	18.2851	21.5771	16.7309	19.5982	18.9978
NP_001033740.1	1.17523	0.691608	0.873867	1.18926	1.0124	1.12304
NP_001033749.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001033754.2	0.0592221	0.106306	0.215104	0.253792	0.372937	0.139204
NP_001033755.1	0.449363	0.458002	0.332156	0.413417	0.92125	0.48083
NP_001033756.1	0.150821	0.163349	0.11113	0.106501	0.268757	0.106754
NP_001033757.1	0.375089	0.301341	0.310941	0.150452	1.18165	0.144938
NP_001033765.1	0.0210563	0.0	0.0307249	0.0	0.0	0.0
NP_001033786.1	0.0	0.0	0.0	0.0370196	0.0	0.421338
NP_001034083.1	0.851544	0.529526	1.74358	0.0		
NP_001034084.2	0.584472	0.504533	0.444165	0.818285	0.596913	0.596722
NP_001034085.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034086.1	0.133654	0.268616	0.0571387	0.18593	0.192109	0.0
NP_001034087.1	0.311655	0.3509	0.581687	0.500836	0.304177	1.47007
NP_001034090.1	40.45	44.6641	41.7815	39.4181		
NP_001034091.1	31.5355	22.9682	26.4233	23.5404		
NP_001034094.1	0.0081536	0.02304	4.0172e-10	0.0396739		
NP_001034095.1	4.80448	3.13749	3.29151	2.47092		
NP_001034098.1	0.0	0.0	0.0	0.0		
NP_001034099.2	6.86863	5.66856	6.03086	6.71025		
NP_001034105.2	8.9265	9.50451	6.7231	10.8563		
NP_001034107.1	0.0	0.0	0.0	0.0		
NP_001034111.1	18.8772	16.5855	14.8235	15.5009		
NP_001034117.2	76.337	96.4962	73.4375	87.1176		
NP_001034119.1	0.0	0.0	9.17857e-08	0.0		
NP_001034120.1	4.18752	3.7524	4.64358	3.66833		
NP_001034122.1	24.9334	24.2321	29.1402	21.978		
NP_001034123.1	8.9515e-08	6.18536e-09	1.05279	0.0		
NP_001034124.2	64.0251	56.4102	87.192	81.5449		
NP_001034127.1	0.0425305	0.0	0.0173309	0.0575257	0.0594839	0.22762
NP_001034128.2	6.29938	5.28824	7.37439	7.44441	6.44393	6.16987
NP_001034131.2	0.0	0.0	0.397571	0.0	0.154317	0.154996
NP_001034132.1	79.9903	62.5879	93.9768	70.81	83.2976	72.2605
NP_001034133.1	52.1293	45.11	53.3026	49.8705		
NP_001034136.1	0.250337	0.921654	0.214405	0.0255474	0.0263793	0.117816
NP_001034137.2	0.0867602	0.402949	0.192796	0.256391	0.265069	0.207312
NP_001034138.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034143.1	26.4706	46.8397	59.5027	76.7719	32.9207	51.2816
NP_001034146.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034150.1	0.0	0.0	0.0	0.0571487	0.0	0.0
NP_001034174.1	4.48488	2.93683	4.94908	1.86375		
NP_001034178.1	21.7358	26.5953	22.0986	40.5484	41.5032	40.1218
NP_001034184.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034189.1	2.34112	1.90065	2.59381	1.29747		
NP_001034190.1	0.213597	0.391086	0.0	0.200883		
NP_001034193.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034194.1	0.409996	0.184613	0.168375	0.325346	6.30182e-07	0.535967
NP_001034203.1	0.0	0.0	0.0	0.0	0.11403	0.0125192
NP_001034204.1	4.94021	3.80612	4.39593	5.48369	4.29515	5.06053
NP_001034208.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034209.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034210.1	0.0	0.0	0.459672	0.0	0.0	0.0
NP_001034211.1	4.67916	2.43151	1.82207	9.23455	2.95085	8.78611
NP_001034212.1	0.0963003	2.90969	0.0	0.167793	0.0	0.0
NP_001034214.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034215.1	4.05571	3.52398	4.32887	5.82415	6.4196	4.41836
NP_001034217.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034218.1	35.0194	45.0316	40.0967	45.9671	49.2911	60.0185
NP_001034226.1	39.4451	34.818	28.8379	43.6963	32.3578	39.882
NP_001034236.1	13.7933	20.3535	17.4554	21.4882	24.2184	26.7156
NP_001034242.2	6.79622	6.10198	9.30656	10.0274	10.1101	7.38319
NP_001034252.1	0.24225	0.097689	0.136328	0.175015		
NP_001034256.1	0.299902	0.0	0.21701	0.151425	0.103562	0.0
NP_001034262.1	0.434491	0.369942	0.400858	0.285723	0.398575	0.155959
NP_001034263.1	26.9918	20.8119	16.938	16.4295		
NP_001034268.1	2.70846	3.18983	4.76623	5.61119	7.20492	4.14633
NP_001034274.1	0.246378	0.315238	0.573815	1.40854	1.86376	0.976841
NP_001034286.1	25.8121	24.7694	23.4703	24.0982		
NP_001034296.1	25.6742	30.0634	27.4359	23.8103		
NP_001034297.2	39.1209	29.5175	25.0912	31.3778		
NP_001034298.2	2.99892	2.60054	2.38545	1.92379	1.07674	2.38761
NP_001034303.3	12.4767	12.0668	11.2427	14.621	13.2566	17.3923
NP_001034307.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034308.1	0.854141	0.622136	0.761181	0.873401	0.758785	0.94465
NP_001034309.1	5.82311	5.92136	6.08706	5.82831	5.45808	6.104
NP_001034312.2	1.22999	1.5021	1.82011	1.50245	1.86086	1.85853
NP_001034317.2	0.0488206	0.0218287	0.0	0.00867369	0.0268685	0.0720115
NP_001034328.2	2.80277	1.85153	2.17686	3.14549	2.94425	3.45894
NP_001034332.3	0.0528332	0.0	0.0524722	0.0285361	0.088447	0.0
NP_001034333.3	3.74883	4.68834	1.80645	2.21771	0.938443	1.70072
NP_001034348.1	0.0	0.0	0.0	0.0		
NP_001034414.1	1.01944	1.15783	0.945324	0.941065		
NP_001034422.1	0.0	0.0	0.0	0.0		
NP_001034427.1	10.5536	11.3408	13.9297	14.2815		
NP_001034432.1	1.68658	0.71354	1.25004	0.649065		
NP_001034433.1	14.6882	15.39	14.4849	20.2833		
NP_001034441.1	2.23047	4.74522	1.02564	0.00177334	4.69057	0.999151
NP_001034443.1	1.92874	2.00344	3.04659	2.51487	1.11281	2.68726
NP_001034454.1	0.0	0.0546389	0.0	0.0	0.267072	0.0
NP_001034457.1	10.34	10.9687	10.389	15.0978	11.685	10.4195
NP_001034460.2	3.27777	3.52249	3.81206	4.61945	5.1882	4.47277
NP_001034462.1	9.80568	8.99858	8.48476	13.8813	10.2661	11.3731
NP_001034466.1	0.0	0.0105714	0.0	0.0		
NP_001034467.1	415.416	354.83	303.917	285.024		
NP_001034474.1	2.88974	3.96494	4.16491	1.31917	2.91171	1.93955
NP_001034482.2	0.0	0.00942873	0.0	0.0		
NP_001034483.1	2.24759	2.37107	4.06854	3.38531	5.64756	5.01272
NP_001034561.1	1.68296	2.04487	2.35327	2.71698	3.62345	1.34414
NP_001034571.1	7.38494	7.05317	8.35424	9.35822	8.637	9.39548
NP_001034572.1	24.0054	23.7368	20.4594	24.6894	24.0737	26.0556
NP_001034577.1	7.39997e-07	0.0710559	0.696046	0.000394804	0.000986836	0.149086
NP_001034582.1	2.28744	1.5903	2.34965	5.67936	2.46189	3.873
NP_001034583.1	0.351061	0.705463	0.62085	0.57074	0.83259	1.04721
NP_001034584.1	0.288919	0.240292	0.00852662	0.217453	0.0	0.0
NP_001034590.1	0.0529639	0.252754	0.0	0.0893678	0.0	0.0
NP_001034591.1	0.0	0.0617081	0.0	0.0	0.621095	0.0
NP_001034594.1	0.128044	0.0089247	0.0900395	0.0462126		
NP_001034603.1	15.606	19.1404	17.6904	21.2268	20.3267	21.8753
NP_001034605.1	0.923276	0.409377	0.910382	0.673613		
NP_001034608.1	40.2388	41.9001	37.0659	46.168	35.3914	50.1738
NP_001034610.1	10.3692	12.2836	12.9573	15.6098	14.7372	16.2515
NP_001034611.1	21.5565	21.2334	19.3202	23.9317	22.6388	27.9401
NP_001034621.1	10.2827	10.0839	11.5624	15.3801	14.8547	14.4244
NP_001034623.1	17.1873	15.6775	16.3764	20.5121	16.3363	16.7322
NP_001034625.1	6.32833	5.13492	5.39507	7.71892	7.27002	7.79262
NP_001034628.1	0.368102	0.245521	0.244872	0.353067		
NP_001034632.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034633.1	0.0	0.0332004	0.0	0.0	0.0	0.0
NP_001034634.2	0.186358	0.14541	0.133212	0.113061	0.211267	0.542319
NP_001034638.1	0.0118081	0.136038	0.0	0.0		
NP_001034642.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034643.1	0.507159	0.942788	0.573125	1.00229	1.20336	0.991501
NP_001034644.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034645.1	0.659211	0.631365	0.481	0.718359	0.627765	0.794425
NP_001034647.2	0.307326	0.0815558	0.0872291	0.32167	0.802195	0.223023
NP_001034649.1	0.022506	0.0275242	0.0564606	0.130555	0.058117	0.0
NP_001034651.1	20.3664	16.555	19.0888	29.4582	19.6867	15.7245
NP_001034655.1	0.0284216	0.0	0.0	0.0	0.0	0.0
NP_001034676.1	7.77208	6.90467	9.34549	10.0458		
NP_001034682.1	0.412673	0.61105	0.327571	1.41424	1.75353	1.40609
NP_001034683.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034697.2	25.9773	28.7681	25.9327	30.646		
NP_001034699.1	0.194028	0.526623	0.334216	0.4007		
NP_001034700.1	0.654843	0.698413	0.360164	0.0		
NP_001034701.2	0.42259	0.354436	0.263134	0.052678		
NP_001034735.2	0.190914	0.146213	0.399257	0.145565	0.20738	0.265434
NP_001034737.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034742.1	23.4566	24.5773	32.2109	25.3333	29.9466	32.6383
NP_001034746.1	0.0	0.618878	0.0474514	0.067484	0.163423	0.0730062
NP_001034755.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034765.2	0.274705	0.129743	0.0548244	0.115112	0.172045	0.042007
NP_001034766.1	0.0	0.0	0.0	0.169695	0.0	0.109706
NP_001034767.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034777.1	0.0	0.0299454	0.0	0.0	0.0330363	0.0153834
NP_001034778.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034784.1	0.0	0.0	0.0	0.105073	0.0	0.0
NP_001034785.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034787.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034788.1	0.76074	0.429916	0.290957	0.270734		
NP_001034790.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001034799.1	20.6606	23.9056	13.0839	21.576	30.5236	39.1004
NP_001034802.1	2.90503	5.50421	3.31173	5.78761		
NP_001034811.2	0.0	0.0	0.15628	0.0		
NP_001034812.1	1.07755	3.27137	3.60674	2.83596	2.31434	2.58836
NP_001034913.1	13.4006	13.4327	15.6972	14.3583	11.3108	13.2301
NP_001034938.1	28.3536	26.3097	19.2123	21.3014		
NP_001034978.1	0.00723837	0.0	0.0	0.00580314	0.0	0.0
NP_001035004.2	0.0	0.0	0.0	0.0		
NP_001035028.1	2.26866	4.25283	3.46113	5.64224	5.72313	4.34821
NP_001035097.1	0.0	0.0	0.0	0.0		
NP_001035108.2	0.56338	0.537276	2.75088	0.0		
NP_001035115.1	2.36537	2.12373	2.53021	2.93702	2.34888	3.24778
NP_001035116.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001035144.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001035161.1	16.4636	15.167	21.8927	25.0616	26.8993	24.1767
NP_001035178.3	0.0	0.0	0.0	0.0	0.0	0.0
NP_001035217.2	10.0226	8.35996	6.92423	6.41525		
NP_001035219.2	11.0125	10.4967	9.05458	14.7628	12.974	17.6403
NP_001035226.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001035244.2	0.239401	3.70452	0.705099	0.621763		
NP_001035245.2	94.8787	66.3071	70.1125	56.9304		
NP_001035246.2	2.30251	1.78444	2.12885	2.41522		
NP_001035270.1	95.6971	73.9074	82.3824	61.5568		
NP_001035276.1	3.78101	10.1447	6.74992	14.2307		
NP_001035280.1	36.8229	25.3524	27.9825	23.1503		
NP_001035486.2	68.1277	71.4707	59.0341	82.7497	60.8083	77.7468
NP_001035487.2	0.0554336	0.108413	0.0	0.162298	0.101652	0.187386
NP_001035489.2	2.35202	3.36951	1.61685	3.16272	2.73316	2.04074
NP_001035516.2	4.41137e-09	9.79935e-09	0.0	0.0108356	1.19506e-07	0.249341
NP_001035524.2	0.0607334	0.0	0.0	0.0	0.0267753	0.0
NP_001035549.1	0.174601	0.283298	5.16719e-10	2.02001e-09	0.280039	1.38758e-10
NP_001035759.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001035779.1	1.95139	1.76954	1.52623	2.81769	4.69499	1.63638
NP_001035780.1	4.91398	7.75858	7.27844	6.38196	7.16832	4.67602
NP_001035782.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001035785.1	5.43594	5.32662	4.71557	6.82667	5.16767	5.95038
NP_001035789.1	16.1551	18.1457	17.136	37.5631	31.821	34.0389
NP_001035790.1	0.0	0.0	0.0	0.0	0.0	0.149846
NP_001035866.1	9.38606	11.3035	9.25595	11.3759	11.1008	11.2758
NP_001035886.1	0.0184677	0.189355	0.0	0.157683	0.173664	1.17218e-09
NP_001035964.1	9.87714	11.1197	9.11065	11.7141	12.9379	11.1992
NP_001035966.1	16.7182	15.259	15.5134	20.1485	15.8336	21.5899
NP_001035967.1	20.8395	20.0541	20.9895	16.5821	16.3125	16.8494
NP_001035968.1	0.0	0.0	0.0	0.00701963	0.0	0.0
NP_001035970.1	67.2365	51.1844	54.6714	41.2562		
NP_001035988.1	0.031516	0.119995	0.0	0.186964	0.273067	0.266819
NP_001036022.1	0.000551696	0.000851176	0.000825419	0.00103166	0.00404535	0.00279324
NP_001036026.1	5.9234	4.91438	5.52871	3.18131		
NP_001036042.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001036056.1	11.781	11.0063	14.836	19.0425	16.4274	18.983
NP_001036057.1	24.0664	12.5748	15.448	17.1221	22.9153	24.3398
NP_001036070.1	30.9651	33.5601	45.2171	36.8931	32.59	29.5189
NP_001036071.1	1.18933	1.71416	1.16858	2.678	5.46156	4.20344
NP_001036077.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001036084.1	0.0358246	0.0125088	0.0415711	0.0798325		
NP_001036099.1	41.5328	36.199	19.3101	38.0018	23.0913	56.3952
NP_001036118.1	1.15456	1.07559	1.18801	1.43396	1.41166	1.52761
NP_001036120.1	19.7788	20.4399	21.0602	21.4959	19.7807	12.7143
NP_001036125.1	1.66234	2.69224	2.96229	2.65719	2.62045	1.87281
NP_001036164.1	0.0	0.0	0.0	0.0635083	0.0	0.0
NP_001036175.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001036176.1	0.0	0.277199	0.0	0.0	0.192468	0.0
NP_001036180.2	0.0633467	0.0509883	0.0968376	0.080928	0.247921	0.167658
NP_001036184.1	10.9937	14.7534	11.3392	25.7559	15.8874	24.4783
NP_001037689.1	4.75483	1.31186	3.10781	1.19063		
NP_001037691.1	6.35572	4.8292	7.30861	6.1552		
NP_001037692.1	0.0	0.0365454	0.0	0.0		
NP_001037693.1	43.7561	47.2149	43.8524	47.1556		
NP_001037694.1	0.576781	0.931534	0.869538	0.969373		
NP_001037695.1	10.5553	4.6444	5.67619	4.94928		
NP_001037698.2	9.92745	42.3001	41.9883	35.1871		
NP_001037700.1	81.3676	69.0183	85.2997	68.5519		
NP_001037701.2	8.9442	7.15125	6.43384	6.59283		
NP_001037702.1	24.4471	38.5088	29.1222	32.6221		
NP_001037704.1	77.57	74.5648	76.3123	70.8029		
NP_001037705.1	10.5553	4.6444	5.67619	4.94928		
NP_001037709.1	17.7943	15.4763	23.8463	15.2955		
NP_001037710.2	1.76612	2.61591	2.90187	1.69085		
NP_001037711.1	0.0	0.0	0.0256431	0.0		
NP_001037713.1	1.38114	3.84333	4.19533	3.29859		
NP_001037714.1	11.2816	6.19957	7.34436	7.84512		
NP_001037715.1	18.0578	13.7083	23.8	14.8111		
NP_001037716.1	4.71632	2.02914	2.88278	2.35353		
NP_001037720.1	13.227	12.6707	12.771	11.6226		
NP_001037722.1	5.64432	3.24824	13.8082	7.83419		
NP_001037723.1	0.0197938	0.0413504	0.0	0.0		
NP_001037728.1	36.6203	27.7544	27.663	25.6374		
NP_001037730.1	4.42921	1.84795	1.9032	2.69645		
NP_001037733.2	0.0148013	1.13517e-06	0.0	0.109483		
NP_001037735.1	486.769	418.961	386.775	370.432		
NP_001037736.1	0.0	0.0	0.0	0.0		
NP_001037737.1	44.3078	39.2463	35.2632	38.2169		
NP_001037739.1	0.0196788	0.0	0.0	0.0		
NP_001037740.1	0.0268236	0.0336272	0.0	0.0		
NP_001037741.1	18.9722	13.2383	19.6951	8.43287		
NP_001037742.2	0.509361	0.348174	0.176961	0.302547		
NP_001037743.1	0.0	0.0	0.0	0.0		
NP_001037745.2	2.21833	0.746161	1.94401	1.45757		
NP_001037746.1	0.456526	0.246918	0.151091	0.0968522		
NP_001037747.1	43.8112	46.0546	47.963	34.0366		
NP_001037748.1	131.842	102.984	110.477	111.486		
NP_001037749.1	50.6839	36.912	38.5173	33.4987		
NP_001037750.2	50.6182	57.2373	41.3589	53.1085		
NP_001037751.1	112.853	86.6605	43.1591	93.3639		
NP_001037752.1	6.83021	3.87616	8.0273	9.1535		
NP_001037753.1	19.0175	18.9882	20.6977	20.4791		
NP_001037754.1	0.0	0.0264141	0.0	0.133195		
NP_001037756.1	80.4878	88.9042	76.8272	91.3562		
NP_001037758.1	33.0495	31.4754	29.9292	37.7403		
NP_001037759.1	280.528	249.308	234.155	214.556		
NP_001037761.1	2.81426	1.88334	2.46788	1.60226		
NP_001037762.1	4.05491	3.61304	0.983288	3.24206		
NP_001037763.1	0.0	0.0	0.0	0.0		
NP_001037766.1	0.0	0.0	0.101936	0.0435529		
NP_001037769.2	0.100603	0.0497939	0.0390428	0.0		
NP_001037845.1	0.0672734	0.130454	0.132887	0.0887802	0.20095	0.122695
NP_001038161.1	0.496041	0.257729	0.0	0.0		
NP_001038166.1	0.0179953	2.65205	0.000191169	1.39775		
NP_001038167.1	0.0	0.0	0.0	0.0		
NP_001038214.1	0.0173326	0.0896566	0.0257429	0.0175589	0.0650111	0.0
NP_001038235.1	0.127354	0.0842756	0.0	0.0		
NP_001038949.1	0.311034	0.0702564	0.350871	0.241843	0.349682	0.224719
NP_001038951.1	11.5704	8.09623	9.26464	10.9701	9.53788	9.7944
NP_001038979.1	1.75195	2.63887	3.65603	4.08098	5.37816	2.73075
NP_001038983.1	0.209521	0.238172	0.199359	0.367235	0.300922	0.339994
NP_001038986.1	0.0	0.0	0.0	0.0	0.208898	0.0
NP_001038990.1	21.9438	19.8797	22.4408	31.1928	30.7618	27.3225
NP_001038991.1	0.86976	0.273233	0.960321	0.723432	0.611409	0.983334
NP_001038992.1	0.0621698	0.0729629	0.079612	0.0889331	0.110182	0.0966549
NP_001038994.2	4.80836	4.70541	3.03518	7.35076	8.13915	6.98176
NP_001038995.1	0.656334	0.713889	0.6105	0.87835	1.29454	0.450174
NP_001038996.1	0.0392404	0.0	4.86196e-07	0.144409	0.234012	0.232386
NP_001038998.1	4.31146	5.35928	6.16386	7.12704	7.70737	6.80486
NP_001039000.2	0.0	0.0	0.0	0.0	0.0436495	0.0
NP_001039004.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001039005.1	0.17349	0.189297	0.238406	0.264906	0.199625	0.246055
NP_001039007.1	0.295104	0.43853	0.205289	0.325404	0.467387	0.271404
NP_001039008.1	0.0135915	0.0136716	0.0	0.0217645	0.0	0.0301806
NP_001039009.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001039272.1	0.531994	0.178468	0.43608	1.44834e-10	0.52736	0.0
NP_001039308.1	8.59884	5.57773	11.0563	7.2654		
NP_001040549.2	1.9969	0.809652	1.77327	1.32714		
NP_001040552.2	93.4659	121.181	98.4319	108.613		
NP_001040553.1	16.9289	11.9729	9.38891	6.9128		
NP_001040554.1	7.60114	6.25004	4.71012	5.31794		
NP_001040555.1	30.3597	19.2988	20.1157	19.612		
NP_001040557.1	1.0619	0.905763	0.808999	0.808962		
NP_001040558.1	0.846815	0.327598	1.38018	0.106332		
NP_001040559.1	11.7911	8.33977	9.80869	8.58266		
NP_001040560.1	57.8354	80.8297	59.7481	69.8039		
NP_001040561.1	20.4458	20.9516	18.0267	16.7384		
NP_001040566.1	0.0	0.0	0.0	0.0		
NP_001040569.1	2.43807	2.30179	2.44466	2.57767		
NP_001040572.1	8.84059	3.73504	6.51426	3.77301		
NP_001040573.1	0.0	0.0	0.0	0.0		
NP_001040579.1	24.7777	24.5443	19.5086	23.7332		
NP_001040580.1	17.1907	19.4137	6.70577	8.7216		
NP_001041069.1	7.56907	9.43317	5.59194	9.27343	7.65748	9.11806
NP_001041208.1	98.8718	86.8185	93.0874	82.7372		
NP_001041312.1	42.3605	35.8108	37.6116	32.5806		
NP_001041314.1	63.6684	45.598	40.4959	43.9903		
NP_001041316.1	5.6214	3.56801	5.75161	3.71503		
NP_001041321.2	159.476	170.262	142.095	159.938		
NP_001041322.2	71.3804	56.9367	61.0952	47.3176		
NP_001041323.3	20.1326	30.5672	22.1181	33.6661		
NP_001041328.1	36.1465	34.0856	51.3569	41.1051		
NP_001041329.1	0.0	0.0544575	0.191588	0.305311		
NP_001041335.2	2.55403	1.20311	2.06709	0.861324		
NP_001041336.1	14.2998	20.9279	16.7862	24.9221		
NP_001041342.1	4.52518	4.49218	4.03044	2.62475		
NP_001041345.1	0.0	0.62742	0.335307	0.0		
NP_001041346.1	2.38379	0.407624	0.874194	1.25406		
NP_001041350.1	18.2776	13.8471	5.87534	14.8328		
NP_001041352.1	0.0909704	0.120117	0.0512004	0.0493001		
NP_001041358.2	1.85492	2.0129	1.38114	1.48885		
NP_001041371.2	69.4277	55.2523	66.6375	56.2824		
NP_001041372.1	93.7881	110.793	102.792	110.32		
NP_001041378.2	11.049	8.00722	11.0524	1.91062		
NP_001041382.1	10.4962	10.3358	9.52309	7.88036		
NP_001041419.1	0.0	0.0311515	0.0	0.0		
NP_001041446.1	2.43617	3.09248	3.12453	2.48489	3.15143	7.00209
NP_001041481.1	86.1494	58.1382	82.8444	55.2895	74.9847	70.9991
NP_001041482.1	0.38651	2.03823	0.348078	0.343211	0.278421	0.754839
NP_001041483.1	40.3769	55.2259	49.1006	57.2613	39.3557	49.3273
NP_001041484.1	19.6352	13.6671	19.448	13.1708	19.2111	18.1564
NP_001041485.1	4.71599	2.50148	3.98634	2.71492	5.40821	3.77082
NP_001041487.1	2.69771	0.785379	1.08624	0.528802	0.881793	0.666464
NP_001041488.1	85.2168	65.8268	79.7758	63.8631	79.0902	78.8536
NP_001041489.1	64.4968	42.1179	73.8933	33.2304	48.7613	32.9348
NP_001041490.1	0.0185521	0.576121	0.174983	0.0212275	0.0258832	2.06535
NP_001041492.1	0.0	0.0121478	0.0	0.0	0.0	0.0
NP_001041493.1	0.364141	0.0423747	0.0	0.0638037	0.158311	0.0546402
NP_001041494.1	5.50849	3.48209	3.38115	2.86831	3.75	2.52416
NP_001041495.2	78.3676	25.9254	74.0712	74.8306	19.5194	24.1464
NP_001041496.1	0.0725462	0.107097	0.0383531	0.0	0.0	0.0
NP_001041497.1	65.8794	46.7083	67.4883	42.5525	62.6175	52.204
