Orthogroup	Canis_lupus_protein	Macaca_fascicularis_protein	Mus_musculus_protein	Rattus_norvegicus_protein
OG0004212	NP_001012665.1	XP_005563091.3	NP_001012535.1	NP_001398690.1
OG0004213	NP_001012753.1	XP_005571886.1	XP_006513377.1	XP_063120265.1
OG0004214	NP_001012754.1	XP_005548114.1	NP_001017429.1	NP_445992.1
OG0004215	NP_001013434.1	XP_065388481.1	NP_033894.3	NP_036646.2
OG0004216	NP_001013435.2	XP_065393078.1	NP_034037.3	NP_001006972.1
OG0004217	NP_001013441.1	XP_005568470.1	NP_035300.1	NP_036763.1
OG0004218	NP_001013857.1	XP_005557770.3	NP_034686.2	NP_113701.2
OG0004219	NP_001013869.1	XP_045227363.2	NP_034036.1	NP_112647.2
OG0004220	NP_001013872.1	XP_005574323.1	NP_001177373.1	XP_006245229.1
OG0004221	NP_001013873.1	XP_005574330.2	NP_038640.2	XP_006245281.1
OG0004222	NP_001014300.2	XP_045254282.1	NP_991338.1	NP_112281.1
OG0004223	NP_001014303.1	XP_005582945.1	NP_033064.1	NP_543177.2
OG0004224	NP_001014304.2	XP_005592893.3	NP_032585.2	NP_001388020.1
OG0004225	NP_001014306.1	XP_015308746.2	NP_031565.1	NP_110478.1
OG0004226	NP_001014397.1	XP_005553609.3	NP_035039.1	NP_997674.1
OG0004227	NP_001014770.1	XP_005593892.3	NP_034229.1	NP_001292172.1
OG0004228	NP_001018045.1	XP_005556204.2	NP_068696.2	NP_058786.2
OG0004229	NP_001018643.1	XP_005558729.3	NP_032962.1	NP_705891.1
OG0004230	NP_001018644.1	XP_005595289.1	NP_031549.2	NP_446264.1
OG0004231	NP_001018645.1	XP_065397147.1	NP_038751.2	NP_620203.1
OG0004232	NP_001018647.1	XP_045232774.2	NP_034359.2	NP_001402681.1
OG0004233	NP_001018648.1	XP_005584502.1	NP_032148.1	NP_001078850.1
OG0004234	NP_001019805.1	XP_045225520.2	XP_036019643.1	NP_036728.2
OG0004235	NP_001019810.1	XP_045235080.2	NP_038619.2	NP_062190.1
OG0004236	NP_001019811.1	XP_005542723.2	NP_034301.3	XP_063137440.1
OG0004237	NP_001019813.1	XP_005588911.3	NP_001028303.1	XP_038949907.1
OG0004238	NP_001020132.1	XP_015295959.3	NP_659178.1	NP_001100635.1
OG0004239	NP_001020439.1	XP_005540633.1	NP_766104.2	NP_955750.1
OG0004240	NP_001020440.1	XP_015311100.3	NP_038963.3	NP_001094471.1
OG0004241	NP_001020568.1	XP_045250305.2	NP_001074649.1	NP_001164077.1
OG0004242	NP_001020570.1	XP_005543136.3	NP_032380.1	NP_001178679.1
OG0004243	NP_001020791.1	XP_005567435.1	NP_033244.2	NP_598206.1
OG0004244	NP_001026800.2	XP_045249440.2	NP_033380.1	XP_008756905.1
OG0004245	NP_001026801.1	XP_005585187.1	NP_031733.1	NP_446017.1
OG0004246	NP_001026802.1	XP_005556090.1	NP_034462.1	NP_036682.1
OG0004247	NP_001026803.1	XP_005544780.3	NP_056548.2	NP_113820.1
OG0004248	NP_001026985.1	XP_005554415.3	XP_006504094.1	NP_445772.1
OG0004249	NP_001026986.1	XP_005561184.1	NP_033242.1	NP_036851.1
OG0004250	NP_001026987.1	XP_005584875.3	NP_001036071.1	NP_062221.1
OG0004251	NP_001026990.1	XP_005577483.2	NP_031548.1	XP_006230958.2
OG0004252	NP_001028682.1	XP_005553605.2	NP_032544.1	NP_997672.1
OG0004253	NP_001028683.1	XP_005551240.2	NP_075718.2	NP_001358218.1
OG0004254	NP_001029164.1	XP_005547176.1	NP_034147.1	NP_446149.1
OG0004255	NP_001029166.1	XP_005584288.1	NP_034540.1	NP_037311.1
OG0004256	NP_001029167.1	XP_005547164.1	NP_001351434.1	XP_038937993.1
OG0004257	NP_001033060.1	NP_001270498.1	XP_006498858.1	NP_113700.2
OG0004258	NP_001033737.1	XP_005544448.1	NP_079658.2	NP_001020870.2
OG0004259	NP_001033757.1	XP_045235324.2	NP_034260.1	NP_001007558.1
OG0004260	NP_001034132.1	XP_005541999.1	NP_765983.1	NP_001034133.1
OG0004261	NP_001034143.1	XP_045235846.1	NP_899138.1	NP_001103405.1
OG0004262	NP_001041446.1	XP_045235078.2	NP_079606.3	NP_001178040.1
OG0004263	NP_001041481.1	XP_005557820.1	NP_032326.3	NP_705893.1
OG0004264	NP_001041483.1	XP_015290916.1	XP_036008591.1	XP_008758027.1
OG0004265	NP_001041484.1	XP_005578682.1	NP_080275.2	NP_001001800.1
OG0004266	NP_001041485.1	XP_045220597.2	NP_001163866.1	XP_006237414.1
OG0004267	NP_001041493.1	XP_015289654.1	NP_031667.1	NP_001386381.1
OG0004268	NP_001041495.2	XP_005540048.3	NP_034995.3	NP_110492.2
OG0004269	NP_001041546.2	XP_005553456.3	NP_031451.2	NP_445788.2
OG0004270	NP_001041550.1	XP_005553417.3	NP_034854.2	NP_542945.2
OG0004271	NP_001041551.1	XP_045246582.2	NP_001400133.1	NP_036840.2
OG0004272	NP_001041552.1	XP_015304260.2	NP_034368.2	NP_997660.1
OG0004273	NP_001041553.1	XP_005553385.1	NP_001366339.1	XP_008770929.1
OG0004274	NP_001041556.1	XP_005572364.3	XP_030110371.1	NP_001009493.1
OG0004275	NP_001041561.1	XP_005542672.3	NP_001074795.1	NP_001102034.1
OG0004276	NP_001041565.1	XP_005553394.3	NP_032228.2	NP_001008885.1
OG0004277	NP_001041566.1	XP_005553367.2	NP_001020484.1	XP_038954365.1
OG0004278	NP_001041568.1	XP_015304745.2	NP_705829.1	XP_017451925.1
OG0004279	NP_001041569.1	XP_045254657.2	XP_006520808.2	NP_112250.2
OG0004280	NP_001041576.1	XP_005588091.3	NP_034279.3	XP_063120959.1
OG0004281	NP_001041577.1	XP_015309928.3	NP_001297539.1	XP_006252251.1
OG0004282	NP_001041579.1	XP_005567851.1	NP_001139298.1	XP_063135316.1
OG0004283	NP_001041582.1	XP_005557458.3	NP_084123.3	NP_001041382.1
OG0004284	NP_001041586.1	XP_005592254.1	NP_001242971.1	XP_063133973.1
OG0004285	NP_001041590.1	XP_045239528.1	NP_001388855.1	XP_063136230.1
OG0004286	NP_001041592.1	NP_001406383.1	NP_034519.2	NP_001008846.1
OG0004287	NP_001041594.1	XP_005555018.1	NP_034333.1	NP_071547.2
OG0004288	NP_001041599.1	XP_015287065.3	NP_001334377.1	NP_001009715.1
OG0004289	NP_001041600.1	XP_015289267.3	XP_006523926.1	NP_062208.2
OG0004290	NP_001041603.1	XP_005563650.3	NP_032397.1	XP_006232201.1
OG0004291	NP_001070825.1	XP_045218664.1	NP_536711.3	NP_001002278.1
OG0004292	NP_001070905.1	XP_005585122.1	XP_030101334.1	NP_036950.1
OG0004293	NP_001070907.1	XP_005564867.3	NP_032104.2	NP_036695.1
OG0004294	NP_001071055.1	XP_005585128.1	NP_084482.1	NP_570100.1
OG0004295	NP_001073577.1	XP_005567787.1	NP_061253.2	NP_001008292.1
OG0004296	NP_001074191.1	XP_045246626.2	NP_062293.1	NP_598237.2
OG0004297	NP_001074193.1	XP_045234051.1	NP_058673.2	NP_037231.1
OG0004298	NP_001074976.1	XP_005540348.1	NP_666103.1	NP_001019940.1
OG0004299	NP_001074977.1	XP_005577418.2	NP_001161960.1	XP_006230831.1
OG0004300	NP_001074978.1	XP_005548053.3	NP_038831.2	NP_058692.1
OG0004301	NP_001075179.2	XP_065398801.1	XP_017177063.1	NP_001007017.1
OG0004302	NP_001075889.1	XP_045231165.1	NP_001318041.1	NP_114178.1
OG0004303	NP_001075890.1	XP_005584211.1	NP_034791.2	NP_001382588.1
OG0004304	NP_001076836.1	XP_005578086.3	NP_001139374.1	NP_001101217.2
OG0004305	NP_001091010.1	XP_005555648.3	NP_067357.1	NP_058749.1
OG0004306	NP_001091011.1	XP_005563120.3	NP_035615.2	NP_113746.1
OG0004307	NP_001091012.1	XP_005573498.1	NP_032103.2	NP_058703.1
OG0004308	NP_001091013.1	XP_015289625.1	NP_038655.1	XP_006234695.1
OG0004309	NP_001091014.1	XP_005577660.2	NP_036043.2	XP_063143012.1
OG0004310	NP_001091018.1	XP_005540230.3	NP_036012.1	XP_038946795.1
OG0004311	NP_001091019.1	XP_065398084.1	NP_997125.2	NP_001002025.1
OG0004312	NP_001091020.1	XP_005555205.3	XP_006535272.1	NP_001037739.1
OG0004313	NP_001091025.1	XP_005585129.3	NP_035501.2	NP_001099329.1
OG0004314	NP_001091028.1	XP_005585130.2	NP_033206.2	NP_001026822.1
OG0004315	NP_001093413.1	XP_005584961.2	NP_032284.1	NP_001005876.1
OG0004316	NP_001093414.1	XP_045221058.2	XP_036015267.1	XP_038935756.1
OG0004317	NP_001093760.1	XP_045237999.2	NP_031832.2	NP_077074.1
OG0004318	NP_001096685.1	XP_015288504.3	NP_001229937.1	NP_001414426.1
OG0004319	NP_001096687.1	XP_065402037.1	XP_006502124.1	NP_001414703.1
OG0004320	NP_001096689.2	XP_005574788.3	NP_443748.2	XP_006245466.1
OG0004321	NP_001103427.1	XP_045250874.1	XP_017173340.2	XP_006254664.1
OG0004322	NP_001103428.1	XP_045229077.1	NP_032070.1	NP_001382061.1
OG0004323	NP_001103429.1	XP_005576060.3	NP_898842.2	NP_001178698.1
OG0004324	NP_001103430.1	XP_005556050.2	NP_034499.3	XP_006255471.1
OG0004325	NP_001104236.2	XP_005541370.2	NP_034314.2	NP_036856.1
OG0004326	NP_001104237.1	XP_065378250.1	NP_071855.2	NP_037326.2
OG0004327	NP_001104270.1	XP_005567920.1	NP_036079.1	NP_446294.1
OG0004328	NP_001104271.1	XP_065387846.1	XP_036012271.1	XP_008766504.1
OG0004329	NP_001104275.1	XP_005588492.1	NP_056631.2	NP_001099543.1
OG0004330	NP_001106926.2	XP_045251899.2	NP_001348429.1	NP_071526.2
OG0004331	NP_001106927.1	XP_005572483.3	NP_035157.2	XP_038945232.1
OG0004332	NP_001106928.1	XP_005552615.3	NP_080756.1	XP_008764643.1
OG0004333	NP_001108097.1	XP_005551623.1	NP_598760.1	NP_001040561.1
OG0004334	NP_001108112.1	XP_005576831.2	NP_742114.3	XP_017445740.2
OG0004335	NP_001108138.1	XP_045239824.2	NP_031518.2	NP_001093644.1
OG0004336	NP_001108221.1	XP_005596130.3	NP_038787.1	NP_001037750.2
OG0004337	NP_001108229.1	XP_005560676.2	NP_077759.3	NP_775143.2
OG0004338	NP_001108484.1	XP_065375727.1	NP_033182.1	NP_037159.4
OG0004339	NP_001108486.1	XP_005567626.2	NP_444497.1	NP_001108485.1
OG0004340	NP_001108591.1	XP_005547163.2	NP_032186.2	NP_110453.3
OG0004341	NP_001116074.1	XP_005551561.3	NP_034645.2	NP_036888.2
OG0004342	NP_001116081.1	XP_065378878.1	NP_659137.1	NP_001005556.1
OG0004343	NP_001116117.1	XP_015309533.1	NP_034180.2	NP_113908.4
OG0004344	NP_001116326.1	XP_015291833.1	NP_071860.1	NP_067594.1
OG0004345	NP_001116803.1	XP_005561530.3	NP_848859.1	XP_038968200.1
OG0004346	NP_001120706.1	NP_001278799.1	NP_032779.2	NP_620781.1
OG0004347	NP_001120787.1	XP_065380854.1	NP_071300.2	NP_076460.1
OG0004348	NP_001120970.1	XP_005548130.1	XP_011244279.1	NP_001012018.1
OG0004349	NP_001120971.1	XP_005552918.1	NP_001344034.1	NP_001032292.1
OG0004350	NP_001121083.1	XP_005583065.3	NP_666130.1	NP_955422.1
OG0004351	NP_001123909.2	XP_005560913.2	NP_062275.1	XP_063129984.1
OG0004352	NP_001124300.1	XP_005579600.3	XP_011240687.1	XP_038936996.1
OG0004353	NP_001124305.1	XP_005554538.1	NP_001074613.2	XP_008768453.1
OG0004354	NP_001124308.1	XP_015300764.1	NP_033451.1	XP_017446121.1
OG0004355	NP_001124309.1	XP_065400855.1	NP_035845.1	NP_001014157.1
OG0004356	NP_001124310.1	XP_005543984.1	NP_619624.2	NP_001101450.1
OG0004357	NP_001124520.1	XP_065386106.1	NP_849265.2	NP_001100921.1
OG0004358	NP_001124522.1	XP_045228642.2	NP_598544.2	NP_001101302.1
OG0004359	NP_001124528.1	XP_065398706.1	XP_036021821.1	XP_063142070.1
OG0004360	NP_001124533.1	XP_005550965.1	NP_079639.1	NP_001032884.1
OG0004361	NP_001128423.1	NP_001278934.2	NP_058597.2	NP_001094488.1
OG0004362	NP_001128597.1	XP_045231935.1	NP_035670.2	NP_001258206.1
OG0004363	NP_001128598.1	XP_045219744.2	XP_036012743.1	NP_001102917.1
OG0004364	NP_001129260.1	XP_065386676.1	XP_006538930.1	XP_006239527.1
OG0004365	NP_001130036.1	XP_005541976.2	NP_001268946.1	NP_112621.1
OG0004366	NP_001130037.1	XP_005566043.3	XP_006527457.1	NP_446210.1
OG0004367	NP_001131075.1	XP_005566989.2	NP_082181.2	NP_001078954.1
OG0004368	NP_001131124.1	XP_005546804.1	NP_031640.1	NP_445809.2
OG0004369	NP_001135729.1	XP_065396933.1	NP_001295214.1	XP_038949559.1
OG0004370	NP_001136142.1	XP_005580959.1	NP_038543.1	NP_001011965.1
OG0004371	NP_001138542.1	XP_045234240.1	NP_081963.1	NP_001137365.1
OG0004372	NP_001138591.1	XP_005560744.2	NP_033817.1	XP_063130745.1
OG0004373	NP_001138592.1	XP_045253498.1	NP_033835.1	NP_062041.2
OG0004374	NP_001138646.1	XP_005581427.3	NP_647466.2	NP_001101426.1
OG0004375	NP_001138686.1	XP_005557352.2	NP_940807.1	NP_001121124.1
OG0004376	NP_001138703.1	XP_005572569.3	NP_780729.3	NP_001138806.2
OG0004377	NP_001139232.1	XP_005591561.2	NP_001139231.1	NP_001139234.1
OG0004378	NP_001139452.1	XP_045233146.2	NP_001139450.2	NP_001414022.1
OG0004379	NP_001139453.1	XP_045233379.2	NP_001347001.1	NP_001017375.2
OG0004380	NP_001139463.1	XP_005557261.2	NP_032000.3	NP_446349.1
OG0004381	NP_001139649.1	XP_015304954.1	NP_032868.2	NP_058730.1
OG0004382	NP_001139741.1	XP_045229262.1	NP_031696.1	NP_570825.1
OG0004383	NP_001153594.1	XP_005541653.2	XP_006501933.3	NP_001099914.1
OG0004384	NP_001153771.1	XP_015304802.1	NP_001074959.1	XP_038937077.1
OG0004385	NP_001155185.1	XP_045243824.2	NP_038585.2	XP_038945063.1
OG0004386	NP_001157169.1	XP_005548876.1	XP_030105174.1	NP_001102522.1
OG0004387	NP_001157660.1	XP_005596055.3	NP_742117.2	NP_058906.3
OG0004388	NP_001157958.1	XP_005576420.2	NP_081928.2	NP_001128226.2
OG0004389	NP_001157959.1	XP_005546147.2	NP_001035486.2	NP_001014275.2
OG0004390	NP_001157978.1	XP_015290185.3	NP_001028338.1	NP_001108411.1
OG0004391	NP_001158732.1	XP_005593094.3	NP_081562.2	NP_001012006.1
OG0004392	NP_001159386.1	XP_065381296.1	NP_083870.1	XP_017454003.1
OG0004393	NP_001159480.1	XP_005586162.3	NP_080219.2	XP_063130566.1
OG0004394	NP_001159519.2	XP_045220765.2	NP_065241.1	NP_113838.1
OG0004395	NP_001161170.1	XP_005549948.3	NP_001157833.1	NP_001102705.1
OG0004396	NP_001161484.1	XP_045241972.2	NP_796085.3	XP_038951125.1
OG0004397	NP_001161485.1	XP_005557811.1	NP_032136.2	NP_067704.1
OG0004398	NP_001161886.1	XP_005578439.1	NP_543129.3	NP_445879.1
OG0004399	NP_001161931.2	XP_005579843.1	NP_001014761.1	NP_037009.1
OG0004400	NP_001161933.1	XP_045239592.2	NP_473380.1	XP_038955722.1
OG0004401	NP_001162159.1	XP_005550630.3	NP_997059.1	NP_001034433.1
OG0004402	NP_001165219.1	XP_005568918.3	NP_083673.3	NP_001032746.1
OG0004403	NP_001165243.2	XP_005555138.2	NP_076274.1	NP_714943.1
OG0004404	NP_001165706.1	XP_005581124.1	NP_035803.1	NP_113983.1
OG0004405	NP_001166014.2	NP_001278222.1	NP_570947.2	NP_001388277.2
OG0004406	NP_001166949.2	XP_065382214.1	XP_011236945.1	XP_038939815.1
OG0004407	NP_001171932.1	XP_005550871.2	NP_067410.1	NP_001100060.1
OG0004408	NP_001177357.1	XP_015310258.1	NP_573483.1	NP_001362972.1
OG0004409	NP_001177358.2	XP_005589908.2	NP_937833.1	NP_037316.3
OG0004410	NP_001177673.1	XP_045238284.2	NP_033426.1	NP_001019520.2
OG0004411	NP_001180228.2	XP_005591081.3	NP_038777.2	NP_851600.1
OG0004412	NP_001180602.1	XP_005546208.1	NP_032798.1	NP_036932.1
OG0004413	NP_001181892.1	XP_045245213.2	NP_598871.1	NP_598287.1
OG0004414	NP_001181897.1	XP_005581833.1	NP_084269.1	NP_001099818.1
OG0004415	NP_001181898.1	XP_045219666.1	NP_034572.1	NP_036712.1
OG0004416	NP_001181899.1	XP_005577202.3	NP_058588.1	NP_445877.1
OG0004417	NP_001181906.1	XP_005541632.3	NP_038633.1	XP_063137362.1
OG0004418	NP_001182074.1	XP_045221986.2	NP_032738.1	XP_038944987.1
OG0004419	NP_001182077.1	XP_005594506.1	NP_058063.2	NP_068534.2
OG0004420	NP_001182080.1	XP_005595682.3	NP_031636.1	NP_071967.2
OG0004421	NP_001182333.1	XP_005545496.1	NP_033874.1	NP_001100554.1
OG0004422	NP_001182441.1	XP_045247082.1	NP_598570.1	XP_006250387.1
OG0004423	NP_001182536.1	XP_005578431.1	NP_001182530.1	XP_063127187.1
OG0004424	NP_001182538.1	XP_005578432.1	NP_001153817.1	NP_001258013.1
OG0004425	NP_001182595.1	XP_065375394.1	NP_001153841.1	NP_001102729.2
OG0004426	NP_001182617.1	XP_015292502.3	XP_030109277.1	NP_001100146.2
OG0004427	NP_001182624.1	XP_005591737.3	XP_006507808.1	XP_038947624.1
OG0004428	NP_001182763.1	XP_045227150.2	NP_034112.3	NP_058793.1
OG0004429	NP_001182770.1	XP_005575303.3	NP_058598.1	NP_001300931.1
OG0004430	NP_001182772.1	XP_015310089.1	NP_038489.2	NP_058887.2
OG0004431	NP_001183951.1	XP_045226343.1	NP_033981.2	NP_037056.3
OG0004432	NP_001183962.1	XP_005589899.3	NP_032523.2	NP_036990.1
OG0004433	NP_001183964.2	XP_045250402.1	NP_031442.2	NP_058687.2
OG0004434	NP_001184002.1	XP_065378360.1	NP_032527.1	NP_071532.2
OG0004435	NP_001184005.1	XP_045250348.2	NP_033921.3	NP_001099425.2
OG0004436	NP_001184012.1	XP_005583090.3	NP_035610.1	NP_001263636.1
OG0004437	NP_001184025.1	XP_005555600.1	NP_032939.1	XP_063137376.1
OG0004438	NP_001184028.1	XP_005565094.2	NP_033076.2	NP_036775.2
OG0004439	NP_001184046.1	XP_005588974.2	NP_035792.1	NP_997690.1
OG0004440	NP_001184049.1	XP_005571609.3	NP_775567.2	XP_063119759.1
OG0004441	NP_001184071.1	XP_005550269.1	NP_031614.2	NP_446268.2
OG0004442	NP_001184072.1	XP_005569486.2	NP_035174.1	NP_942075.1
OG0004443	NP_001184074.1	XP_065383901.1	XP_006508676.1	XP_038935131.1
OG0004444	NP_001184078.1	XP_005568544.1	NP_033862.1	NP_058688.2
OG0004445	NP_001184086.1	XP_005582141.1	XP_036014050.1	XP_008769663.1
OG0004446	NP_001184087.1	XP_005590123.2	NP_598473.1	NP_001004100.1
OG0004447	NP_001184088.1	XP_065378407.1	NP_666367.3	NP_001102443.1
OG0004448	NP_001184089.1	XP_045255468.1	NP_035403.1	NP_001099462.1
OG0004449	NP_001184099.1	XP_045229598.2	NP_031767.2	NP_001102145.1
OG0004450	NP_001184100.1	XP_005569749.3	NP_001365706.1	NP_001102081.2
OG0004451	NP_001184105.1	XP_005540986.3	XP_017177186.1	NP_001139300.1
OG0004452	NP_001184111.1	XP_005565679.2	NP_035203.3	NP_059026.2
OG0004453	NP_001184116.1	XP_005580496.2	NP_001034742.1	XP_038962056.2
OG0004454	NP_001184118.1	XP_045227648.1	NP_997597.1	NP_001101218.1
OG0004455	NP_001184120.1	XP_065384488.1	NP_033440.1	NP_001094104.1
OG0004456	NP_001184240.1	XP_045220829.1	NP_079591.1	NP_001101365.2
OG0004457	NP_001184243.1	XP_015286028.1	NP_001349035.1	XP_038964316.1
OG0004458	NP_001185587.1	XP_045221489.1	NP_058543.2	NP_444178.2
OG0004459	NP_001185717.1	XP_005543814.1	NP_032216.1	NP_037250.1
OG0004460	NP_001186059.1	XP_005581107.3	NP_077217.2	NP_001020868.1
OG0004461	NP_001188260.1	XP_005563032.3	NP_001119786.1	NP_001100787.2
OG0004462	NP_001189417.1	XP_005540697.1	XP_006529228.1	NP_001017489.1
OG0004463	NP_001191148.1	XP_065392913.1	NP_001365709.1	XP_006246126.1
OG0004464	NP_001191266.1	XP_015306902.1	XP_036017008.1	NP_001102360.1
OG0004465	NP_001191334.1	XP_065378079.1	XP_006521531.1	NP_001004242.1
OG0004466	NP_001191368.1	XP_005587979.3	NP_663585.2	NP_001011980.1
OG0004467	NP_001191685.1	XP_015299731.1	NP_001159952.1	NP_058895.1
OG0004468	NP_001191739.1	XP_005543066.1	NP_083606.2	NP_955788.2
OG0004469	NP_001191771.1	XP_005575980.3	NP_084134.2	NP_891999.2
OG0004470	NP_001191858.1	XP_065390604.1	NP_081539.1	NP_001191808.1
OG0004471	NP_001191932.1	XP_005581131.3	NP_001028337.2	NP_001020192.1
OG0004472	NP_001191984.1	XP_065383165.1	NP_076395.2	XP_063129513.1
OG0004473	NP_001192091.1	XP_015293070.3	NP_083624.2	NP_001291281.1
OG0004474	NP_001192097.1	XP_015293075.1	NP_035744.1	XP_006246807.1
OG0004475	NP_001192098.1	XP_005582818.1	NP_076006.2	XP_008766018.1
OG0004476	NP_001192141.1	XP_005544288.3	NP_001184011.1	XP_006239135.1
OG0004477	NP_001192187.1	XP_005557978.1	NP_034901.2	XP_063130892.1
OG0004478	NP_001193864.1	XP_005547881.3	NP_081170.1	XP_063142375.1
OG0004479	NP_001229641.1	XP_045228726.2	NP_001001322.1	XP_006233941.3
OG0004480	NP_001229648.1	XP_065380826.1	NP_033177.3	NP_001382082.1
OG0004481	NP_001229661.1	XP_005595406.2	NP_032632.1	NP_037112.2
OG0004482	NP_001238869.1	XP_045219592.1	NP_660121.2	XP_063119388.1
OG0004483	NP_001238873.1	XP_005595336.2	NP_081502.2	NP_001386212.1
OG0004484	NP_001238878.1	XP_005571055.1	NP_081320.2	NP_001100264.2
OG0004485	NP_001238964.1	XP_045238966.1	NP_036082.1	XP_038944453.1
OG0004486	NP_001238967.1	XP_045221777.1	NP_079720.1	NP_001290545.1
OG0004487	NP_001239063.1	XP_005591894.1	NP_079998.1	NP_001127893.1
OG0004488	NP_001239075.1	XP_005557970.1	NP_659115.3	NP_001008345.1
OG0004489	NP_001239102.1	XP_005547770.1	NP_032214.1	NP_001164017.1
OG0004490	NP_001239103.1	XP_005587134.2	NP_067263.1	NP_062052.1
OG0004491	NP_001239140.1, XP_038391404.1, XP_038442470.1		NP_071709.3	
OG0004492	NP_001239146.1	XP_045235544.2	NP_075863.2	XP_063143542.1
OG0004493	NP_001239188.1	XP_005551947.1	NP_001408532.1	XP_063130548.1
OG0004494	NP_001239196.1	XP_015307906.1	NP_001277766.1	NP_001388838.1
OG0004495	NP_001239208.1	XP_005551031.1	NP_082634.1	XP_008761044.1
OG0004496	NP_001239210.1	XP_015291987.2	NP_001028477.1	NP_001100116.1
OG0004497	NP_001239252.1	XP_005556953.3	NP_081403.1	NP_001099881.1
OG0004498	NP_001239275.1	XP_005564843.1	NP_680087.1	NP_942027.1
OG0004499	NP_001239277.1	XP_045233284.2	XP_006496061.3	XP_006244943.2
OG0004500	NP_001239304.1	XP_005571797.2	NP_001404570.1	NP_001014210.1
OG0004501	NP_001239309.1	XP_005560554.2	NP_081696.1	NP_001101000.1
OG0004502	NP_001239318.1	XP_005553319.1	NP_062811.1	NP_001019414.1
OG0004503	NP_001240673.1	XP_005584239.3	NP_032495.2	NP_001004022.1
OG0004504	NP_001240828.1	XP_005558439.1	NP_079702.3	NP_001273112.1
OG0004505	NP_001240832.1	XP_005583268.1	NP_080665.1	NP_001388912.1
OG0004506	NP_001240835.1	XP_005544522.1	XP_006539175.1	XP_006239286.1
OG0004507	NP_001243414.1	XP_045217563.2	NP_031478.1	NP_071985.2
OG0004508	NP_001245268.1	XP_045217145.1	NP_861413.1	NP_001040553.1
OG0004509	NP_001257780.1	XP_005566639.1	NP_666067.1	NP_001034697.2
OG0004510	NP_001257816.1	XP_045224670.2	NP_001139132.1	XP_038940474.1
OG0004511	NP_001257899.1	XP_045249296.1	NP_001076001.1	NP_001258904.1
OG0004512	NP_001257900.1	XP_015306128.3	NP_079850.1	NP_001019541.1
OG0004513	NP_001268960.1	XP_005579019.1	NP_081329.1	NP_001099754.1
OG0004514	NP_001271363.1	XP_005564176.1	NP_032707.2	XP_038934711.1
OG0004515	NP_001271368.1	XP_045220229.1	NP_035725.1	NP_037018.2
OG0004516	NP_001271369.1	XP_005584088.2	NP_001028709.2	NP_001137367.1
OG0004517	NP_001271370.1	XP_005544823.1	NP_573464.2	NP_570964.4
OG0004518	NP_001271372.1	XP_065392391.1	NP_031414.1	NP_062017.2
OG0004519	NP_001271375.1	XP_005541528.1, XP_065389279.1, XP_065394731.1		
OG0004520	NP_001271376.1	XP_005553990.1	NP_653119.1	NP_001389100.1
OG0004521	NP_001271378.1	XP_005588939.1	NP_079774.1	NP_001008764.1
OG0004522	NP_001271379.1	XP_045235876.1	NP_033227.2	NP_786934.1
OG0004523	NP_001271381.1	XP_005548308.3	NP_085115.1	NP_001388359.1
OG0004524	NP_001271382.1	XP_045229734.1	NP_035317.1	NP_445984.1
OG0004525	NP_001271385.1	XP_045237402.2	NP_033168.2	NP_604450.2
OG0004526	NP_001271388.1	XP_005576264.3	NP_001400590.1	XP_006239833.1
OG0004527	NP_001271389.1	XP_015288995.1	NP_062726.3	NP_001100069.1
OG0004528	NP_001271391.1	XP_045238989.2	NP_001182342.1	NP_113997.2
OG0004529	NP_001271394.1	XP_005541073.1	NP_035313.2	NP_112349.2
OG0004530	NP_001271395.1	XP_005586147.3	NP_034154.2	NP_001414197.1
OG0004531	NP_001271397.1	XP_045220402.2	NP_001001444.1	NP_001032445.1
OG0004532	NP_001271398.1	XP_015309576.1	NP_938053.1	NP_001386428.1
OG0004533	NP_001271400.1	XP_005585592.2	NP_032840.1	NP_074043.4
OG0004534	NP_001271401.1	XP_005579805.1	NP_035922.4	NP_062077.1
OG0004535	NP_001271404.1	XP_015289605.1	NP_001347186.1	NP_612528.2
OG0004536	NP_001271405.1	XP_065396563.1	NP_034043.1	NP_758832.1
OG0004537	NP_001271408.1	XP_045251305.2	NP_033865.2	NP_036644.1
OG0004538	NP_001271412.1	XP_065385887.1	NP_001361633.1	XP_063143544.1
OG0004539	NP_001271416.1	XP_045220849.2	NP_663548.2	NP_001100098.1
OG0004540	NP_001271417.1	XP_005568664.3	NP_001033022.1	NP_001032607.1
OG0004541	NP_001271421.1	XP_005553111.3	NP_067381.1	XP_038939102.1
OG0004542	NP_001271422.1	XP_015304010.3	NP_032578.2	NP_036889.1
OG0004543	NP_001271423.1	XP_045236632.1	NP_062291.1	NP_001178732.1
OG0004544	NP_001272397.1	XP_005576694.3	NP_035405.2	NP_001013115.1
OG0004545	NP_001273161.1	XP_045249766.1	NP_081868.1	NP_001012481.1
OG0004546	NP_001273780.1	XP_005567439.2	NP_032394.1	NP_037327.2
OG0004547	NP_001273781.1	XP_005590883.2	NP_035555.1	NP_037014.2
OG0004548	NP_001273782.1	XP_005556438.1	NP_987103.1	XP_063131724.1
OG0004549	NP_001273795.1	XP_005576645.2	NP_001264195.1	NP_064702.2
OG0004550	NP_001273798.1	XP_005572302.1	NP_001346155.1	NP_001099402.1
OG0004551	NP_001273869.1	XP_015293328.1	NP_031866.2	NP_001007614.1
