GeneID	Liver_rep1	Liver_rep2	Liver_rep3	Liver_rep4	Liver_rep5	Liver_rep6
NP_081114.2	0.0961903	0.0	0.787031	0.712039	0.527691	
NP_081116.3	1.08906	0.543782	0.222498	1.3573	0.429505	
NP_081117.1	0.0	0.0	0.0	0.0	0.0	
NP_081118.4	41.4188	41.2967	34.2946	40.4371	37.6053	
NP_081120.2	7.8787	7.88211	6.19669	7.87355	8.59991	
NP_081121.1	13.9772	16.7411	10.4215	14.7167	10.0959	
NP_081122.2	2.6942	2.69293	1.57852	4.72701	3.61627	
NP_081125.2	9.11504	11.3336	8.58162	10.672	10.5548	
NP_081126.2	15.5045	16.7016	12.4354	16.6739	12.4763	
NP_081127.1	196.518	196.493	148.452	201.297	158.202	
NP_081131.1	0.352074	0.388348	0.389863	0.318717	0.194974	
NP_081135.3	10.2604	14.4099	9.52419	10.9698	9.08264	
NP_081136.1	0.0427533	0.0	0.0	0.0534357	0.0	
NP_081137.2	20.0342	19.9747	14.806	17.86	14.6709	
NP_081140.1	1.07212	0.232903	0.291046	0.461634	0.196219	
NP_081144.1	2.79801	3.87947	2.43396	3.36757	2.72888	
NP_081147.1	182.189	170.654	152.856	162.112	153.815	
NP_081149.1	29.5003	30.1615	20.3259	26.4997	24.6699	
NP_081152.2	5.97999	4.73657	5.16231	2.15061	6.27661	
NP_081153.1	50.3573	43.1794	33.7336	33.7268	42.4138	
NP_081154.1	2.50778	4.5046	1.8929	2.55679	2.52012	
NP_081155.1	20.1525	18.3347	14.2946	22.5062	14.7129	
NP_081159.1	2.90164	3.65594	2.38248	2.91358	3.17856	
NP_081160.1	0.0	0.0	0.0	0.0	0.0	
NP_081161.1	133.17	121.588	110.669	149.941	110.271	
NP_081162.1	0.0	0.0	0.0	0.0	0.0	
NP_081163.2	0.377652	0.317904	0.286009	0.549743	0.304843	
NP_081164.2	8.14201	12.9954	11.2813	9.36496	13.6229	
NP_081166.1	21.1738	29.5101	20.6839	22.3763	24.3704	
NP_081167.2	1.97742	2.24096	1.98803	2.23202	1.7433	
NP_081168.1	26.1406	23.7223	22.2993	22.9197	20.1215	
NP_081169.2	10.4426	9.49794	11.3545	7.92131	10.8633	
NP_081170.1	2.06108	3.10409	3.25229	3.26572	2.19498	
NP_081171.1	1.33048	6.12654	2.31468	1.96005	1.64036	
NP_081172.2	7.31716	8.45503	3.38222	3.44145	5.65665	
NP_081174.1	2.70358	3.18795	1.81648	3.76267	2.91167	
NP_081175.2	39.5901	42.3869	37.6335	39.7015	39.9274	
NP_081180.1	0.0	0.0	0.0	0.0	0.0	
NP_081182.2	0.0	0.0	0.0	0.0	0.0	
NP_081183.3	0.0	0.0	0.0	0.0	0.0	
NP_081184.3	36.5758	29.3213	28.4304	34.7193	28.2345	
NP_081185.1	10.2427	11.7552	10.6837	8.73781	12.6953	
NP_081187.3	138.123	147.796	129.856	152.852	124.186	
NP_081188.1	4.01719	0.000957255	0.912078	1.51551	0.642595	
NP_081189.1	8.99461	9.09853	6.91903	9.53134	5.72814	
NP_081190.1	150.507	128.764	124.477	129.162	117.494	
NP_081191.1	0.0	0.0	0.0	0.0376507	0.0	
NP_081192.2	0.774226	0.916763	0.866268	0.442748	1.32728	
NP_081194.1	0.0	0.0	0.0	2.08862	0.100871	
NP_081195.1	118.376	175.19	127.949	99.5733	134.275	
NP_081197.1	55.3437	54.7512	49.1743	53.2775	50.0849	
NP_081198.1	0.0	0.0	0.0	0.0	0.0	
NP_081200.2	0.0	0.0	0.0	0.0	0.0	
NP_081201.2	0.0	0.0	0.0	0.0	0.0	
NP_081205.1	3.59917	2.79004	0.675038	5.29528	1.57235	
NP_081207.1	44.1597	21.0177	13.7209	30.5298	12.0475	
NP_081208.1	11.8493	10.8436	9.59084	12.5518	9.98107	
NP_081209.1	22.2966	22.3237	19.2424	18.7361	20.0841	
NP_081210.2	37.6987	37.3219	34.3919	44.7227	35.1644	
NP_081211.3	9.44497	6.18023	5.25496	9.56072	3.31212	
NP_081212.1	28.2825	26.5039	23.9842	25.1888	23.5066	
NP_081214.1	42.7897	39.8282	36.034	33.1374	39.0777	
NP_081218.3	0.877395	1.26287	9.58859e-05	1.6752	0.326155	
NP_081219.1	75.6289	73.7237	64.3998	60.8031	66.3105	
NP_081220.1	11.7565	15.9096	13.8707	11.8176	10.7008	
NP_081221.1	0.0209068	0.0	0.0663141	0.0	0.0	
NP_081223.1	6.37505	5.87248	0.0	3.04924	0.0	
NP_081225.1	3.06636	5.22057	3.40205	4.75725	1.28026	
NP_081226.1	6.52145	8.23797	19.9593	8.26658	20.977	
NP_081230.1	3.07018	2.85804	2.4665	3.15827	2.57707	
NP_081232.2	1.19969	0.690696	0.587832	1.07205	0.0	
NP_081234.2	93.3518	95.9172	87.2028	70.7653	82.2841	
NP_081235.2	3.25919	5.86977	3.55611	5.06253	3.56786	
NP_081236.1	27.9438	21.0058	23.5334	23.4766	20.3791	
NP_081238.2	0.931115	0.888446	0.265702	0.534149	0.669785	
NP_081240.1	43.2006	46.1934	33.4002	33.7626	37.4198	
NP_081241.1	1.98169	2.22908	1.52406	1.42916	1.93853	
NP_081244.2	10.1896	10.902	7.39479	7.11463	7.32298	
NP_081248.4	0.0449707	0.194375	0.0699757	0.0	0.0	
NP_081251.1	11.9716	8.55775	9.4365	11.9791	10.9284	
NP_081252.1	0.348202	0.851531	1.04501	0.556929	0.448007	
NP_081253.1	16.1865	11.6707	18.4018	24.2264	15.0742	
NP_081257.1	3.58517	6.32351	5.05419	5.00551	5.17227	
NP_081258.1	86.2302	90.1003	68.5897	76.1839	70.0881	
NP_081259.1	0.171226	0.0	0.0	0.0926577	0.0	
NP_081260.1	3.8712	2.50998	4.21211	5.05871	2.90697	
NP_081261.1	0.101634	0.113084	0.201927	0.160261	0.0476759	
NP_081264.1	988.858	676.337	627.576	648.816	518.859	
NP_081268.1	6.36924	8.29444	5.00757	6.43156	5.69452	
NP_081269.1	44.3263	44.0217	54.4126	43.076	39.3716	
NP_081271.2	36.1009	40.4908	27.939	39.4437	32.7526	
NP_081274.2	17.1283	16.7899	11.499	16.932	10.7518	
NP_081275.3	0.60773	2.39881	1.70351	1.02514	1.41249	
NP_081276.2	5.63935	6.40145	5.14327	4.76026	5.43075	
NP_081277.2	0.0	0.0	0.0	0.0	0.0	
NP_081278.1	5.20301	6.54261	4.47502	5.18648	4.82621	
NP_081283.2	6.45514	6.08198	5.58512	7.34622	5.22298	
NP_081284.2	3.25801	3.24313	2.45692	3.07478	2.3949	
NP_081285.1	2.12968	3.57162	0.0	2.21798	1.06528	
NP_081286.1	0.0	0.0	0.0	0.0	0.0	
NP_081287.1	0.0	0.0254799	0.0	1.88492	0.0	
NP_081290.1	3.58221	2.84122	4.41517	2.98178	3.89437	
NP_081291.1	922.977	883.49	699.318	753.566	765.17	
NP_081294.1	0.0	0.0	0.0	0.0	0.0	
NP_081295.2	0.0	0.0	0.0	0.0	0.0	
NP_081298.1	0.0	0.0	0.0	0.0346475	0.0	
NP_081300.1	0.0	0.0	0.0	0.0	0.0	
NP_081301.2	0.0977054	0.145799	0.0	0.0409296	0.0	
NP_081302.2	0.880551	0.743798	1.09728	0.742276	0.748463	
NP_081303.1	0.0	0.0	0.0	0.0	0.0	
NP_081306.1	29.7275	33.8799	24.9393	35.995	25.0578	
NP_081307.2	0.0	0.0	0.241947	0.0	0.0	
NP_081308.1	0.247649	0.154212	0.0	0.0	0.0	
NP_081310.1	0.0	0.0	0.0	0.0	0.0	
NP_081311.1	0.0	0.0321279	0.0	0.0	0.0548393	
NP_081312.2	0.0	0.0	0.0	0.0	0.0	
NP_081316.1	0.0794469	0.0	0.0	0.0	0.0742115	
NP_081318.1	0.0	0.0	0.0	0.0	0.0	
NP_081320.2	133.987	134.001	104.604	144.833	104.019	
NP_081322.1	0.0	0.0	0.0	0.0	0.0	
NP_081326.1	0.0	0.0	0.0	0.0	0.0	
NP_081328.2	2.84646	1.96163	1.26501	1.66117	1.26352	
NP_081329.1	1.25114	0.68878	0.0	1.0139	1.20964	
NP_081330.2	0.0	0.0	0.0	0.0	0.0	
NP_081331.2	0.050792	0.0	0.0	0.0	0.0	
NP_081332.1	0.0	0.0	0.0	0.0	0.0	
NP_081334.1	0.0	0.0	0.0	0.0	0.0	
NP_081335.1	0.0	0.0	0.0356056	0.0	0.0	
NP_081337.2	0.159635	0.0	0.085187	0.0	0.0	
NP_081339.1	0.0	0.0	0.0	0.0	0.0	
NP_081340.1	0.0	0.0	0.0	0.0	0.0	
NP_081342.1	0.0832038	0.0	0.0	0.0	0.0	
NP_081343.1	0.0	0.0	0.0	0.0	0.0	
NP_081345.2	0.0	0.0	0.0	0.0	0.0	
NP_081348.1	0.0	0.0	0.0	0.0	0.0	
NP_081353.1	0.0	0.0	0.0	0.0	0.0	
NP_081357.2	1.81174	0.825336	1.27012	1.15626	1.30712	
NP_081359.1	0.0	0.0	0.0	0.0	0.0	
NP_081362.2	11.7809	8.89388	6.17298	9.0048	7.57823	
NP_081363.1	0.0	0.0	0.0	0.0	0.0	
NP_081364.1	12.8148	13.7018	12.9063	12.1713	11.6411	
NP_081365.2	0.0	0.0	0.0	0.0	0.0406824	
NP_081366.1	30.8764	30.6128	29.3065	31.8532	24.326	
NP_081367.1	2.53873	3.97362	2.91263	2.46609	2.83145	
NP_081369.2	0.0979044	0.0	0.0570901	0.0	0.0	
NP_081373.1	0.0	0.0	0.0	0.0	0.0	
NP_081374.1	59.4575	58.6308	63.7021	51.7002	61.8924	
NP_081376.2	0.173807	0.0	0.0	0.0	0.0	
NP_081378.1	10.2258	9.5242	7.32913	7.44312	6.10516	
NP_081379.1	0.000166939	0.0	0.0576217	0.0	0.0	
NP_081381.1	0.0	0.0	0.0	0.0	0.0	
NP_081382.1	37.5571	39.4864	34.3582	30.5639	36.8598	
NP_081383.1	1.44779	3.32299	2.20095	2.07731	2.45109	
NP_081385.2	4.69888	3.83027	3.93542	2.6498	2.99677	
NP_081387.1	0.0	0.0	0.0	0.0	0.0	
NP_081388.1	0.0	0.0	0.0	0.0377996	0.0	
NP_081389.1	1.82294	1.47983	1.66011	1.59124	1.31785	
NP_081391.1	0.258313	0.703983	0.197749	0.518757	0.663842	
NP_081393.2	24.8614	26.3045	22.5141	29.8833	23.26	
NP_081396.1	0.326413	0.33944	0.168683	0.802005	0.224288	
NP_081397.1	11.787	14.5105	13.3836	14.3433	15.0935	
NP_081398.2	7.24224	6.25808	5.86206	4.86778	6.47695	
NP_081402.3	19.4265	21.6999	15.0425	8.06485	14.2579	
NP_081403.1	2.19705	0.902761	0.784876	2.03557	1.88723	
NP_081405.2	0.118246	0.273094	0.0	0.402067	0.0	
NP_081406.1	33.6105	33.8998	31.4584	36.9051	31.4524	
NP_081408.2	0.0	0.0	0.0	0.0	0.0	
NP_081409.1	0.841135	0.8998	0.311146	0.405444	0.722389	
NP_081410.2	6.14916	6.23693	5.39238	6.28821	5.7128	
NP_081411.2	26.1195	46.8613	26.3556	39.9436	37.2517	
NP_081412.1	8.09465	8.33383	6.58368	5.50634	6.33938	
NP_081413.1	0.0	0.0	0.0	0.0	0.0	
NP_081415.1	32.1883	35.4345	31.6083	30.3617	31.1989	
NP_081419.1	13.8803	15.349	8.59493	16.5518	11.9778	
NP_081420.2	1.20832	3.12759	2.43539	1.64651	2.59088	
NP_081423.1	41.6245	43.8555	23.7381	44.5069	25.3806	
NP_081428.1	0.15626	0.0	0.0996332	0.0	0.0585361	
NP_081429.1	6.63033	7.22121	7.7172	9.44517	7.97907	
NP_081430.3	28.3694	28.2005	26.3267	26.7086	24.9879	
NP_081431.1	0.0	0.0	0.0	0.0	0.0	
NP_081432.2	2.16916	2.35738	1.84519	1.85539	1.86824	
NP_081433.2	0.0	0.0	0.0	0.0	0.0	
NP_081434.1	0.0	0.0	0.0	0.0	0.0	
NP_081435.1	10.034	11.2452	8.13075	10.7672	9.32643	
NP_081437.1	0.0	0.0	0.0	0.0	0.0	
NP_081438.4	8.04751	7.67311	6.82288	8.38078	4.5411	
NP_081439.1	0.0	0.0	0.0	0.0	0.0	
NP_081440.1	0.0	0.0	0.0	0.0	0.0	
NP_081446.1	0.0243535	0.0	0.0	0.0	0.0	
NP_081448.2	0.341472	0.0	0.174639	0.0	0.228778	
NP_081449.1	0.0	0.0	0.0	0.0	0.0	
NP_081451.4	9.54013	11.8328	10.2163	11.4551	7.3432	
NP_081457.1	79.8497	66.742	60.0358	79.8411	67.5898	
NP_081458.1	0.0	0.575538	0.466741	0.76607	0.642965	
NP_081461.2	0.143908	0.219153	0.297021	0.168853	0.146039	
NP_081462.1	15.3088	19.4592	13.9813	19.3751	17.5859	
NP_081463.1	0.921617	1.31989	1.5292	1.47903	1.47679	
NP_081464.1	0.186264	0.376376	0.366854	0.256167	0.205031	
NP_081465.1	37.1395	36.1022	33.3288	31.6397	32.8144	
NP_081467.2	1.66346	4.96563	2.28148	3.65739	3.23253	
NP_081468.1	2.17384	2.20076	1.69208	2.72189	1.78308	
NP_081469.2	5.92655	6.23921	6.79416	5.97826	6.22951	
NP_081470.2	61.9427	57.2175	48.1031	57.6988	49.6687	
NP_081472.1	22.6407	18.6637	18.5514	16.0187	17.4746	
NP_081474.1	14.4929	14.7763	14.5274	10.9265	13.437	
NP_081477.1	2.35521	2.77766	3.75663	3.15159	2.67453	
NP_081479.1	9.09547	8.19712	6.07829	6.71594	5.70243	
NP_081480.2	157.501	167.833	140.439	154.781	148.044	
NP_081482.1	1.30927	1.94109	1.4404	1.81257	0.671541	
NP_081483.1	8.91048	10.0514	6.06068	9.08364	6.75193	
NP_081485.2	2.00992	2.5637	1.76807	1.86889	1.18989	
NP_081486.1	0.0	0.0	0.0	0.0	0.0	
NP_081487.1	2.26291	1.52551	0.87328	2.06656	0.850709	
NP_081488.1	11.4259	12.5436	11.0647	16.1886	11.0638	
NP_081491.2	115.963	112.919	103.702	86.7211	103.124	
NP_081495.1	17.1899	16.038	17.9835	14.2878	16.3067	
NP_081496.2	0.0	0.0	0.0	0.0	0.0	
NP_081497.2	0.688743	0.0	1.2423	1.66132	0.558332	
NP_081498.2	0.680015	0.609559	0.813904	0.384276	0.254525	
NP_081499.1	1.95589	3.3652	2.0147	2.1112	2.15633	
NP_081502.2	4.12568	3.26152	3.70228	2.6686	3.4341	
NP_081503.1	0.173271	0.0	0.0	0.438682	0.0	
NP_081507.1	62.6837	58.6029	48.7367	54.7576	48.9014	
NP_081512.1	11.7099	12.8901	9.89911	11.3517	11.3777	
NP_081513.1	7.8611	11.3805	7.89182	6.42374	11.5678	
NP_081514.1	4.34599	5.71577	5.40707	6.38487	3.65987	
NP_081515.2	0.0	0.0	0.0	0.0	0.0	
NP_081517.2	12.7868	7.70088	9.81082	10.0962	10.3982	
NP_081520.1	20.5041	18.7736	17.9323	18.0162	17.4242	
NP_081522.1	14.4038	10.3922	12.6514	20.1622	13.0507	
NP_081524.2	2.79247	2.82773	4.49004	1.29465	4.09853	
NP_081525.1	137.813	108.446	112.953	116.467	73.7905	
NP_081526.1	7.22311	6.77708	6.71002	7.35484	6.73059	
NP_081527.1	0.467935	0.577066	0.457318	0.760702	0.61925	
NP_081532.1	7.84835	5.33132	7.28097	7.01024	7.89968	
NP_081533.1	43.4618	27.9796	29.8382	36.0122	30.8258	
NP_081535.1	28.227	36.2514	25.1002	31.117	31.2282	
NP_081536.2	1.98592	2.3234	2.07046	1.23335	1.29566	
NP_081539.1	0.0338979	0.075958	0.595029	0.127712	0.444085	
NP_081540.3	0.336734	0.348987	0.0	1.08468e-05	0.0	
NP_081542.2	2.65158	1.6953	1.76756	2.03705	1.33007	
NP_081544.1	0.0379559	0.142144	0.0300695	0.024022	0.0356801	
NP_081545.3	2.30126	1.65947	1.92508	1.90427	1.89396	
NP_081551.2	20.5546	18.8428	18.1554	17.8862	21.7617	
NP_081552.2	11.6275	15.7972	10.8564	12.2254	11.0498	
NP_081554.2	29.4006	31.9366	22.7657	21.6058	23.1337	
NP_081555.2	1.98015	0.864513	0.0	1.71744	1.21252	
NP_081556.3	1.43715	0.904805	0.666471	1.1076	0.651278	
NP_081559.1	0.0709046	0.318169	0.113234	0.0444816	0.0	
NP_081562.2	0.355955	0.280987	0.123361	0.43528	0.174633	
NP_081564.3	5.489	6.01135	7.1834	6.85312	5.90904	
NP_081566.2	2.59673	4.02346	17.5496	3.11334	18.1973	
NP_081568.1	0.0	0.150745	0.483129	0.0422568	0.0	
NP_081570.1	74.0427	67.6753	75.8604	82.2109	66.4282	
NP_081571.1	10.5493	13.4134	8.16791	10.6065	8.63918	
NP_081572.1	5.89383	5.55716	8.34309	7.69361	4.06448	
NP_081573.1	1.52463	1.85039	1.67947	1.34125	1.43568	
NP_081574.1	0.0213288	0.0469018	0.0673143	0.040676	0.0804045	
NP_081575.2	0.0723851	0.0531141	0.0346248	0.0607912	0.0	
NP_081577.1	24.3187	21.8758	38.1194	35.4177	46.339	
NP_081578.1	0.0	0.0	0.0	0.0	0.0	
NP_081579.2	0.0	0.0	0.0	0.0	0.0	
NP_081580.2	0.0	0.0	0.0	0.0	0.0	
NP_081582.1	0.0	0.0	0.0	0.0	0.0	
NP_081583.3	0.0	0.0	0.0	0.0	0.0	
NP_081585.2	1.03983	1.08831	0.726479	1.12062	0.415483	
NP_081591.3	16.0258	16.4258	14.2436	17.8156	13.1807	
NP_081596.1	37.4291	31.1002	28.9909	29.0731	29.3775	
NP_081600.1	76.3452	49.1012	49.3021	48.8445	55.3215	
NP_081602.3	0.424223	0.867105	0.505801	0.815499	0.529013	
NP_081603.1	3.81681	4.5488	3.23484	4.35166	0.998755	
NP_081604.3	5.40801	5.42123	5.14701	5.46482	5.34075	
NP_081610.2	195.096	167.225	191.869	198.947	187.59	
NP_081611.1	14.1739	13.0434	11.0855	12.3149	11.4929	
NP_081614.1	11.9095	11.7965	10.8582	12.2911	10.8175	
NP_081615.2	0.0	0.0	0.0	0.0	0.0	
NP_081616.1	0.0	0.0	0.0	0.0	0.0	
NP_081618.1	99.9642	100.058	93.5841	104.61	95.6511	
NP_081620.2	0.0	0.0	0.0	0.0	0.0	
NP_081622.1	22.0353	23.8453	25.5954	23.0005	24.0932	
NP_081628.3	61.9882	71.905	52.8008	63.5274	57.4641	
NP_081629.1	1.66208	2.55088	2.28328	1.53346	1.22477	
NP_081630.2	1.62903	1.10536	1.06612	1.3575	1.19455	
NP_081631.2	5.51701	5.17728	4.9972	5.06935	4.86198	
NP_081632.1	3.02059	3.58244	3.97883	2.98536	3.34886	
NP_081633.1	57.8498	61.9301	51.7936	65.3775	47.1956	
NP_081636.1	587.358	646.928	545.802	539.02	528.894	
NP_081639.1	1.27369	0.676774	0.370615	1.12684	0.944149	
NP_081651.2	4.83413	4.86724	3.96082	5.10916	4.22633	
NP_081655.2	1.52057	0.267037	1.01607	0.196522	0.730101	
NP_081657.1	7.65198	8.06204	6.91127	6.70411	5.66519	
NP_081664.2	0.268176	0.222006	0.441382	0.33075	0.0	
NP_081667.1	115.433	97.3379	78.6891	112.883	81.4486	
NP_081670.1	1.32236	1.59843	1.33259	1.98824	1.08551	
NP_081671.1	1.82317	3.08536	1.09466	1.9191	0.878157	
NP_081675.2	0.331313	0.736238	0.112747	0.298808	0.177715	
NP_081676.1	92.2286	117.307	84.0324	101.881	95.1074	
NP_081679.2	0.0	0.0	0.0	0.0	0.0	
NP_081680.1	9.03323	9.83593	8.00996	7.65599	8.44763	
NP_081682.1	329.232	230.632	345.084	226.91	255.43	
NP_081686.1	4.05443	3.3629	3.57152	3.42002	2.98869	
NP_081687.2	0.119186	0.30559	0.219345	0.137981	0.175384	
NP_081688.2	7.42165	4.21985	6.97334	9.17013	7.05815	
NP_081692.1	0.0	0.0428975	0.0	0.0	0.0	
NP_081696.1	4.18234	4.32963	3.34668	3.30867	2.9997	
NP_081699.1	4.06189	4.93202	3.26205	4.7185	3.48153	
NP_081701.2	1.74874	1.54267	0.969316	1.79758	1.36927	
NP_081703.1	32.4042	26.5549	28.9141	34.4622	26.7427	
NP_081706.1	480.688	475.554	258.963	473.248	265.458	
NP_081708.1	11.1545	13.5136	11.4081	11.0364	11.3751	
NP_081711.2	0.376222	1.15969	0.461578	0.613251	0.784078	
NP_081712.2	18.2114	19.6383	19.2328	17.7977	17.1672	
NP_081714.2	0.332335	0.0943011	0.152258	0.204443	0.181858	
NP_081715.1	25.5656	26.927	17.5607	27.3911	20.5946	
NP_081718.2	9.40527	7.83106	7.55382	8.18049	8.81826	
NP_081721.1	27.8125	24.15	21.807	23.6588	17.3948	
NP_081722.1	4.47082	8.32035	5.08922	6.33568	4.37733	
NP_081724.1	0.0	0.0	0.0622883	0.0	0.0	
NP_081726.1	1.53707	1.46719	0.748653	1.35013	0.579058	
NP_081728.2	0.0	0.0	0.0	0.0	0.0154782	
NP_081729.1	14.123	14.8851	12.6365	13.4328	12.6885	
NP_081731.1	18.4911	15.6299	7.31961	20.0887	7.32567	
NP_081733.3	53.8799	59.8406	52.2661	51.7645	58.5784	
NP_081736.2	7.55756	11.7939	9.55141	9.79782	12.5551	
NP_081738.2	1.20727	1.17977	1.15681	1.25604	1.22477	
NP_081744.1	1.14805	0.305435	0.737327	0.831071	0.56567	
NP_081746.1	4.95364	4.00973	4.62374	4.1178	2.55564	
NP_081748.1	6.15108	6.21671	5.77459	6.65009	6.13672	
NP_081751.1	11.9604	15.1963	12.4992	12.2419	12.7308	
NP_081752.2	1.80769	1.69377	1.70491	2.21262	1.64708	
NP_081753.1	0.0410138	0.0983236	0.0	0.0544689	0.0	
NP_081754.2	16.7044	17.8765	17.3525	14.6485	14.6929	
NP_081758.1	4.55335	3.75017	3.61672	5.38697	3.19263	
NP_081761.2	2.76681	2.23692	2.4098	2.25567	2.19758	
NP_081766.1	2.01391	2.22364	2.35063	2.35609	2.0525	
NP_081770.3	2.11027	1.84974	1.48821	1.73039	1.33734	
NP_081771.2	0.100641	0.16544	0.574197	0.131126	0.537204	
NP_081773.1	6.08459	5.4711	5.65541	6.13617	4.90472	
NP_081774.3	13.1472	10.1438	8.98991	11.2934	7.03435	
NP_081786.1	0.0	0.0666391	0.222938	0.385325	0.105736	
NP_081787.1	0.436712	0.225769	0.160798	0.210973	0.314382	
NP_081788.2	0.0	0.0	0.0	0.0	0.0	
NP_081790.1	3.38007	3.83145	3.26136	4.45406	3.91829	
NP_081794.2	0.0	0.0	0.0	0.0	0.0	
NP_081795.1	0.0	0.0	0.0	0.189168	0.293205	
NP_081809.2	0.574901	0.750059	0.540914	0.441063	0.65731	
NP_081810.1	4.30489	4.05679	3.459	3.43194	3.20157	
NP_081817.2	0.260085	0.466732	0.663537	0.607441	0.448487	
NP_081819.2	0.0	0.0	0.0	0.0	0.0	
NP_081820.2	6.93667	9.30702	8.03699	7.92493	8.07609	
NP_081821.1	4.56615	5.03191	5.13553	6.09338	5.20436	
NP_081824.1	0.0969155	0.0610462	0.196935	0.0527183	0.0260709	
NP_081827.1	0.0081489	0.0	0.0	0.0	0.0153716	
NP_081828.2	63.9729	45.4116	41.4968	42.1885	43.6744	
NP_081830.2	4.91961	6.28648	6.6747	4.2265	5.53824	
NP_081833.1	2.80713	1.79141	1.70092	1.81202	1.52267	
NP_081834.1	35.2395	31.2717	23.4166	27.6986	23.0058	
NP_081835.2	0.0	0.0	0.0	0.0	0.0	
NP_081836.1	4.8327	4.13888	3.78779	3.79181	4.41191	
NP_081838.1	0.0	0.0	0.0160974	0.0	0.0	
NP_081839.1	0.0	0.0	0.0	0.0635937	0.0	
NP_081840.1	0.0	0.0	0.0	0.188923	0.0	
NP_081844.1	0.0	0.0	0.0	0.0	0.0	
NP_081846.3	55.1636	72.8725	103.671	57.707	96.798	
NP_081847.3	0.0	0.0	0.143813	0.0	0.0	
NP_081848.1	0.0	0.0	0.0	0.0	0.0	
NP_081850.1	0.0165295	0.0	0.0261587	0.0628502	0.0	
NP_081857.1	0.0	0.0	0.0	0.0	0.0	
NP_081858.2	0.0	0.0	0.0	0.0	0.0	
NP_081861.2	0.0	0.0	0.0	0.0	0.0	
NP_081868.1	15.5838	18.9978	13.5121	18.0176	15.2509	
NP_081874.1	0.0	0.0	0.0	0.0	0.0	
NP_081875.1	0.0	0.0	0.0	0.0113521	0.0	
NP_081876.2	0.0	0.0	0.0	0.0	0.0	
NP_081879.1	0.0	0.0	0.0	0.0	0.0	
NP_081880.2	0.389461	0.689831	0.0	0.646996	0.0706186	
NP_081885.1	0.0	0.0	0.0	0.0	0.0	
NP_081888.1	0.0	0.0	0.0	0.0	0.0	
NP_081889.1	0.200215	0.292216	0.0439921	0.255305	0.0439126	
NP_081890.1	0.0119079	0.0	0.0	0.014852	0.0	
NP_081892.2	0.0	0.0	0.0	0.0	0.0	
NP_081893.1	0.0	0.177546	0.0	0.0	0.0	
NP_081898.1	0.0252287	0.0	0.0	0.0	0.0	
NP_081905.1	0.206097	1.02372	0.00522898	0.00910499	0.57707	
NP_081906.1	0.0	0.0	0.0	0.0	0.0	
NP_081907.1	0.0	0.0	0.0	0.0	0.0	
NP_081910.1	0.0	0.0	0.0	0.0	0.0	
NP_081911.1	0.0	0.0	0.0	0.0	0.0	
NP_081917.1	1.11239	0.617993	0.727173	0.785474	0.571732	
NP_081918.1	2.50866	2.39299	2.58445	2.69927	1.92728	
NP_081919.1	4.7804	5.29978	5.06426	3.97014	4.33381	
NP_081926.2	0.0	0.0	0.0	0.0	0.0	
NP_081927.1	0.0	0.0	0.0	0.0	0.0	
NP_081928.2	12.0015	15.1159	12.2004	14.5111	12.4022	
NP_081931.1	0.0	0.0	0.0	0.0	0.0	
NP_081932.1	0.0	0.0	0.0	0.0	0.0	
NP_081934.1	2.32822e-09	0.46078	0.0	0.213538	0.0	
NP_081936.1	0.0	0.0	0.0	0.0	0.0	
NP_081937.1	0.0	0.0	0.0	0.0	0.0	
NP_081940.1	0.0	0.0	0.0	0.0	0.0	
NP_081941.1	0.0	0.0	0.0	0.0	0.0	
NP_081943.2	0.164359	0.0	0.000241489	0.097671	3.30592e-08	
NP_081944.1	0.0	0.0	0.0	0.0	0.0	
NP_081947.2	0.0	4.61925e-06	0.0	0.0	0.0	
NP_081950.1	3.05354e-05	4.24101e-09	0.0540917	0.172512	0.000409882	
NP_081953.2	1.53542	1.70964	1.66978	1.72475	1.63201	
NP_081963.1	0.20623	0.0	3.74247	0.230398	1.49477	
NP_081970.1	0.0	0.0	0.0	0.0	0.0	
NP_081971.1	1.00914	1.18668	1.20351	0.923327	1.92581	
NP_081973.1	0.0	0.0	0.0	0.0	0.0	
NP_081974.3	1.88944	0.302396	1.78123	2.33655	1.7912	
NP_081976.1	0.0	0.0	0.0	0.0	0.0	
NP_081979.1	1.30458	1.51463	1.23703	1.69173	1.12226	
NP_081980.1	0.0	0.0	0.0	0.0	0.0	
NP_081983.2	0.0	0.0	0.0	0.0	0.0	
NP_081984.1	0.189349	0.166235	0.190774	0.216419	0.15966	
NP_081991.1	2.82278	2.96676	2.15307	2.46423	1.85731	
NP_081993.1	0.0	0.0	0.0	0.0	0.0	
NP_082004.1	0.233936	0.0519734	0.0742924	0.265879	0.0	
NP_082015.2	19.7205	4.34282	10.5453	15.0218	8.79576	
NP_082016.1	2.57451	2.84299	2.54739	2.87142	2.22763	
NP_082020.1	0.352956	0.217155	0.372941	0.198497	0.29487	
NP_082021.1	0.0	0.0	0.0	0.0	0.0	
NP_082024.2	1.78766	2.01596	1.58879	1.78379	1.53444	
NP_082030.1	0.0	0.0	0.0	0.0	0.0	
NP_082032.1	0.0	0.0	0.0	0.0	0.0	
NP_082036.1	8.44544	10.2816	8.81633	11.6574	8.57263	
NP_082038.2	0.0	0.0	0.0	0.0	0.0	
NP_082039.1	0.0	0.0	0.0	0.0	0.0	
