GeneID	Brain_rep1	Brain_rep2	Brain_rep3	Brain_rep4	Brain_rep5	Brain_rep6
NP_036806.1	0.0	0.0	0.172634	0.0	0.0	
NP_036807.1	0.354155	0.408623	0.365801	0.233968	0.298849	
NP_036808.1	0.0	0.0	0.0	0.0	3.13047	
NP_036809.1	0.0	0.0	0.0	0.0	0.0	
NP_036810.1	84.132	71.2907	90.3096	94.3659	102.791	
NP_036812.2	0.15208	0.069074	0.0228056	0.0794163	0.101822	
NP_036813.2	0.433143	0.896981	29.7622	87.7985	2.35833	
NP_036814.1	0.0	0.0507024	0.0389502	0.0	0.0444831	
NP_036815.1	0.0	0.126902	1.07317	0.0	0.0612612	
NP_036816.4	0.0	0.0	0.0	0.0	0.0	
NP_036817.1	7.77278	4.04756	5.07915	7.72157	4.33282	
NP_036818.2	769.876	683.653	686.98	704.985	603.389	
NP_036819.1	1.71629	1.9374	2.21258	1.22503	1.69688	
NP_036820.1	0.356234	0.470034	0.255563	0.537093	0.309354	
NP_036822.1	0.0	0.0	0.0	0.0883796	0.0	
NP_036824.1	0.0	0.0	0.638539	0.0	0.0298849	
NP_036825.1	0.0	0.0	0.43398	0.0	0.0	
NP_036826.1	0.0	0.0	0.0323653	0.0	0.0	
NP_036827.3	0.0	0.0	1.75491	0.0	0.116024	
NP_036828.2	0.166268	0.13747	3.00068	0.0590262	0.0603232	
NP_036829.1	0.0	0.0	0.103881	0.0	0.0	
NP_036833.2	25.8946	15.7088	22.091	23.1266	14.6249	
NP_036834.2	0.0	0.0	0.0	0.0	0.0	
NP_036835.2	63.4392	75.2555	71.9758	91.9834	51.3928	
NP_036837.1	0.0	0.0	0.0	0.484888	0.0	
NP_036838.1	0.0	1.13144	1.08914	0.715048	1.06073	
NP_036840.2	6.63882	5.75774	5.09426	5.57919	3.43763	
NP_036842.2	0.0	0.0	0.0	0.0	0.0	
NP_036844.1	0.0	0.0	0.0	0.0	0.0	
NP_036845.3	0.0	0.0	0.0	0.0	0.0	
NP_036846.1	5.65635	6.57173	6.89711	5.24451	3.11311	
NP_036847.1	2.99631	1.83448	2.28233	2.59447	1.67545	
NP_036848.1	11.9351	14.1667	12.7423	11.7969	11.0709	
NP_036850.1	0.0	0.966132	0.0	0.292905	0.0	
NP_036851.1	28.2626	23.0563	14.8515	18.9039	11.5519	
NP_036856.1	0.0	0.0192028	0.0221384	0.0	0.40428	
NP_036857.2	0.0	0.0	0.0304054	0.0	0.0	
NP_036858.1	0.0	0.0	0.0	0.0	0.0	
NP_036860.2	0.0900798	0.120955	0.0748703	0.0298596	0.197282	
NP_036861.1	0.157767	0.0	0.0	0.0	0.0	
NP_036862.2	0.0	0.0574736	2.29268	0.0	0.0310157	
NP_036864.3	19.4482	18.8645	15.1795	14.7858	14.3235	
NP_036865.1	12.999	10.8148	11.1618	14.5144	7.95339	
NP_036867.1	2.89698	4.37424	5.14312	3.13029	3.57602	
NP_036868.1	0.0	0.0	0.0	0.0	0.0	
NP_036869.2	0.0	0.0	0.689683	0.0	0.0733287	
NP_036870.1	1.0088	0.858176	8.13725	1.31564	1.16307	
NP_036871.3	13.0887	11.2121	10.4569	12.6202	4.86046	
NP_036872.1	5.08682	2.98978	4.03132	5.8147	1.83793	
NP_036873.1	0.0	0.0	0.77027	0.0	0.0462802	
NP_036877.1	0.113427	0.168077	0.0167678	0.224151	0.153294	
NP_036878.1	186.165	170.936	172.293	180.307	160.627	
NP_036879.1	33.2004	27.1502	28.3314	30.9512	22.1158	
NP_036881.2	211.455	249.692	230.531	236.911	295.189	
NP_036882.1	18.963	13.1034	18.8515	14.9713	9.39633	
NP_036884.1	85.7473	103.737	92.8135	92.9049	101.792	
NP_036885.2	0.492689	0.0	1.00564	0.05015	0.0	
NP_036888.2	10.565	15.8142	16.2918	14.5819	12.0043	
NP_036889.1	6.25928	4.80411	4.57	2.26496	11.3775	
NP_036890.2	0.0	0.0	0.0	0.0	0.0	
NP_036891.2	1.92265	1.72283	2.43539	1.3286	1.40399	
NP_036892.1	0.234037	2.01558	0.920659	3.10471	0.89308	
NP_036893.1	4.80565	7.88626	6.32676	5.6558	6.23213	
NP_036894.3	3.64698	4.88055	5.16224	4.1327	4.7631	
NP_036896.1	0.0	0.0303445	0.0	0.0522061	0.0	
NP_036897.2	13.9064	34.2193	5.43867	11.1044	11.3178	
NP_036898.2	40.5497	30.3218	34.3376	36.5287	36.6625	
NP_036900.2	1.44902	4.18366	1.79063	1.43141	2.17506	
NP_036901.2	92.635	102.376	108.779	102.522	95.7807	
NP_036906.2	7.29259	9.44295	6.89053	7.5724	5.49288	
NP_036908.2	212.488	171.331	209.994	193.085	144.308	
NP_036910.1	3.22886	1.8306	1.34311	1.55776	1.49308	
NP_036911.1	0.217639	0.349101	0.160811	0.430321	0.183799	
NP_036912.3	7.76501	7.41401	8.80004	8.97009	10.3298	
NP_036913.3	24.6565	28.3618	23.6372	37.5146	25.1861	
NP_036914.1	62.269	55.2536	49.8195	62.4215	55.3531	
NP_036916.1	3.15435	8.87719	2.14735	3.18923	2.31587	
NP_036918.2	7.72572	2.87679	1.54884	2.74276	8.17284	
NP_036919.1	0.0	0.0	0.0116463	0.156716	0.0	
NP_036921.2	2.85336	2.38362	2.74681	3.72618	1.74109	
NP_036922.3	0.0	0.0662053	0.00895081	0.0607845	0.0205162	
NP_036923.1	9.42609	6.72843	7.08446	8.43695	6.29687	
NP_036924.1	0.932675	2.97391	2.40068	2.92051	1.78297	
NP_036926.2	0.394596	0.0	0.0	0.251739	0.0	
NP_036927.2	0.889416	0.153319	0.407062	1.07786	0.596456	
NP_036928.1	19.3404	17.803	19.6702	15.9696	20.7039	
NP_036930.1	173.575	235.833	261.485	188.467	487.574	
NP_036931.1	2.21812	2.54263	1.1728	1.11409	1.84337	
NP_036932.1	1.35669	2.24988	1.85886	1.70391	1.55206	
NP_036936.1	48.1508	64.8565	63.3049	53.9137	52.6753	
NP_036939.2	4.84628	6.61764	5.41283	4.35512	3.9698	
NP_036941.1	308.182	407.262	432.655	355.671	705.921	
NP_036944.2	24.8232	10.31	14.4248	16.9374	22.8315	
NP_036945.2	4.7768	10.1018	8.93436	7.41493	10.1587	
NP_036946.1	1442.01	1302.18	1304.35	1430.02	1579.45	
NP_036947.1	38.5766	40.9336	40.5743	43.1229	45.2254	
NP_036948.2	18.079	17.4525	18.2179	17.6687	20.0066	
NP_036949.1	16.2693	29.5848	24.0268	16.7863	23.9352	
NP_036950.1	0.230672	0.231635	0.138726	0.243322	0.0	
NP_036951.1	31.9284	40.898	40.6708	40.7412	46.0931	
NP_036952.1	16.5726	16.3482	17.7371	13.4933	14.3335	
NP_036954.2	2.0393	3.14831	3.65204	3.34565	2.18576	
NP_036955.2	3.51634	4.79582	6.24037	5.18547	4.332	
NP_036956.1	1.21673	3.84281	3.09086	0.0	1.91934	
NP_036962.2	0.211254	0.108599	0.0	0.277428	0.0952714	
NP_036963.1	12.3619	12.7724	14.5253	14.2691	17.8597	
NP_036965.1	1.67582	1.60321	2.22676	1.2895	1.36655	
NP_036966.2	0.263878	0.162181	0.371236	0.194377	0.158155	
NP_036968.1	14.7988	41.9572	39.6231	32.8924	52.0961	
NP_036970.1	201.433	190.807	170.168	189.637	234.68	
NP_036971.1	445.248	503.089	468.737	407.136	459.531	
NP_036972.1	0.0	0.156789	0.13616	0.195062	0.0	
NP_036974.2	1.19899	1.65504	1.01943	2.09473	1.37133	
NP_036975.1	8.06697	7.28351	7.53052	9.05686	7.01221	
NP_036976.2	0.0	0.326065	0.469988	0.942969	0.0	
NP_036978.1	0.0	0.0	0.217868	0.0	0.0	
NP_036979.2	57.2202	69.0856	74.0363	65.5052	75.1567	
NP_036980.1	2963.32	3309.89	4031.3	3265.98	3839.9	
NP_036981.1	0.615122	0.0641146	0.140232	0.134247	0.0	
NP_036983.1	0.873877	1.38308	1.28764	1.57048	1.28515	
NP_036984.1	1.08643	0.950477	1.00341	0.932208	0.657667	
NP_036985.2	0.0	0.0616193	0.0	0.0	0.131103	
NP_036987.2	3.7469	3.34886	2.99521	2.91597	2.54827	
NP_036988.1	52.738	39.0916	40.2071	41.4007	41.075	
NP_036989.1	384.431	398.036	393.893	389.982	402.746	
NP_036990.1	0.0	0.0	0.0	1.04692	0.960806	
NP_036991.1	0.594577	0.555429	0.605637	0.884926	0.45705	
NP_036992.2	0.0225543	0.0230842	3.09835	0.0299525	0.0455985	
NP_036993.1	1.26589	1.1828	1.34444	0.727621	0.937645	
NP_036995.1	0.332234	0.465759	0.262665	0.406852	0.424512	
NP_036996.1	0.0	0.0	0.0	0.0	0.0	
NP_036998.1	2.11586	0.859875	1.89026	2.43284	2.84651	
NP_036999.1	32.0868	25.5721	22.9423	27.2193	19.9595	
NP_037001.1	4.08355	3.9494	4.08939	2.2251	4.07748	
NP_037002.1	19.2478	14.2039	13.2887	10.7094	18.7028	
NP_037003.2	0.683761	0.999999	3.75969e-05	0.0	0.302607	
NP_037005.1	0.0	0.322333	0.0	0.0	0.0	
NP_037007.1	732.99	789.885	774.648	795.147	636.76	
NP_037009.1	170.685	160.531	136.469	143.583	165.45	
NP_037010.1	0.0	0.0	0.0	0.0	0.0	
NP_037011.2	0.141842	0.0	0.0971894	0.0	0.0	
NP_037012.1	23.0346	23.3095	23.7933	24.9363	27.2924	
NP_037013.2	0.0	0.0	0.0	6.10707e-07	0.0774425	
NP_037014.2	0.143024	0.0	0.0549576	0.224751	0.0	
NP_037015.2	0.0	0.0947409	3.18308	0.0	0.0	
NP_037016.2	0.0	5.56744	2.56089	1.1954	0.0	
NP_037018.2	72.6486	73.4745	74.3317	73.3885	62.684	
NP_037020.2	0.151075	0.178594	0.147916	0.134068	0.118686	
NP_037021.1	39.8831	54.9482	54.3654	48.0486	42.0517	
NP_037023.1	54.7998	52.6212	57.6582	57.1733	48.1261	
NP_037024.2	23.4415	19.3417	19.2213	18.1519	20.1787	
NP_037025.1	0.0	0.0	0.0	0.170332	1.31221	
NP_037029.2	1.86566	7.5514	6.0088	5.60175	3.96779	
NP_037030.2	0.0513892	0.0	22.8482	0.0	0.277687	
NP_037031.1	17.0636	10.8147	11.3489	16.3574	17.2368	
NP_037032.1	0.0	0.0393933	0.0226633	0.0	0.0	
NP_037034.1	0.601579	0.660967	0.431066	0.908679	0.174028	
NP_037035.2	161.795	164.223	169.774	175.332	223.513	
NP_037036.1	6.47738	6.12619	3.94987	7.62323	3.70699	
NP_037038.1	370.504	328.839	343.257	341.668	325.098	
NP_037040.1	0.0	0.0951175	0.163073	0.184807	0.0646967	
NP_037041.3	0.0556114	0.0142741	0.0164392	0.0	0.0	
NP_037044.1	0.740314	0.276146	0.267225	1.38034	0.342977	
NP_037045.1	130.203	129.379	128.244	128.205	132.278	
NP_037047.2	662.908	623.51	628.276	705.414	787.354	
NP_037053.1	0.715829	0.399384	1.01863	0.723631	0.397889	
NP_037054.1	4.09727	1.22	4.43082	2.88997	2.43269	
NP_037055.1	150.343	170.931	146.711	142.862	158.305	
NP_037056.3	0.134751	0.183216	0.0	0.445266	0.0	
NP_037057.1	60.2552	80.9788	77.067	77.5345	47.8194	
NP_037059.2	0.0	0.0	0.0	1.64905e-09	0.0	
NP_037060.2	0.0	0.023412	0.00672893	0.0303748	0.0	
NP_037062.1	2.39585	1.75155	1.65645	2.22179	2.06446	
NP_037065.1	53.4305	42.7852	44.2427	47.4115	25.6182	
NP_037067.1	78.66	64.4036	86.1379	83.6937	132.045	
NP_037068.2	3.08141	3.71783	4.8124	7.13983	2.5648	
NP_037069.1	0.0	0.0	0.0	0.0	0.0	
NP_037071.1	74.2534	77.6994	83.7529	93.1623	83.4854	
NP_037072.1	0.0581279	0.0663022	0.104886	0.0820297	0.101431	
NP_037073.1	110.269	151.474	152.069	156.352	133.736	
NP_037074.1	0.0	0.0	0.095954	0.0255148	0.0129339	
NP_037075.1	4.78954	4.51317	3.33911	6.70978	3.6918	
NP_037077.1	7.7954	7.05532	9.39673	6.66483	8.44293	
NP_037078.2	2652.34	3177.24	3000.18	3450.42	3043.54	
NP_037079.1	6.82796	6.26172	7.59864	7.30386	6.4617	
NP_037080.2	28.4351	25.5138	22.3195	23.6303	21.3626	
NP_037081.2	25.7724	8.32943	11.2984	11.0052	8.875	
NP_037082.2	26.7012	25.3834	28.5588	23.7696	26.1684	
NP_037083.1	0.387474	0.549092	0.308402	0.214729	2.05285	
NP_037084.1	17.7065	16.8899	16.7759	13.3502	16.683	
NP_037085.1	5.89886	5.29977	5.07683	4.69938	7.26555	
NP_037087.1	0.0	0.0	0.0	0.0	0.0	
NP_037090.2	0.0935825	0.399414	0.110254	0.206713	0.147255	
NP_037091.1	6.72031	14.7454	8.1009	1.96516	10.4191	
NP_037092.1	38.6706	48.1601	43.9847	40.2139	47.6266	
NP_037093.2	0.0	0.0	0.0	0.0	0.0	
NP_037094.1	4.17159	3.64337	3.61302	4.33057	5.70585	
NP_037095.1	22.2441	24.6692	22.7317	19.2135	31.7961	
NP_037096.2	0.0	0.120614	0.0532943	0.0	0.18923	
NP_037098.1	198.255	201.22	206.564	241.462	288.511	
NP_037099.1	5.69466	2.25164	2.22926	0.870493	1.87587	
NP_037101.2	1.85542	3.78171	3.32067	2.65107	2.89021	
NP_037102.1	0.0	0.188376	0.205107	0.116614	0.0659289	
NP_037103.2	0.791991	3.56399	2.55093	1.49964	1.16899	
NP_037104.1	2.13354	1.673	1.61583	1.6766	1.08871	
NP_037105.1	0.0	0.0258667	0.0	0.0	0.0	
NP_037106.1	1.95885	0.645838	1.77909	1.35002	1.13425	
NP_037108.1	0.314861	0.376378	0.434214	0.545382	0.142025	
NP_037110.1	0.0	0.0	0.0	0.0	0.0	
NP_037111.2	6.87723	8.99295	8.77619	9.8299	5.06644	
NP_037112.2	1.42492	1.1113	1.50927	1.05243	1.6016	
NP_037114.2	1.10375	1.49884	1.193	1.6557	1.86166	
NP_037115.2	4.26966	5.07523	4.20045	3.55519	7.52566	
NP_037117.1	392.628	425.492	407.662	399.125	437.675	
NP_037122.1	13.6501	9.79384	10.7969	9.88144	7.41082	
NP_037123.2	24.6172	27.963	24.6077	28.3421	28.0856	
NP_037126.1	29.2638	30.5729	24.8761	27.0823	25.5786	
NP_037128.1	0.0	0.0610961	0.0710594	0.325149	0.48132	
NP_037129.1	0.266724	0.226999	0.0600735	0.0	0.179427	
NP_037130.2	105.043	107.412	108.128	100.416	105.561	
NP_037136.2	0.0	0.0	0.0	0.0	0.0	
NP_037137.2	17.474	28.6603	34.8432	32.8717	29.8292	
NP_037142.1	86.4289	83.6177	80.8298	86.8005	69.4339	
NP_037143.2	1519.42	1675.15	1439.78	1411.43	1238.86	
NP_037144.1	2.7067	5.34702	5.83091	4.93685	2.26516	
NP_037146.1	0.152853	0.0	0.0	0.949927	0.0	
NP_037147.1	6873.24	4033.34	3473.73	5380.11	2398.5	
NP_037149.1	118.074	113.054	106.015	99.0669	101.752	
NP_037150.2	1013.7	809.318	717.943	767.141	916.624	
NP_037151.2	73.5526	68.571	72.1528	80.9304	77.3506	
NP_037153.1	0.0972975	0.112308	0.172393	0.0642127	0.131411	
NP_037155.2	0.0	0.0579984	0.0911083	0.204514	0.125233	
NP_037157.2	1.41316	1.02934	0.883166	0.166469	1.04786	
NP_037158.1	2.94645	0.92343	0.940678	1.03125	2.155	
NP_037159.4	1280.59	1207.41	1281.96	1403.97	1496.61	
NP_037160.2	0.0	0.0147987	0.050275	0.0	1.87932	
NP_037161.2	27.5857	86.4233	73.3136	62.8269	85.6504	
NP_037162.1	0.550411	0.556267	0.417952	0.422548	0.722697	
NP_037163.1	0.0	0.0	0.0	0.0	0.0523174	
NP_037164.3	58.7142	73.8028	59.6773	60.1333	75.0107	
NP_037165.1	0.0836724	0.0285605	0.0	0.0	0.0188038	
NP_037166.2	0.760638	0.265119	0.0	0.13921	0.147465	
NP_037167.1	1.05134	0.904045	0.867582	0.751435	1.36022	
NP_037168.1	9.92092	15.1442	14.1638	11.0403	24.3613	
NP_037171.2	8.25567	7.74335	7.70486	9.90313	10.1039	
NP_037172.2	0.739003	6.02669e-07	1.78759	0.758011	3.47643	
NP_037174.2	0.89047	3.74338	0.455155	2.59339	2.65996	
NP_037176.2	52.6214	37.3243	54.3612	49.0608	46.2934	
NP_037177.2	0.0	0.0	0.0	0.0	0.0	
NP_037178.1	1.3757	0.974124	1.28496	0.870298	1.71025	
NP_037179.1	0.237999	0.864534	0.207354	0.484357	0.0688165	
NP_037180.1	4.59295	5.85519	7.09395	5.36264	5.10364	
NP_037181.1	3.68353	3.16716	3.23066	3.72646	2.0976	
NP_037183.1	1.90682	0.0	0.195547	0.0	0.0	
NP_037184.1	1811.9	1433.54	1417.58	1537.11	1643.19	
NP_037185.1	424.004	497.868	412.97	411.067	456.385	
NP_037187.1	12.1473	0.568644	2.23431	11.5696	10.0578	
NP_037188.1	0.315414	0.68357	0.524093	0.447239	0.427754	
NP_037190.1	89.9466	87.0983	81.4687	93.2396	56.1757	
NP_037191.2	11.3814	7.57806	9.5742	8.86772	6.94498	
NP_037192.1	280.853	239.047	331.703	233.233	387.107	
NP_037194.2	6.75321	4.90184	6.19735	5.10801	5.06516	
NP_037195.1	42.0229	45.0025	46.666	43.3515	43.4489	
NP_037196.1	0.746582	0.810243	0.319124	0.826621	1.07963	
NP_037197.1	202.425	240.438	229.853	187.639	176.111	
NP_037199.2	204.429	219.958	201.798	198.902	212.284	
NP_037200.1	0.0	0.767786	0.700779	0.0	0.288129	
NP_037206.1	0.166323	0.436021	0.792609	0.229728	0.79111	
NP_037207.2	0.0644319	0.0	0.0	0.0	0.0	
NP_037208.1	0.0403893	0.04742	0.0301019	0.106658	0.0410383	
NP_037210.1	0.300964	0.347445	0.903768	0.13237	0.237144	
NP_037211.2	12.2556	5.30163	2.87215	0.00179805	6.09185	
NP_037212.2	17.8773	29.3463	29.6285	24.0578	35.9136	
NP_037214.1	37.9033	48.2514	44.2281	35.1642	40.3919	
NP_037215.1	213.783	258.446	252.544	234.541	349.547	
NP_037217.3	1.41438	1.11102	1.01717	1.11067	1.19245	
NP_037221.2	0.163576	0.146557	0.304957	0.361653	0.0735174	
NP_037222.2	134.498	111.625	160.303	132.4	202.729	
NP_037223.2	18.0248	11.9719	12.9734	10.7711	12.3839	
NP_037224.1	0.263752	0.0226378	0.208939	0.0	0.0	
NP_037227.1	19.6046	21.4113	23.0585	21.6672	22.2576	
NP_037228.1	1215.71	981.896	748.253	1070.07	849.791	
NP_037230.2	0.124161	0.151027	0.914234	0.0411402	0.0627972	
NP_037231.1	1.04724	1.75932	1.31525	2.2578	2.38167	
NP_037233.4	12.9286	8.8649	9.29269	7.0585	7.25274	
NP_037234.2	724.438	661.93	655.447	630.493	872.906	
NP_037236.1	21.4694	11.6906	14.7735	18.6068	12.0898	
NP_037237.2	0.0867691	0.0556142	2.74344	0.0	0.058571	
NP_037238.1	29.6439	36.4595	38.4453	38.2458	29.9441	
NP_037241.2	7.06422	4.77218	4.39113	4.73886	4.04218	
NP_037244.1	0.0	0.0	0.0	0.0	0.0	
NP_037245.2	1448.67	1372.29	1214.79	1187.99	1425.99	
NP_037246.2	0.0430862	0.0165353	0.0950427	0.0858494	0.0145169	
NP_037247.1	0.0	0.0	0.0	0.152633	0.0	
NP_037248.2	1.06673	2.89124	2.77776	4.06858	3.94341	
NP_037250.1	6.46048	3.36574	4.28768	4.24394	1.71131	
NP_037252.1	0.867846	0.492094	1.05894	0.698357	0.501633	
NP_037253.2	0.0373966	0.381718	0.408762	0.363573	0.367011	
NP_037254.2	71.4034	46.4221	44.2929	51.1607	24.75	
NP_037256.1	0.0	0.0	0.0	0.00578184	0.0	
NP_037258.1	0.0	0.0	0.0	8.7421e-08	0.0	
NP_037259.1	8.83831	13.6228	11.6982	9.91841	11.5426	
NP_037260.2	2298.58	2922.88	2619.14	2664.15	2274.83	
NP_037267.2	33.8358	41.5884	37.615	31.7454	32.7488	
NP_037269.2	0.0	0.0	0.0	4.76447e-07	0.0	
NP_037270.2	2.99916	0.0337509	0.155204	2.11266	8.03556e-06	
NP_037271.2	0.289986	0.30456	0.0	0.0	0.199785	
NP_037272.1	0.195696	0.38943	0.370937	0.231056	0.380965	
NP_037273.2	11.0323	6.85326	8.18835	8.73686	9.80931	
NP_037275.1	0.0709153	0.0483925	0.0834553	0.0	0.0955889	
NP_037276.1	0.203563	0.143622	0.646424	0.335683	0.137491	
NP_037277.1	94.9637	112.14	94.1664	83.8073	79.5563	
NP_037279.1	0.0	0.0	0.0	0.0	0.0	
NP_037280.1	11.0563	12.4287	10.4916	9.70579	10.5741	
NP_037281.3	3.45491	5.32004	3.78078	3.93259	3.45783	
NP_037284.2	0.0	0.0	0.282308	0.289001	0.239123	
NP_037285.1	0.241552	0.532275	0.400455	0.444674	0.705035	
NP_037286.1	11.5247	11.1287	15.6243	10.7795	27.7773	
NP_037287.2	9.91591	16.8507	16.827	12.7495	22.0581	
NP_037288.1	165.299	162.317	192.644	170.861	183.671	
NP_037289.1	17.137	13.967	12.8125	13.8956	11.0677	
NP_037290.3	1.66547	0.511137	0.410858	0.125948	0.3516	
NP_037293.2	5.529	5.04489	9.31346	6.87282	5.86323	
NP_037294.1	159.392	95.4472	102.766	113.248	54.1058	
NP_037295.1	0.386293	0.236092	0.191917	0.080044	0.157634	
NP_037297.2	69.3455	43.9976	44.4744	53.3574	39.2522	
NP_037298.2	10.5556	11.4638	12.8344	11.5536	12.6428	
NP_037299.1	0.0886615	0.0	0.0087026	0.0783673	0.099638	
NP_037301.1	0.0	0.162742	0.0	0.0	0.0	
NP_037302.1	0.0	0.0	0.0108093	0.0	0.0	
NP_037303.1	0.184448	0.0944244	0.116331	0.0699234	0.106575	
NP_037304.1	0.375464	0.0	0.0	0.0	0.0	
NP_037306.1	4.23192	4.92489	4.3811	5.03711	3.29129	
NP_037307.2	662.237	627.346	583.236	654.731	630.056	
NP_037308.1	5.13343e-07	1.51743	2.58694	5.16987	6.55898	
NP_037309.1	221.026	198.216	180.157	184.694	176.939	
NP_037310.2	0.104382	0.0	0.0	0.0	0.0	
NP_037311.1	0.605172	0.472659	0.426797	0.257131	2.48333	
NP_037314.1	0.196305	0.0794831	0.0240384	0.0870257	0.110189	
NP_037316.3	0.593332	0.228521	0.275154	0.781204	0.200509	
NP_037317.2	1.80254	2.77938	3.38122	2.75425	2.38505	
NP_037318.2	23.3214	26.5707	31.2595	28.741	23.4381	
NP_037319.2	71.8948	67.0598	73.7443	74.481	57.4502	
NP_037320.1	153.899	168.385	165.3	168.709	133.117	
NP_037321.1	1.67612	0.863617	0.0	4.88119	0.0	
NP_037323.1	2106.63	2457.53	2602.14	2735.09	2620.27	
NP_037324.1	0.510055	11.2395	11.548	8.22358	13.7122	
NP_037326.2	18.7092	4.40834	3.48313	10.4297	12.2224	
NP_037327.2	0.372797	0.0886094	0.0783774	0.0	0.0960424	
NP_037330.1	73.2494	99.8383	95.2933	85.66	74.6225	
NP_037331.1	28.9786	24.1469	24.6513	27.1821	37.2424	
NP_037347.1	5.44663	6.01911	6.33522	6.16486	12.1177	
NP_037350.2	66.9401	84.758	84.2084	77.9571	75.01	
NP_037352.2	0.850688	0.567008	0.501963	0.89956	2.35419	
NP_037357.1	5.12375	5.06058	6.15947	4.54512	3.88998	
NP_038199.1	0.638029	0.407703	1.47	0.0	0.48829	
NP_038200.1	0.850371	1.04129	1.47493	1.06452	1.36627	
NP_038201.1	368.911	349.912	375.195	387.277	385.16	383.64
NP_038483.1	0.0	0.0	8.99273e-10	0.0	0.0	1.29882e-07
NP_038484.1	0.861704	1.52454	0.981227	1.53084	1.58827	0.990986
NP_038486.2	0.608475	2.85258	0.885315	4.86879	1.43577	0.178285
NP_038487.1	0.006917	0.0	0.0	0.0	0.00110621	0.000116688
NP_038488.4	34.8926	32.5929	21.5696	30.2354	24.0544	31.554
NP_038489.2	5.48002e-09	2.00788e-10	0.0	2.9484e-06	0.0	6.67309e-11
NP_038490.2	0.446494	1.19725	1.59344	0.659181	0.919023	0.832888
NP_038491.2	11.9127	12.829	10.9462	11.6597	10.7169	11.0313
NP_038492.1	4.8462	5.64156	5.62872	5.62326	5.62109	6.30293
NP_038493.1	0.0	0.0	0.0	31.1227	0.0	0.0
NP_038495.2	20.7919	21.5755	41.5881	25.7812	26.5949	15.5224
NP_038496.2	0.155635	0.277204	0.138441	0.196083	0.0	0.138276
NP_038497.2	55.9023	46.9291	32.2842	36.2703	44.0401	47.2508
NP_038498.2	16.7515	15.8348	15.8796	15.8943	16.2291	15.3818
NP_038500.2	69.9057	70.4753	66.445	72.18	78.155	67.5283
NP_038501.2	0.526231	0.694234	1.02192	0.904453	1.88785	0.977757
NP_038502.2	9.54071e-07	1.12607	1.74717	27.2567	0.0	0.440882
NP_038503.4	1.23082	0.75728	0.440609	4.81807	0.241445	0.328834
NP_038504.1	8.0229	6.98226	7.32657	7.01672	7.10412	6.61765
NP_038505.2	294.851	320.826	305.719	323.086	299.194	335.075
NP_038506.2	0.0	0.0	0.0	4.5224	0.0539427	0.0
NP_038507.1	0.161365	0.0	0.142919	0.0	0.0	0.0357951
NP_038509.1	47.3196	48.9759	50.2081	47.6045	49.6605	49.9157
NP_038510.2	1.20096	1.0241	1.46895	1.48113	1.40629	1.44925
NP_038511.1	0.0748524	0.0	0.179957	0.0189538	0.108868	0.110005
NP_038512.2	1.63719	2.03015	3.21314	2.65362	1.77361	2.00906
NP_038513.2	0.0	0.0	0.0	0.44873	0.0	0.0
NP_038514.1	0.0	0.0670932	0.312666	0.0665459	0.0642877	0.0783721
NP_038517.1	2.88897	3.13199	4.82643	5.12452	4.74867	3.88747
NP_038519.1	0.0017066	0.986329	0.847694	0.0572276	0.362737	8.70856e-05
NP_038520.2	1258.79	1265.73	1402.37	1321.75	1429.36	1377.04
NP_038521.1	22.4115	41.8146	37.0231	55.9701	30.0698	50.1922
NP_038522.2	2620.36	2791.96	2710.24	2775.48	2683.66	2723.14
NP_038524.1	1.53784	0.737674	3.43659	2.15847	2.52898	2.16505
NP_038525.2	64.0765	61.8304	69.0344	66.3048	63.95	63.7052
NP_038527.2	10.8198	12.0573	10.6061	8.89408	10.8722	11.002
NP_038528.3	14.123	17.3265	16.1263	14.658	15.5523	15.203
NP_038530.1	22.5664	25.2747	34.6548	27.2129	28.2327	26.9759
NP_038531.1	5.77187	4.42158	3.76776	4.70421	4.76582	3.09967
NP_038535.2	220.001	223.538	208.462	213.971	217.796	212.898
NP_038536.2	5.08681	4.46581	4.05781	4.15324	4.4068	4.24262
NP_038537.1	521.992	569.203	560.892	545.412	565.668	552.555
NP_038540.2	0.321705	1.06532	1.53918	1.02922	1.03284	0.294989
NP_038541.1	0.262065	0.497427	0.609731	0.363601	0.329208	0.247599
NP_038543.1	9.43635	11.1214	12.9215	11.6586	10.7665	10.0322
NP_038544.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_038546.2	7.53628	7.32481	7.2213	6.70613	7.07372	6.20976
NP_038547.2	0.40935	1.3741	1.06764	1.47886	0.461042	1.49812
NP_038549.1	0.728492	1.44146	1.74413	1.53867	1.11496	1.84288
NP_038550.2	57.5958	45.1656	47.6015	48.2345	48.148	50.4908
NP_038551.3	0.0	0.0	0.0	0.0844284	0.0543946	0.0
NP_038554.1	0.04771	0.0731328	0.0639283	0.090421	0.122348	0.0212213
NP_038557.1	4.08717	4.75618	3.37367	6.68908	5.13979	2.5971
NP_038558.1	1.91945	0.329852	0.21355	0.362888	0.490939	0.27717
NP_038559.2	5.225	6.47683	5.21877	7.98843	7.71634	8.72513
NP_038560.1	0.244417	0.0	0.0	0.135837	0.0	0.0
NP_038561.1	95.4127	106.457	108.792	103.707	112.669	83.6231
