Orthogroup	Canis_lupus_protein	Macaca_fascicularis_protein	Mus_musculus_protein	Rattus_norvegicus_protein
OG0000048	NP_001375607.1, NP_001375608.1, NP_001375609.1, XP_038421257.1, XP_038421258.1		NP_001011823.1, NP_001011824.1, NP_001012266.1, NP_666394.1, NP_666733.1, NP_666734.1, NP_666735.2, NP_666736.1, NP_666738.1, NP_666776.1, NP_666777.1, NP_666778.2, NP_666816.1, NP_667070.1, NP_667116.2, NP_667251.1, NP_997028.1	NP_001000421.1, NP_001000426.1, NP_001000428.1, NP_001000429.1, NP_001000431.1, NP_001000433.1, NP_001000862.1, NP_001000869.1, NP_001000873.1, NP_001000874.1, NP_001000875.1, NP_001000876.1, NP_001000877.1, NP_001000878.1, NP_001000879.1, NP_001000880.1, NP_001000881.1, NP_001000882.1, NP_001000884.1, NP_001000885.1, NP_001000987.1, NP_001001017.1, NP_001396074.1, XP_017451017.1
OG0000049	NP_001003024.1, NP_001003105.1, NP_001301019.1, XP_038385540.1, XP_038397772.1, XP_038399838.1, XP_038403187.1, XP_038404584.1, XP_038409373.1, XP_038410913.1, XP_038423469.1, XP_038431882.1, XP_038431894.1, XP_038432130.1, XP_038433463.1, XP_038433464.1, XP_038441741.1, XP_038441743.1	XP_005551677.1, XP_005568123.1, XP_005570814.1, XP_005570815.1, XP_045222428.1, XP_045236132.1, XP_045253711.1	NP_033472.1, NP_033473.1, NP_033474.1, NP_033475.1, NP_035783.1, NP_035784.1, NP_059075.1, NP_082282.1, NP_598785.1, NP_598789.1	NP_001007005.1, NP_001011995.1, NP_001019507.1, NP_001035097.1, NP_001037735.1, NP_001385945.1, NP_001386417.1, NP_071634.1, XP_017448333.3, XP_063132306.1
OG0000050	NP_001375554.1, NP_001375569.1, NP_001375839.1, XP_038418411.1	XP_015290211.3, XP_015290786.3, XP_045226641.2, XP_065384267.1, XP_065385767.1	NP_001011761.1, NP_001011860.1, NP_666435.1, NP_667029.2, NP_667102.2, NP_667103.2, NP_667104.2, NP_667108.2, NP_667110.2, NP_667111.2, NP_667113.2, NP_667178.1, NP_667189.1, NP_997023.1, XP_011237863.1	NP_001000347.1, NP_001000349.1, NP_001000350.1, NP_001000351.1, NP_001000352.1, NP_001000353.1, NP_001000354.1, NP_001000355.1, NP_001000356.1, NP_001000569.1, NP_001000628.1, NP_001000631.1, NP_001000632.1, NP_001000633.1, NP_001000924.1, NP_001000997.1, NP_001001061.1, NP_001001062.1, XP_003749574.5, XP_038960435.1, XP_038962001.1
OG0000051	NP_001003101.1, XP_038395584.1, XP_038397690.1, XP_038402104.1, XP_038437447.1, XP_038441028.1, XP_038444740.1	XP_005548146.2, XP_005553857.1, XP_005566436.3, XP_045220911.2, XP_045225648.2, XP_045230737.1, XP_045231058.2, XP_045234906.1, XP_045234927.2, XP_045237848.1, XP_045239391.2, XP_045239401.2, XP_045239851.2, XP_045241193.1, XP_045242495.2, XP_045244984.2, XP_045246353.1, XP_045249788.1, XP_045251794.2, XP_045251861.2, XP_045252775.2, XP_045253748.2, XP_065394789.1, XP_065395938.1, XP_065396127.1, XP_065399135.1, XP_065400999.1	NP_032277.3, NP_058653.1, XP_036013671.1	NP_001013202.1, NP_001020795.1, XP_038936518.1, XP_038953212.1, XP_038959226.1, XP_063120574.1, XP_063142893.1
OG0000052	NP_001003110.1, NP_001003377.1, NP_001006949.1, NP_001182773.1, NP_001184121.1, XP_038381503.1, XP_038385569.1, XP_038391012.1, XP_038410589.1, XP_038415150.1, XP_038415372.1, XP_038416522.1, XP_038420916.1, XP_038444931.1	XP_005542926.1, XP_005544335.1, XP_005544543.1, XP_005552118.3, XP_005552470.1, XP_005558258.1, XP_005569446.3, XP_005571138.2, XP_005579732.1, XP_005595658.3, XP_005596026.3, XP_015311863.1, XP_045247998.2, XP_065391838.1, XP_065398911.1	NP_001008499.1, NP_031444.2, NP_032180.1, NP_032339.2, NP_033763.3, NP_034207.2, NP_034613.2	NP_036985.2, NP_037280.1, NP_077371.1, NP_612514.2, NP_612515.2, NP_714949.2, NP_783173.1
OG0000053	NP_001257812.1, NP_001257813.1, NP_001257814.1, NP_001257815.1, XP_038394821.1, XP_038396898.1, XP_038396901.1, XP_038396902.1, XP_038424774.1, XP_038424775.1, XP_038424776.1	XP_005578957.1, XP_005578969.1, XP_005578971.2, XP_005590786.3, XP_005590787.1, XP_005590788.3, XP_045227322.1, XP_045227324.1, XP_045238228.1, XP_045238646.2	NP_001029153.1, NP_001077424.1, NP_001121158.1, NP_001188320.1, NP_032244.2, NP_032245.1, NP_032246.2, NP_032247.1, NP_034535.1, NP_778165.1	NP_001007723.1, NP_001008890.1, NP_001013875.1, NP_001019976.1, NP_001104739.1, NP_001106694.1, NP_001166316.1, NP_001396284.1, NP_037228.1, NP_150237.1, NP_742090.1, NP_942071.2
OG0000054	NP_001375695.1, NP_001375696.1, NP_001375898.1, NP_001375961.1, XP_038435794.1, XP_038435795.1, XP_038445405.1	XP_005560690.3, XP_005560691.3, XP_005562508.3, XP_045252521.2	NP_001011787.1, NP_001011803.2, NP_666386.1, NP_666506.1, NP_666507.1, NP_666513.2, NP_666514.2, NP_666660.1, NP_666661.2, NP_666953.1, NP_997033.1	NP_001000365.1, NP_001000369.1, NP_001000376.1, NP_001000377.2, NP_001000579.1, NP_001000580.1, NP_001000600.1, NP_001000601.1, NP_001000602.1, NP_001000604.1, NP_001000605.1, NP_001000606.1, NP_001000607.1, NP_001000608.1, NP_001000615.1, NP_001000915.1, NP_001000916.1, NP_001000917.1, NP_001001068.1, NP_001396395.1, XP_063141268.1
OG0000055	XP_038405132.1	XP_005580819.3, XP_045237755.2, XP_045251091.2, XP_045251118.2, XP_045251121.2, XP_045251133.2, XP_045251165.2, XP_045251989.2, XP_045252012.2, XP_045253331.2, XP_065376083.1, XP_065396533.1, XP_065403292.1, XP_065403293.1, XP_065403430.1, XP_065403438.1, XP_065403569.1, XP_065403643.1, XP_065403646.1, XP_065403647.1, XP_065403649.1, XP_065403671.1, XP_065403725.1, XP_065403751.1, XP_065403755.1, XP_065403759.1, XP_065403760.1, XP_065403792.1, XP_065403793.1, XP_065403802.1, XP_065404215.1, XP_065404241.1, XP_065404242.1, XP_065404280.1, XP_065404281.1, XP_065404283.1, XP_065404330.1, XP_065404406.1, XP_065404410.1, XP_065404614.1	NP_598613.3	XP_006234054.1
OG0000056	XP_038409186.1, XP_038409529.1, XP_038410465.1, XP_038422867.1, XP_038423284.1, XP_038423468.1, XP_038432674.1, XP_038432675.1, XP_038432678.1, XP_038433827.1, XP_038433829.1	XP_005552607.3, XP_005570111.3, XP_005570120.3, XP_005570122.3, XP_005570125.3, XP_005580972.2, XP_005587776.3, XP_015285840.3, XP_045235549.2, XP_045235771.2, XP_065399034.1, XP_065399037.1	NP_001001179.2, NP_031402.3, NP_033908.2, NP_694738.1, NP_783327.2, XP_006505761.1, XP_006505762.1, XP_006523594.1, XP_017171158.1	NP_001002805.1, NP_001102241.2, NP_036620.2, NP_058690.2, NP_113692.2, NP_444179.1, NP_665722.2, XP_006237344.1, XP_038963365.1, XP_038963907.1, XP_038964772.1
OG0000057	NP_001003028.1, NP_001003117.1, NP_001020792.1, XP_038384032.1, XP_038394830.1, XP_038396926.1, XP_038409301.1, XP_038420348.1, XP_038441837.1, XP_038445421.1	NP_001271958.1, XP_005540681.3, XP_005553100.1, XP_015296839.3, XP_015296841.3, XP_045226612.1, XP_065384173.1, XP_065384174.1, XP_065384181.1, XP_065384182.1, XP_065384183.1, XP_065384184.1, XP_065384185.1, XP_065384186.1, XP_065384187.1, XP_065384188.1, XP_065384189.1, XP_065385771.1, XP_065385772.1, XP_065392580.1, XP_065403120.1	NP_001104613.1, NP_032463.1, NP_034113.1, NP_067428.2, NP_080249.2	NP_001388196.1, NP_064476.2, NP_068521.1, NP_113858.1, NP_579818.1, NP_599161.2
OG0000058	NP_001003085.1, XP_038394660.1	XP_005592006.3, XP_015298642.3, XP_015298643.3, XP_045238299.2, XP_065393633.1	NP_001013786.2, NP_001074841.1, NP_001258974.1, NP_001357759.1, NP_031980.2, NP_067431.2, NP_444430.2, NP_598421.1, NP_598721.1, NP_653094.2, NP_659179.1, NP_766347.1, NP_932116.2, NP_937814.1, NP_941074.1, XP_011238302.1	NP_001013911.1, NP_001037723.1, NP_001093947.1, NP_001094469.1, NP_001096829.2, NP_001099645.1, NP_001177298.1, NP_001177304.1, NP_113753.2, NP_579829.3, NP_598270.2, XP_006255234.2, XP_008758816.2, XP_038953911.1, XP_038954018.1, XP_038954062.1, XP_038954070.1, XP_063134329.1, XP_063134931.1
OG0000059	NP_001271402.1, NP_001273890.1, XP_038382424.1, XP_038408044.1, XP_038408051.1, XP_038409259.1, XP_038419900.1, XP_038419904.1, XP_038420025.1, XP_038420126.1, XP_038420130.1, XP_038420140.1, XP_038420428.1, XP_038426379.1, XP_038426388.1	XP_005546724.3, XP_005551557.2, XP_005551559.3, XP_005557778.1, XP_005592859.4, XP_015307351.1, XP_045227974.1, XP_065400091.1	NP_033229.3, NP_035526.1, NP_062661.1, NP_062697.1, NP_598741.2, NP_659034.1, NP_659105.2, XP_036015188.1	NP_001013969.1, NP_001119757.1, NP_001381833.1, NP_062103.1, NP_112622.1, NP_445989.2, NP_599206.2, NP_599207.2, NP_620263.1, NP_775424.1, XP_038955098.1
OG0000060	NP_001273981.1, NP_001273994.1, NP_001273998.1, XP_038405893.1, XP_038407139.1, XP_038415692.1, XP_038425267.1, XP_038425824.1, XP_038426126.1, XP_038433472.1, XP_038444253.1	XP_005542295.1, XP_005546209.3, XP_005551274.1, XP_005570805.1, XP_005571546.1, XP_045225650.1, XP_045228414.1, XP_045234504.1, XP_045247524.2, XP_065389477.1	NP_031509.1, NP_032310.2, NP_035067.2, NP_077777.1, NP_082988.1, NP_083795.2, NP_444305.2, NP_663466.2, NP_663516.1, NP_766001.1, XP_006521408.1	NP_001005765.1, NP_001100420.1, NP_001395928.1, NP_071987.1, NP_446193.1, NP_542944.1, NP_596901.1, NP_599173.2, XP_017447932.1
OG0000061	NP_001375851.1	XP_005560694.3, XP_005560695.3, XP_005562506.3, XP_015308790.3, XP_045251049.2, XP_045252520.1, XP_045252522.2, XP_065404680.1	NP_001005568.1, NP_001011530.2, NP_001011773.1, NP_666374.2, NP_666508.1, NP_666515.1, NP_666703.2, NP_667095.2, NP_667096.1, NP_667097.1, NP_667098.1, NP_667099.1, NP_667100.1, NP_667118.2, NP_667119.1, NP_997119.1, NP_997137.1	NP_001000366.1, NP_001000368.1, NP_001000371.1, NP_001000372.1, NP_001000373.1, NP_001000374.1, NP_001000609.1, NP_001000610.1, NP_001000611.1, NP_001000614.1, NP_001000919.1, NP_001000921.1, NP_001000971.1, NP_001000996.1, NP_001001069.1
OG0000062	XP_038387301.1, XP_038391444.1, XP_038394772.1, XP_038405468.1, XP_038406797.1, XP_038407945.1, XP_038414942.1, XP_038428140.1, XP_038428267.1, XP_038431354.1, XP_038432037.1, XP_038437043.1, XP_038442397.1, XP_038444118.1, XP_038445322.1, XP_038445636.1	XP_005542262.3, XP_005553315.3, XP_005558755.3, XP_005570319.1, XP_015300589.3, XP_045220415.1, XP_045220417.1, XP_045226635.1, XP_045233549.1, XP_045238874.1, XP_045249826.1, XP_065381376.1, XP_065392555.1, XP_065392967.1, XP_065400202.1, XP_065404514.1	NP_080331.1, NP_080870.1, XP_036018061.1	NP_001182400.1, NP_037007.1, XP_008758964.1, XP_038955201.1, XP_038956522.1, XP_038961982.1
OG0000063	XP_038437061.1, XP_038437063.1	XP_045243943.1, XP_045243947.1	NP_001157087.1, NP_001365591.1, NP_034804.1, NP_570946.2, XP_006523181.1, XP_006523182.1, XP_006523183.1, XP_006523185.1, XP_006523186.1, XP_006523187.1, XP_006523188.1, XP_006523189.1, XP_006523193.1, XP_006523195.1, XP_006523197.1, XP_006523199.1, XP_006523200.2, XP_011244468.1, XP_011244472.1, XP_030105227.1, XP_030105235.1, XP_030105245.1, XP_030105247.1	XP_006248154.1, XP_006248158.1, XP_006248159.1, XP_006248160.1, XP_006248166.1, XP_006248182.1, XP_008766829.1, XP_038944660.1, XP_038944665.1, XP_063127032.1, XP_063127033.1, XP_063127034.1, XP_063127035.1, XP_063127036.1
OG0000064	XP_038437552.1	XP_015302259.3, XP_045245331.2, XP_045245336.2, XP_065397361.1, XP_065397375.1, XP_065397377.1, XP_065397380.1, XP_065397385.1, XP_065397389.1, XP_065397390.1	NP_001019880.2, NP_001095100.1, NP_001095101.1, NP_001129463.1, NP_001156416.1, NP_001191938.1, NP_001191961.1, NP_001191963.1, NP_001357737.1, NP_001357745.1, NP_001357746.1, NP_001357753.1, NP_001357760.1, NP_001357762.1, NP_001357764.1, XP_001477836.1, XP_006514415.1	NP_001102399.1, NP_001103025.1, NP_001103056.1, NP_001103060.1, NP_001103063.1, NP_001103065.1, NP_001389069.1, XP_038955106.1, XP_038955115.1, XP_038955121.1, XP_063135676.1, XP_063135685.1, XP_063135690.1
OG0000066			NP_001011523.2, NP_001011739.1, NP_001011864.1, NP_666529.1, NP_666634.1, NP_666993.2, NP_666998.2, NP_667014.2, NP_667016.2, NP_667021.2, NP_667027.2, NP_667084.2, NP_667093.2, XP_017168882.1	NP_001000424.1, NP_001000445.1, NP_001000448.1, NP_001000449.1, NP_001000450.1, NP_001000451.1, NP_001000452.1, NP_001000454.1, NP_001000455.1, NP_001000803.1, NP_001000804.1, NP_001000805.1, NP_001000806.1, NP_001000807.1, NP_001000808.1, NP_001000809.1, NP_001000816.1, NP_001000820.1, NP_001000962.1, NP_001001020.1, NP_001001081.1, NP_001001083.1, NP_001001085.1, NP_001001086.1, XP_008760896.1, XP_038937822.1, XP_063122017.1
OG0000067	NP_001003144.1, XP_038388525.1, XP_038392491.1, XP_038392612.1, XP_038399149.1, XP_038411855.1, XP_038415154.1, XP_038415852.1, XP_038428768.1, XP_038428949.1, XP_038430122.1, XP_038430123.1	XP_005559115.1, XP_005560270.2, XP_005562962.3, XP_005563287.3, XP_005569629.3, XP_005582811.2, XP_005595235.3, XP_015287863.1, XP_045218251.2	NP_001074573.1, NP_031415.2, NP_031416.3, NP_033731.3, NP_033732.2, NP_056545.3, NP_659052.1, NP_660111.3, NP_683746.1, NP_775304.1	NP_001382047.1, NP_058774.2, NP_062018.1, NP_075219.2, NP_077811.1, NP_434692.2, NP_596911.1, NP_598281.1, XP_038960311.1
OG0000068	NP_001375460.1, NP_001375497.1, NP_001375744.1, NP_001375797.1, NP_001375798.1, NP_001375824.1, NP_001375854.1, NP_001375949.1, NP_001375953.1	XP_005571174.3, XP_005582556.3, XP_065387143.1	NP_001011528.2, NP_001156412.1, NP_062348.1, NP_666655.1, NP_666818.1, NP_666921.1, NP_666991.1, NP_667035.1, NP_667050.1, NP_667131.2, NP_667198.1	NP_001000033.1, NP_001000207.1, NP_001000399.1, NP_001000401.1, NP_001000402.1, NP_001000403.1, NP_001000404.1, NP_001000414.1, NP_001000849.1, NP_001000853.1, NP_001000855.1, NP_001000897.1, NP_001000977.1, NP_001001004.1, NP_001001035.1, NP_001396328.1, XP_063144743.1
OG0000069	XP_038386329.1	XP_015307511.3	NP_001167625.1, NP_001288185.1, NP_001288188.1, NP_291052.3, NP_291053.1, NP_291054.1, NP_291055.1, NP_291056.1, NP_291057.1, NP_291059.1, NP_291060.1, NP_291061.1, NP_291062.1, NP_291063.1, NP_291064.1, NP_291065.3, NP_291066.1, NP_291067.1, NP_291068.2, NP_291069.1, NP_291070.1, NP_291071.1, NP_291072.1, NP_291073.1	NP_001012215.1, NP_001014773.1, NP_001032212.1, NP_001032214.1, NP_001032216.1, NP_001032217.1, NP_001032230.1, NP_001032231.1, NP_001032233.1, NP_001032235.1, NP_001032236.1, NP_001032414.1, NP_001157760.1, NP_446395.1
OG0000070	XP_038387585.1, XP_038387591.1, XP_038387808.1, XP_038395164.1, XP_038410670.1, XP_038412121.1, XP_038413777.1, XP_038415219.1, XP_038415274.1, XP_038426876.1, XP_038438442.1, XP_038439528.1	XP_005549315.1, XP_005551062.1, XP_005555253.1, XP_045230088.2, XP_045234372.1, XP_045234445.1, XP_065395360.1	NP_001153043.1, NP_001243361.1, NP_031706.3, NP_031965.2, NP_034269.2, NP_034270.1, NP_076069.2, NP_775623.3, XP_006534832.1, XP_006538597.1	NP_001101327.1, NP_001102447.1, NP_001155883.1, NP_001401917.1, NP_001406194.1, NP_113752.2, XP_003751205.1, XP_008761105.1, XP_038965557.1, XP_038965983.1, XP_063129722.1
OG0000071	NP_001070262.1, NP_001070263.1, NP_001070703.1, NP_001107183.1, NP_001107184.1, NP_001107189.1, XP_038392809.1, XP_038400148.1, XP_038428008.1, XP_038438659.1	XP_005560927.3, XP_005560929.1, XP_005582953.1, XP_005582955.2, XP_005582956.3, XP_005582958.3, XP_015293130.3, XP_045232234.2, XP_065395302.1	NP_001034634.2, NP_001074719.1, NP_001093105.1, NP_001159682.1, NP_034985.2, NP_109604.1, NP_542766.1, XP_006518740.1, XP_017174700.1, XP_036012291.1	NP_001093955.1, NP_001101264.2, NP_001128629.1, NP_001128630.1, NP_001414391.1, NP_036736.1, NP_058935.2, NP_058936.1, NP_062198.1, XP_038944797.1
OG0000072	XP_038425278.1, XP_038445010.1	XP_005595238.3, XP_045240532.2, XP_065383767.1, XP_065383770.1, XP_065383774.1, XP_065387132.1, XP_065397201.1, XP_065397203.1, XP_065397204.1, XP_065397206.1, XP_065397207.1, XP_065397208.1, XP_065397209.1, XP_065397210.1, XP_065397211.1, XP_065397212.1, XP_065397213.1, XP_065397214.1, XP_065397215.1, XP_065397217.1, XP_065397218.1, XP_065397219.1, XP_065397222.1, XP_065397226.1, XP_065397230.1, XP_065397233.1, XP_065397234.1, XP_065397259.1	NP_001075131.1, XP_030107324.1	XP_002728463.3, XP_038950871.1, XP_038951066.1, XP_038951111.1, XP_038951197.1, XP_038956061.1, XP_063131975.1
OG0000074	NP_001019804.1, XP_038381507.1, XP_038389722.1, XP_038397465.1, XP_038397718.1, XP_038419376.1, XP_038421560.1, XP_038433778.1, XP_038435841.1, XP_038437099.1, XP_038438794.1	XP_005539743.2, XP_005547875.2, XP_005548456.2, XP_005550926.1, XP_005578107.1, XP_015304158.3, XP_015308084.3, XP_045225701.2, XP_045247099.1	NP_032311.2, NP_032335.2, NP_032336.1, NP_034054.3, NP_034612.1, NP_038624.3, NP_444435.1, NP_694727.1	NP_036659.2, NP_037314.1, NP_058714.2, NP_059058.1, NP_068629.2, NP_071561.1, NP_599155.1, NP_783175.1, NP_783192.1, XP_006233531.1
OG0000075	NP_001361509.1, NP_001361517.1, NP_001361518.1, NP_001361520.1, XP_038432068.1, XP_038439902.1, XP_038439907.1, XP_038440306.1, XP_038440355.1	XP_005553874.1, XP_015285901.1, XP_015305257.1, XP_015305274.1, XP_045245949.1, XP_045245954.1, XP_065400384.1, XP_065400387.1, XP_065400388.1, XP_065400389.1, XP_065402850.1, XP_065402866.1	NP_001182350.1, NP_291074.1, NP_694813.1, NP_783583.1, NP_783585.1, NP_783586.1, NP_783587.1, NP_783588.1, NP_835499.1, NP_835500.1, NP_835515.1, NP_835582.1, NP_835583.1	NP_001116941.1, NP_001258150.1, NP_001395688.1, NP_073177.1
OG0000076	XP_038388824.1, XP_038391761.1, XP_038392821.1, XP_038395330.1, XP_038396533.1, XP_038396550.1, XP_038399430.1, XP_038399433.1, XP_038440366.1, XP_038440368.1, XP_038440373.1, XP_038440374.1	XP_005549221.1, XP_005549237.3, XP_005582970.2, XP_005586933.2, XP_005586940.2, XP_005591106.2, XP_005591118.3, XP_005591125.2, XP_015305190.3, XP_045237539.2, XP_065390386.1, XP_065400351.1, XP_065400357.1	NP_001028668.2, NP_001074686.1, NP_035887.2, NP_080383.2, NP_573471.2, XP_006539528.1	NP_001012008.1, NP_001012021.1, NP_001101940.1, NP_001387527.1, NP_001408318.1, NP_892000.1, XP_006245924.1
OG0000077			NP_851420.1, XP_030103377.1, XP_030107656.1, XP_030109854.1, XP_036009510.1, XP_036011320.1, XP_036011900.1, XP_036014161.1, XP_036014167.1, XP_036018036.1, XP_036021581.1	XP_063118791.1, XP_063118813.1, XP_063120529.1, XP_063120680.1, XP_063123873.1, XP_063124005.1, XP_063126907.1, XP_063127811.1, XP_063127946.1, XP_063130807.1, XP_063132780.1, XP_063135723.1, XP_063135725.1, XP_063136076.1, XP_063136510.1, XP_063136621.1, XP_063136689.1, XP_063136744.1, XP_063136749.1, XP_063136750.1, XP_063136992.1, XP_063137111.1, XP_063138723.1, XP_063138775.1, XP_063142920.1, XP_063142980.1, XP_063144267.1
OG0000078	NP_001003223.1, NP_001182764.1, XP_038406792.1, XP_038406793.1, XP_038412167.1, XP_038412169.1	XP_005567119.2, XP_005575263.1, XP_005591694.2, XP_005591701.3, XP_015305561.2, XP_045224781.1, XP_045237784.2, XP_065382831.1, XP_065393089.1, XP_065393094.1	NP_001157097.1, NP_058051.3, NP_061221.2, NP_063931.1, NP_075624.2, NP_081211.3, NP_598431.2	NP_001178946.1, NP_001389400.1, NP_037015.2, NP_068537.2, NP_071958.1, NP_113829.1, NP_113920.2, NP_114022.1, NP_598231.4, XP_038939397.2, XP_038940332.2, XP_063123906.1, XP_063123913.1, XP_063123929.1
OG0000079	NP_001274482.1, XP_038416191.1, XP_038431880.1, XP_038432075.1, XP_038432076.1, XP_038432077.1, XP_038432079.1, XP_038432081.1, XP_038432116.1, XP_038432912.1, XP_038432913.1, XP_038432916.1, XP_038432919.1, XP_038432924.1, XP_038432930.1, XP_038432931.1, XP_038432933.1, XP_038433837.1, XP_038433838.1, XP_038433839.1, XP_038433840.1, XP_038439808.1, XP_038443575.1, XP_038445308.1	XP_005546421.2, XP_005562726.2, XP_005585622.1, XP_015299821.1, XP_065391195.1	NP_001346821.1, NP_031539.3, NP_031541.1, NP_766449.1	NP_001100548.1, NP_001128158.1, NP_001386911.1, NP_058913.1
OG0000080	NP_001375563.1	XP_005577955.3, XP_005577958.3, XP_015290208.3	NP_001011529.1, NP_001011796.2, NP_666485.1, NP_666666.1, NP_666687.1, NP_666999.2, NP_667001.1, NP_667002.2, NP_667003.2, NP_667019.1, NP_667176.1, NP_667177.2, NP_667179.1, NP_667180.1, NP_997451.1	NP_001000359.1, NP_001000360.1, NP_001000361.1, NP_001000513.1, NP_001000570.1, NP_001000571.1, NP_001000621.1, NP_001000622.1, NP_001000623.1, NP_001000624.1, NP_001000625.1, NP_001000923.1, NP_001001063.1, NP_001001065.1, NP_001001066.1, NP_001001378.1, XP_038962510.1, XP_230251.8
OG0000081	NP_001375875.1		NP_001011811.1, NP_001011871.1, NP_666422.1, NP_666423.1, NP_666636.1, NP_666637.1, NP_666707.1, NP_666708.1, NP_666709.1, NP_666943.1, NP_666945.1, NP_666946.1, NP_666948.1, NP_666949.1, NP_666950.1, NP_666954.1	NP_001000210.1, NP_001000217.1, NP_001000218.1, NP_001000220.1, NP_001000221.1, NP_001000222.1, NP_001000226.1, NP_001000227.1, NP_001000228.1, NP_001000229.1, NP_001000230.1, NP_001000730.1, NP_001000732.1, NP_001000733.1, NP_001000999.1, NP_001001037.1, NP_001001038.1, NP_001395731.1, XP_063136786.1, XP_063141804.1
OG0000082	XP_038391194.1, XP_038392947.1, XP_038412306.1	XP_005571840.2, XP_005583316.1, XP_045239741.2, XP_045240547.2, XP_045248939.2, XP_045250020.2, XP_065386421.1, XP_065389190.1, XP_065398359.1, XP_065404356.1	NP_997406.1, XP_036009519.1, XP_036009521.1, XP_036009524.1, XP_036009526.1, XP_036009527.1, XP_036009528.1, XP_036009530.1, XP_036012028.1, XP_036012029.1, XP_036012030.1, XP_036012031.1, XP_036012032.1	XP_017449975.2, XP_017455901.2, XP_038934120.1, XP_038938811.1, XP_038948495.1, XP_038959426.1, XP_063125448.1, XP_063128812.1, XP_063130937.1, XP_063142922.1, XP_063142952.1
OG0000083	NP_001013440.1, NP_001375587.1, NP_001375589.1, NP_001375593.1, NP_001375600.1, NP_001375601.1, NP_001375602.1, NP_001375733.1, NP_001375788.1, NP_001375817.1, NP_001375830.1, NP_001375833.1, NP_001375957.1, NP_001376115.1, XP_038421239.1, XP_038421294.1, XP_038422956.1, XP_038422957.1	XP_005595769.3, XP_045236233.2	NP_001186769.1, NP_666447.1, NP_667117.1, NP_667252.1, NP_667253.1, NP_667282.1, NP_997084.1, NP_997454.1	NP_001000420.1, NP_001000709.1, NP_001000710.1, NP_001000711.1, NP_001000941.1, NP_001000998.1, NP_001396109.1, NP_997480.2
OG0000084	NP_001300713.1, NP_001300800.1	XP_005560766.3, XP_005560769.3, XP_005560771.1, XP_005560776.3, XP_015308988.2, XP_065404645.1, XP_065404646.1	NP_001011876.1, NP_031473.1, NP_031474.2, NP_031475.2, NP_031920.1, NP_031921.1, NP_035401.2, NP_059085.2, NP_062271.2, NP_067447.2, NP_084374.2, NP_444341.1, NP_444342.1, NP_444343.2, NP_808212.2	NP_001006993.2, NP_001007016.1, NP_001012232.1, NP_001013250.1, NP_001020287.1, NP_001025075.2, NP_001395600.1, NP_001395897.1, NP_001395898.1, NP_064467.1, NP_620257.1, XP_008772009.1
OG0000085	XP_038407442.1	XP_015307825.3, XP_045225090.1	NP_001078992.1, NP_001079012.1, NP_001079014.1, NP_001079020.1, NP_001079021.1, NP_001079022.1, NP_001079023.1, NP_001092803.3, NP_001093113.1, NP_001138510.1, NP_001161806.1, NP_001161809.1, NP_001229930.1, NP_001229940.1, NP_001229944.1, NP_001229953.1, NP_001257596.1, NP_001257598.1, NP_001268963.1, NP_001361649.1, NP_001361652.1, NP_035948.3, NP_082231.2, XP_001474977.1, XP_003689009.1, XP_003689011.1, XP_003689013.1, XP_003689016.1, XP_003689017.1, XP_036018050.1	NP_001013981.1, NP_001029103.1, XP_038956315.1
OG0000086		XP_005562596.1, XP_005562602.2, XP_005562604.3, XP_005562622.3, XP_005596057.3, XP_015309922.3, XP_045253763.2, XP_045253764.2, XP_065374741.1, XP_065374742.1, XP_065374815.1, XP_065376018.1	NP_001012307.1, NP_001019396.1, NP_001073402.1, NP_001161262.1, NP_001164426.1, NP_001170952.1, NP_001170956.1, NP_001170957.1, NP_001170958.1, NP_001170993.1, NP_001170994.1, NP_001170999.1, NP_001257542.1, NP_031874.2, NP_031875.1, NP_031876.1, NP_031877.2, NP_899076.1, NP_997541.2	NP_001013071.2, NP_001020934.1, NP_001028248.1, NP_001073367.2, NP_775451.2
OG0000087	NP_001003149.1, NP_001003150.1, NP_001003173.1, XP_038386933.1, XP_038399958.1, XP_038416535.1	XP_005592025.1, XP_005592027.1, XP_005592028.3, XP_005592032.1, XP_005592033.2, XP_005592035.1, XP_005592038.3, XP_005592040.3, XP_005592041.1, XP_005592042.3, XP_005592046.3, XP_005592047.1, XP_015298613.1, XP_045219849.2, XP_045238181.2, XP_045238182.1, XP_065377231.1, XP_065385196.1, XP_065392889.1, XP_065393493.1	NP_032656.1, NP_032657.1, XP_006530815.1, XP_036019391.1	NP_001119556.1, NP_001131036.1, NP_446420.1, NP_620181.1, XP_038956435.1
OG0000088	NP_001003214.1, NP_001003342.1, XP_038394070.1, XP_038395882.1, XP_038404504.1, XP_038426751.1, XP_038442287.1	XP_005541327.1, XP_005542265.1, XP_005582600.3, XP_005592730.3, XP_015310366.3, XP_045233743.2, XP_045235430.1, XP_045238746.1, XP_045239655.2, XP_065392540.1	NP_001103610.1, NP_001240760.1, NP_001277556.1, NP_001407721.1, NP_031530.2, NP_038762.1, NP_058025.2, NP_081198.1, NP_659149.1, NP_848492.1	NP_001104293.1, NP_036637.1, NP_036641.1, NP_074039.1, NP_478120.1, NP_604457.1, XP_017444264.1, XP_038936657.1
