GeneID	Heart_rep1	Heart_rep2	Heart_rep3	Heart_rep4	Heart_rep5	Heart_rep6
NP_001100541.1	1.6682	1.72394	1.04492	1.25827	1.20279	1.61491
NP_001100544.1	1.96289	2.5147	3.72608	2.21267	3.30207	2.90509
NP_001100546.1	7.32827	7.35404	6.45943	6.79762	7.58173	7.5896
NP_001100547.2	14.0159	13.8949	12.6818	12.3019	12.6759	12.1253
NP_001100548.1	1.77871	1.73701	2.02909	2.33984	2.30375	2.3245
NP_001100553.1	0.0557948	0.0342604	0.0	0.0379062	0.0968379	0.0
NP_001100554.1	3.91746	5.97687	17.0284	7.47923	4.52408	7.83386
NP_001100555.2	0.0	0.0869842	2.87554	0.0	0.0	0.0
NP_001100556.1	0.709208	0.715877	0.931096	0.831175	1.05216	0.594168
NP_001100557.1	0.584188	0.746795	0.613907	0.521381	0.253449	0.446401
NP_001100563.1	4.76401	4.26683	3.50049	4.10027	4.8568	4.29526
NP_001100564.1	0.0	0.0985975	0.0346388	0.177901	0.0952504	0.0320848
NP_001100566.1	0.461295	0.807753	0.686212	0.763613	0.815544	0.810478
NP_001100568.1	0.254504	0.27776	0.177989	0.251242	0.366427	0.076953
NP_001100572.2	1.1214	1.36209	0.709581	0.347639	0.490869	0.611784
NP_001100573.1	0.0	0.0	0.0	0.0	0.0340931	0.0
NP_001100578.1	0.0228452	0.0260469	0.0	0.00560915	0.0	0.0125937
NP_001100580.1	9.91273	12.7908	30.9367	13.9069	15.8584	15.6948
NP_001100582.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100583.1	0.503704	0.218438	0.419109	0.361235	0.357816	0.111086
NP_001100586.1	0.0	0.0	0.27156	0.0	0.0	0.0
NP_001100587.1	0.0	0.0746705	0.0	0.0351749	0.0	0.00698429
NP_001100589.1	7.36887	6.95816	6.25284	7.5016	6.96325	5.90905
NP_001100590.1	2.59813	2.83124	2.6216	3.01069	2.60328	2.92729
NP_001100591.1	0.215995	0.31911	0.810929	0.618339	0.513436	0.122681
NP_001100592.1	0.336104	0.00205724	0.0109449	8.77711e-10	0.00634802	6.20772e-06
NP_001100595.1	4.43897	3.82685	2.82965	3.46516	2.43742	3.97119
NP_001100596.1	15.9858	15.7669	17.0987	15.5228	15.9103	14.5679
NP_001100598.2	1.34331	1.0203	0.645704	2.00714	0.996478	1.07108
NP_001100599.1	73.373	81.2677	72.6791	78.8503	74.7639	87.7686
NP_001100600.2	0.149297	0.0	0.0	0.0	0.0	0.0
NP_001100603.1	2.41264	0.852661	0.0784182	2.30173	2.63391	0.0
NP_001100605.1	4.30992	4.9186	4.09587	4.96792	2.385	3.20156
NP_001100607.1	8.26372	8.8212	7.87528	8.43604	8.74129	8.54943
NP_001100611.1	57.4647	54.796	75.7064	61.7048	60.174	56.0524
NP_001100612.1	15.6321	13.468	13.1813	15.4357	11.51	15.2689
NP_001100614.1	0.484611	0.314085	0.435047	0.161271	0.445013	0.223224
NP_001100615.2	30.3296	23.8451	31.7179	38.301	28.1604	31.4642
NP_001100616.1	6.47426	5.98704	6.32078	7.08281	7.47175	6.34077
NP_001100617.2	1.57289	1.1791	1.06006	1.46261	1.03285	1.36724
NP_001100618.2	1.3201e-09	0.535157	2.01647e-09	0.347042	1.69439	0.586541
NP_001100622.2	0.478182	0.466661	0.532366	0.509827	0.656637	0.383211
NP_001100623.1	5.84397	4.82629	7.36881	7.89316	6.19124	7.29529
NP_001100625.1	0.398925	1.5822	0.358137	0.222263	0.0200233	0.657956
NP_001100627.1	4.37596	3.68645	4.24318	2.3051	3.18408	3.73589
NP_001100629.1	2.16903	1.32761	0.824325	0.685019	1.6781	1.19726
NP_001100630.1	8.51594e-08	0.542029	0.0	0.922111	0.671999	0.164371
NP_001100631.1	3.48044	3.94094	4.32639	2.05134	4.2607	3.45329
NP_001100632.1	9.87576	7.67415	8.48859	8.41952	8.56219	8.08434
NP_001100635.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100636.1	0.349399	0.189546	0.397739	0.288408	0.244701	0.0
NP_001100639.2	0.522358	0.3212	0.442687	0.407839	0.32998	0.685987
NP_001100640.1	0.0	0.0	0.0	0.0232234	0.0452273	0.0
NP_001100641.1	9.70976	7.33991	12.2835	7.87355	9.56832	4.82461
NP_001100642.1	0.0	0.0	0.0	0.0	0.0715007	0.0158922
NP_001100643.1	0.0	0.0	0.0	0.00540278	0.0297716	0.0
NP_001100644.1	3.88546	5.13477	5.17044	5.98606	4.57944	5.94199
NP_001100645.1	9.17232	9.77905	7.83035	8.19478	8.95785	8.68832
NP_001100647.1	6.14021	5.80481	5.21835	5.07869	5.18434	3.96944
NP_001100649.2	0.046276	0.270062	0.484452	0.473307	0.427825	0.977557
NP_001100650.1	10.4026	8.00895	8.29995	8.32072	10.1015	5.56908
NP_001100652.1	0.133276	0.0718843	0.0126986	0.0544047	0.0522141	0.02043
NP_001100653.1	1.66358	1.7216	1.93437	1.30516	3.21771	0.485191
NP_001100655.2	16.9649	17.0607	17.2883	16.2708	17.0606	14.3645
NP_001100657.1	12.0371	14.3608	10.8636	11.3121	11.019	13.6279
NP_001100659.2	0.0571972	0.022602	0.0	0.0160294	0.0136853	0.0183491
NP_001100661.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100664.2	0.52077	0.413712	0.587541	0.289771	0.434574	0.328162
NP_001100666.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100667.1	1.17645e-09	0.370841	0.0	0.0	0.0	0.0
NP_001100668.1	0.0	0.0	0.0	0.042965	0.070887	0.0165872
NP_001100669.1	14.312	12.7846	13.7771	13.0798	12.594	11.6711
NP_001100672.1	90.4562	92.7985	62.4072	67.1983	73.0051	78.0205
NP_001100673.1	13.8656	11.9902	11.4421	13.47	13.8952	11.7222
NP_001100674.1	8.09282	8.52234	8.53674	6.97001	7.96987	6.89831
NP_001100675.1	4.11332	3.06245	3.07527	2.93445	4.74474	1.00631
NP_001100678.1	2.73853	1.45835	1.19905	1.96105	1.05275	1.50009
NP_001100679.1	3.64473	2.89757	1.4442	3.66952	1.6446	1.7107
NP_001100681.1	2.01824	1.42454	0.101532	1.37922	1.66786	1.14731
NP_001100683.1	4.18831	4.19212	3.7022	4.07503	4.9882	3.33879
NP_001100685.1	2.69501	3.10756	3.40299	3.46686	3.35721	2.48489
NP_001100687.1	17.3126	19.2149	17.7536	18.8335	20.1972	17.706
NP_001100689.2	0.206269	0.226219	0.108332	0.185579	0.148979	0.192425
NP_001100690.1	24.5365	25.2084	23.263	23.4951	25.1779	20.5776
NP_001100694.1	1.89597	1.34577	4.16413	2.42411	1.79039	1.76501
NP_001100696.1	0.664726	0.327508	0.378226	8.11787e-08	1.97791	4.19698e-06
NP_001100698.1	10.4901	9.2436	9.23209	10.7596	10.5575	10.8967
NP_001100703.1	0.0929828	0.0692426	0.0487808	0.105022	0.0167427	0.0787946
NP_001100705.1	11.4244	11.7604	12.8998	13.8256	9.47412	12.9572
NP_001100709.1	0.744802	0.523111	0.645537	0.328752	0.569995	0.162994
NP_001100710.1	5.36451	4.17749	3.72028	3.18083	3.30907	4.82831
NP_001100712.1	23.9826	25.3038	25.3062	26.5054	27.9426	24.8318
NP_001100714.1	5.56947	4.93061	5.17084	4.85487	5.57414	4.20984
NP_001100715.2	8.43673	7.93067	8.50751	8.06139	10.1571	5.88974
NP_001100716.1	1.04748	1.29579	0.748455	0.820145	1.01588	0.927038
NP_001100719.1	6.89062	6.27754	5.16161	5.54055	5.53818	5.85486
NP_001100720.1	2.03446	1.97983	2.05606	1.72411	1.94258	2.85521
NP_001100721.1	0.0	0.0	0.0	0.0	0.0	0.0210687
NP_001100722.1	0.543749	1.93622	1.23065	1.41286	0.774534	1.45724
NP_001100723.1	3.92346	5.39841	2.91894	1.84589	2.03408	2.27564
NP_001100726.1	3.3626	3.52263	3.93296	2.65776	4.5535	1.59716
NP_001100727.1	2.07547	1.74282	3.23257	3.41453	2.32373	2.5413
NP_001100728.1	7.58101	5.21014	5.12098	5.19123	5.63761	4.54094
NP_001100730.1	12.7034	9.92455	8.03662	7.79543	7.2041	7.23479
NP_001100731.1	15.0005	17.0731	14.8812	14.928	16.6855	13.1632
NP_001100732.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100734.1	2.21573	2.25524	1.11098	1.76328	1.92123	2.90129
NP_001100737.1	4.26931	10.8013	7.08368	3.2583	3.46375	8.99536
NP_001100741.1	0.0	0.0	5.55565e-07	0.120054	0.0	0.0
NP_001100742.1	0.0	0.0563801	0.0	0.0	0.0564326	0.0
NP_001100745.1	0.673886	0.421411	1.60365	0.573936	1.22123	0.0312661
NP_001100747.1	0.171797	0.0	0.180174	0.0822039	0.0988537	0.232318
NP_001100749.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100750.1	0.87745	0.786827	1.86147	1.92948	0.622328	1.47346
NP_001100752.1	0.0	0.0	0.0	0.0	0.0231402	0.0169176
NP_001100753.1	0.0835117	0.173532	0.145906	0.144672	0.0700112	0.134223
NP_001100755.2	0.0	0.0140167	0.0	0.0	0.0	0.0
NP_001100757.1	1.64442	0.801156	1.51335	1.11936	3.05556e-05	1.77583
NP_001100759.1	47.1755	67.9763	48.0228	65.0171	70.4205	60.371
NP_001100761.2	0.218373	0.566975	9.37023	0.0783321	0.214296	0.0767851
NP_001100762.1	1.84543	1.87706	2.75662	2.76302	3.30302	1.83245
NP_001100763.1	5.69019	5.84366	6.29242	5.28668	6.0752	6.28015
NP_001100765.1	0.0576984	0.173199	0.0	0.112236	0.0420252	0.096587
NP_001100771.1	7.6385	7.47124	8.14815	6.38423	7.44381	7.21513
NP_001100774.1	13.5071	9.69397	10.3872	11.8864	9.86277	11.5777
NP_001100776.1	5.47772	4.1805	3.92594	4.97342	4.28726	3.82412
NP_001100777.1	0.0412983	0.0490345	0.0	0.0	0.0197833	0.0265486
NP_001100778.1	2.20164	1.80205	1.27906	1.24885	1.71784	1.37504
NP_001100779.1	0.000514762	0.0	0.0	0.316511	0.487763	0.0
NP_001100784.1	0.104491	0.165504	0.0	0.0	0.0	0.0
NP_001100785.1	4.07817	2.40841	1.83689	2.37865	3.16009	3.90895
NP_001100787.2	0.0	0.116591	0.0631177	0.00484295	0.0653412	0.0
NP_001100788.2	1.79127	1.75378	0.411046	1.97258	2.72598	1.62658
NP_001100789.2	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100790.1	16.308	9.00836	11.4292	14.1823	15.8342	14.1044
NP_001100791.1	1.78538	1.89466	1.65362	1.4416	1.64634	1.62311
NP_001100796.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100798.1	4.76959	5.05246	4.05468	4.6834	6.48133	5.04524
NP_001100799.1	4.6971	4.32958	7.73454	3.51931	2.61522	3.30597
NP_001100800.1	37.2946	35.8488	33.8053	35.2839	33.7395	33.676
NP_001100801.1	2.37392	1.58124	1.50799	1.37878	1.9004	2.42737
NP_001100804.1	11.6551	11.1566	10.1141	9.66823	10.4762	9.74623
NP_001100806.1	2.27903	2.26382	1.32463	1.46896	1.42107	1.58245
NP_001100811.1	0.647203	1.01652	0.68147	0.436513	1.21784	0.443729
NP_001100813.1	5.98431	5.55345	4.92517	4.99126	4.8926	3.19666
NP_001100814.2	12.7275	11.4776	6.48598	8.48346	11.0319	10.0984
NP_001100819.1	0.0	0.029726	0.0	0.0141574	0.0	0.0
NP_001100820.1	5.47607	2.36404	2.43773	3.30808	2.54669	1.84626
NP_001100821.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100822.1	71.8168	40.6439	56.5152	33.7057	31.496	36.7605
NP_001100826.1	26.557	27.3014	24.0942	25.5415	28.3996	24.1655
NP_001100827.2	4.26688	4.84693	4.07051	4.60182	4.88104	3.16863
NP_001100834.2	0.0	0.0	0.0	0.0	2.88336e-09	0.0
NP_001100835.1	0.00964685	0.0	0.0	0.018569	0.0	0.0
NP_001100836.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100837.1	2.80442	1.98423	1.82317	2.28518	2.35405	1.83049
NP_001100838.1	0.0	0.0	0.0	0.0976938	0.798978	0.0
NP_001100840.1	0.0	0.172099	0.0221949	0.214109	0.0800815	0.0138366
NP_001100841.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100842.1	8.1016	3.51835	8.56886	11.5026	7.27244	8.75264
NP_001100844.1	6.46911	5.65722	6.05474	5.90446	8.46484	3.87487
NP_001100847.1	14.077	14.0936	11.1043	12.6154	13.5429	12.1679
NP_001100848.2	0.000258027	0.0	0.0	0.124398	0.129848	0.0413267
NP_001100849.1	0.0	0.576418	0.195537	0.0	0.0	0.151905
NP_001100850.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100856.1	0.0	0.0	0.0	0.00515766	0.0	0.00884891
NP_001100857.2	2.71911	2.68913	2.63136	2.98969	2.1543	2.54877
NP_001100861.1	0.0	0.0	0.0	0.0188511	0.0	0.00854033
NP_001100863.3	5.54821	7.34637	6.51253	7.72365	6.51816	7.80239
NP_001100864.1	11.5296	10.2413	10.5568	8.56519	11.9313	9.408
NP_001100869.1	12.3991	11.8591	10.1654	11.0797	11.4102	11.1792
NP_001100872.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100875.1	0.486897	0.510497	0.350454	0.46015	1.66686	0.0571567
NP_001100876.1	1.31788	1.15309	1.26102	1.40982	1.67311	0.923923
NP_001100878.1	0.921271	1.00708	0.635769	0.692753	0.676776	0.441065
NP_001100879.1	11.1961	10.1131	6.53309	10.2189	7.87974	11.263
NP_001100881.1	4.55074	3.33884	3.94521	3.84029	4.46419	1.4295
NP_001100884.1	0.0	0.113299	0.0	0.0466135	0.0	0.0
NP_001100885.2	0.540002	0.400809	0.461017	0.327554	0.411886	0.245052
NP_001100887.2	0.0	0.270273	0.158856	0.211954	0.0750022	0.0572546
NP_001100888.2	3.80088	3.75109	3.30313	4.23708	4.44448	2.52127
NP_001100890.1	6.17154	5.85357	6.94647	5.59322	6.64927	5.04928
NP_001100891.1	1.48061	1.43263	0.776732	1.23858	0.977845	0.955357
NP_001100892.1	20.5367	20.5973	21.5701	20.0551	21.9347	23.4022
NP_001100895.1	0.0	0.0832631	0.0	1.55437e-07	0.19831	0.0523856
NP_001100896.1	125.943	133.071	121.388	123.287	134.878	130.269
NP_001100897.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100898.2	2.7499	6.65082	5.63198	3.76112	3.0371	9.10872
NP_001100900.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100901.1	0.0	0.0180833	0.0	0.0	0.0	0.00735384
NP_001100902.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100905.1	2.80261e-05	0.00450617	0.141577	0.139045	0.212546	0.0658026
NP_001100906.1	11.3965	10.0447	11.3675	10.1047	7.1607	9.26608
NP_001100907.1	0.235702	0.205375	0.181225	0.181164	0.169446	0.281392
NP_001100911.1	0.0	0.0	0.415511	0.147594	0.0	0.0
NP_001100914.1	0.989434	0.786692	0.684354	0.730895	1.79333	0.402084
NP_001100916.1	6.14175	5.9576	6.26171	5.92919	6.68746	5.70836
NP_001100917.2	3.29506	2.72148	1.37594	1.62385	3.39234	0.522383
NP_001100918.1	5.76278	5.56392	5.63438	4.65962	6.27422	4.12003
NP_001100919.1	0.0	0.0	0.0	0.00441599	0.0112897	0.0
NP_001100920.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100921.1	8.79474	9.21581	6.72512	8.03056	10.2699	6.63345
NP_001100922.1	29.0099	29.5548	25.2664	33.9134	32.5323	33.3029
NP_001100927.1	31.441	35.1907	27.6605	38.5582	35.3222	40.0978
NP_001100928.2	0.0	0.00522337	0.018471	0.0132839	0.0275971	0.00527689
NP_001100929.1	0.395111	1.40278	0.733061	1.8166	0.544998	0.741584
NP_001100930.1	0.0146978	0.786727	0.0	0.00115384	0.0	2.37962
NP_001100934.2	2.04855	2.59816	1.25496	1.62887	2.53645	2.50269
NP_001100935.1	1.74997	1.98655	1.63902	2.22475	3.13945	0.764162
NP_001100936.2	4.82645	4.94639	1.39796	6.20767	4.95531	5.34672
NP_001100937.1	1.1223	0.0	2.9393	0.487524	0.0	0.528126
NP_001100938.1	2.33297	2.05993	1.97164	1.98424	2.1505	1.6377
NP_001100939.1	0.394376	0.323441	0.370129	0.17862	0.380303	0.295313
NP_001100940.1	0.0	0.32763	0.522177	0.121292	0.180643	0.597674
NP_001100941.2	18.9589	14.355	17.6225	16.8013	14.3931	18.5886
NP_001100942.1	3.23483	3.83256	2.91096	3.03415	3.21478	2.80973
NP_001100943.1	0.358374	0.517315	0.841058	0.585889	0.748618	0.177166
NP_001100945.1	27.7473	24.267	27.2286	26.1262	24.2838	25.0013
NP_001100946.1	0.289361	0.202723	0.590866	0.377426	0.548902	0.26334
NP_001100948.1	5.25849	4.24137	5.5633	6.05607	5.38417	6.56249
NP_001100949.1	0.0	0.1329	0.742231	0.361974	0.354836	0.0
NP_001100950.2	10.2367	8.49506	13.7714	16.9647	14.6122	21.0019
NP_001100951.1	0.0	0.0	7.22548e-10	1.05461e-09	0.0273125	0.0
NP_001100952.1	37.9652	35.7288	36.8496	40.2392	34.5819	46.0176
NP_001100953.1	11.8909	12.7122	12.2262	11.9012	10.6506	17.5255
NP_001100957.1	1.29423	1.70615	1.38412	1.84279	1.49487	1.89172
NP_001100958.1	0.108604	0.0	0.0	0.0	0.0	0.0273708
NP_001100961.1	0.0	0.274731	0.957633	0.739139	0.0891757	0.376629
NP_001100962.1	0.803077	1.67488	0.561898	0.815392	1.37971	2.27809
NP_001100963.2	26.7833	23.5816	28.4632	19.0496	28.1191	26.3078
NP_001100964.1	5.86277	6.45613	6.53074	5.18043	6.64377	6.15877
NP_001100965.1	0.0	0.247245	0.00632265	0.146883	0.206868	0.215223
NP_001100967.2	38.4875	38.575	36.8661	43.4187	35.7281	43.44
NP_001100968.1	7.12555	6.52014	6.78713	6.14498	6.27368	7.96888
NP_001100971.1	0.410751	0.435341	0.318916	0.708891	0.670799	0.991017
NP_001100972.1	0.0	0.0675193	0.406754	0.0	0.0	0.0
NP_001100973.1	0.183944	0.135838	0.0555831	0.087363	0.198849	0.168405
NP_001100974.1	0.0287727	0.0343526	0.0	0.0244481	0.0622563	0.0139682
NP_001100975.1	0.931504	1.05942	0.890756	0.739972	0.837304	0.50245
NP_001100976.1	1.66278	1.2842	1.1947	1.12498	0.90045	1.1383
NP_001100977.1	8.74282	7.14256	5.20118	7.26204	5.89068	5.75994
NP_001100978.2	0.0	0.0	0.0	0.354518	0.0	0.171694
NP_001100979.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001100982.1	0.0	1.71289	1.92465	1.14754	1.6472	1.7089
NP_001100983.1	41.3615	34.4968	44.6679	40.4547	39.7845	41.746
NP_001100984.2	11.5222	12.7779	14.0318	11.1909	11.6499	8.50418
NP_001100985.1	0.756617	0.526182	0.526648	0.598598	0.915358	0.648176
NP_001100988.1	3.50033	1.55553	1.2628	2.97316	2.31148	2.31132
NP_001100989.1	0.0	0.0	0.0	0.164765	0.412546	0.0992051
NP_001100991.1	0.0	0.0520163	0.0304895	0.0411343	0.0418954	0.00705031
NP_001100992.1	0.0	0.0266319	0.0	0.0	0.0	0.0
NP_001100994.1	37.0194	30.5506	25.4328	26.1546	24.8473	39.8573
NP_001100995.1	9.64476	10.7945	9.71143	9.55927	10.8076	9.78199
NP_001100998.1	13.7098	13.6119	18.7725	20.3338	15.3961	20.0506
NP_001101000.1	7.2809	7.32602	6.22171	5.80005	6.19245	5.31177
NP_001101001.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001101003.2	1.53449	1.14501	0.580504	0.886971	0.835086	1.16337
NP_001101004.1	6.16358	6.97939	6.59346	6.74779	6.35397	5.44271
NP_001101005.1	0.0192274	0.0229253	0.0402265	0.010769	0.0139542	0.00928396
NP_001101007.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001101010.1	8.55618	9.30112	5.33131	9.90659	8.24873	8.67319
NP_001101011.1	2.43336	0.785345	0.0	0.000127173	0.586742	1.17367
NP_001101014.2	1.55742	1.61528	1.68984	1.48943	1.08263	3.78396
NP_001101015.1	35.0098	34.9281	32.24	35.2722	32.0568	29.2012
NP_001101016.2	59.3973	53.404	59.6835	58.0487	54.245	52.0386
NP_001101018.2	1.54447	0.985092	0.911601	0.98326	1.92231	0.640832
NP_001101020.1	1.09289	0.751548	0.18618	0.951809	0.270295	0.801591
NP_001101021.2	9.13226	10.0339	9.78344	11.318	9.13453	8.85423
NP_001101024.2	2.11865	3.05696	1.4929	2.39358	2.32627	1.45947
NP_001101025.1	0.0	0.0	0.738809	0.147961	0.676114	0.0362869
NP_001101026.1	7.65112	7.20522	8.09455	6.91296	6.69162	7.73399
NP_001101028.1	0.0	0.124734	0.0	0.0	0.0	0.0
NP_001101030.1	6.79036	3.65616	4.57971	5.27028	6.26786	3.13791
NP_001101032.1	0.159994	0.123579	0.100651	0.103494	0.12653	0.138992
NP_001101035.1	7.43177	5.84408	5.52603	5.59216	6.78996	5.22711
NP_001101037.1	49.2041	60.3557	47.9177	55.0417	56.2827	53.7397
NP_001101038.2	21.7698	24.0847	21.131	22.7079	23.5364	22.31
NP_001101039.1	5.18518	3.80399	4.7085	4.86249	5.0166	4.16315
NP_001101040.2	1.95016	2.09349	1.90333	2.26598	1.50238	2.79384
NP_001101043.1	0.498803	0.418649	0.49941	0.443569	0.645824	0.692283
NP_001101044.1	10.0547	10.845	9.7197	11.7384	10.9572	12.4045
NP_001101045.1	1.78065	0.0	0.0	0.383077	0.0	0.207449
NP_001101046.1	5.87649	5.95015	5.66861	6.59161	5.54325	7.04877
NP_001101047.1	0.107595	0.16208	0.22647	0.0463536	0.0780901	0.303841
NP_001101049.1	0.0	0.0	0.0330431	0.0	0.0227105	0.0076475
NP_001101050.1	0.0716141	0.173765	0.0755014	0.0831044	0.0	0.0177326
NP_001101051.2	0.796886	0.366828	0.558195	0.687806	0.86036	0.159838
NP_001101052.2	1.97135	2.53697	1.27742	2.74479	2.25198	1.92699
NP_001101054.1	7.64193	8.92953	8.42368	8.30949	9.93193	8.02143
NP_001101055.1	8.0419	8.08396	6.31163	8.81535	9.11469	7.75239
NP_001101056.1	14.7058	14.924	14.0019	14.0301	14.4014	15.2109
NP_001101057.1	0.00132599	0.0499451	0.0	0.0935299	0.0	0.0167463
NP_001101058.1	17.6181	19.154	20.1508	15.7926	19.979	16.1518
NP_001101059.1	1.21606	1.24894	0.448243	0.596095	1.06098	0.674083
NP_001101061.1	0.88358	1.33294	1.53116	1.40381	0.506262	1.83201
NP_001101062.1	0.101581	0.0	0.0	0.114715	0.000657665	0.0
NP_001101064.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001101065.1	0.783199	0.495974	0.3082	0.525591	0.581905	0.450616
NP_001101067.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001101072.1	0.0325339	0.0	0.0	0.0	0.0	0.0158215
NP_001101073.1	3.79703	4.01696	4.44878	4.08675	3.86651	5.1322
NP_001101074.2	4.09166	3.64552	3.09327	3.06536	3.79617	1.47462
NP_001101076.2	5.55075e-06	0.284077	1.07146e-05	3.37869e-09	0.000388625	3.8866e-06
NP_001101077.2	13.5585	15.1987	15.9357	13.2008	13.6823	13.2123
NP_001101092.1	3.52245	2.1791	2.38244	4.49343	3.14914	2.81616
NP_001101093.1	0.398861	0.17191	0.30614	0.0750035	0.385518	0.0812469
NP_001101095.2	0.0	0.0	0.0	0.0	2.72666e-06	0.0
NP_001101096.1	6.18873	4.73659	5.73114	6.085	6.78505	5.89144
NP_001101099.2	0.0	0.0	0.0	0.021401	0.0181851	0.0
NP_001101100.1	0.0	0.070434	0.0411712	0.0111605	0.0566598	0.0191107
NP_001101101.2	8.71164	4.66397	10.223	7.80651	8.12344	7.54923
NP_001101104.1	2.49613	1.88373	2.14201	2.30747	2.82626	1.68505
NP_001101111.1	0.0142304	0.00451686	0.0	0.00995506	0.0204517	0.0
NP_001101114.1	40.1427	41.4018	37.3206	45.6675	36.7172	37.8522
NP_001101115.1	0.460676	0.519479	0.118808	0.682417	0.86591	0.227938
NP_001101117.1	1.62454	1.70225	2.04095	1.89034	1.96225	1.01968
NP_001101121.1	0.223508	0.237856	1.83124e-09	0.397665	3.2655e-09	0.199025
NP_001101122.1	13.5286	12.7638	11.4587	12.0407	13.7594	12.3245
NP_001101123.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001101124.1	19.4794	20.9879	21.7506	22.4002	22.409	21.8656
NP_001101125.2	11.5151	13.7039	13.9219	14.8488	13.8324	15.654
NP_001101126.2	0.0237039	0.0140796	0.0125	0.0374691	0.0315811	0.014369
NP_001101128.3	0.0	0.0383849	1.33166	0.0386212	0.578335	0.0
NP_001101129.1	0.738407	0.461907	0.685817	0.774012	0.76865	0.480363
NP_001101130.1	0.0	0.0	0.0584138	0.0638158	0.0402943	0.0272762
NP_001101135.1	10.3021	7.41477	7.77442	6.47717	18.3721	1.2656
NP_001101141.1	0.0	0.0772168	0.0339156	0.0183297	0.0699391	0.0392589
NP_001101142.1	8.9814	9.59108	9.20793	8.69205	10.0148	8.79232
NP_001101144.1	22.1665	22.3774	22.3729	21.4381	23.3457	19.3123
NP_001101145.2	1.50886	1.30915	1.04492	1.07787	1.23594	1.21693
NP_001101146.1	7.61897	5.83861	7.36436	5.71885	5.79019	5.99043
NP_001101148.1	10.1633	9.42061	10.965	8.6952	8.28655	6.25702
NP_001101149.2	18.5899	17.7372	15.7629	18.2096	19.2405	15.4061
NP_001101150.1	150.556	177.549	144.749	153.217	176.126	166.683
NP_001101151.1	17.8527	14.377	17.9739	15.8696	16.6163	12.452
NP_001101152.1	33.3718	39.2734	33.8951	46.3309	40.3064	31.6361
NP_001101153.1	0.0	0.0	0.0	0.0	0.0	1.47732e-09
NP_001101155.1	1.05314	1.29469	1.54808	1.39663	1.14432	1.12212
NP_001101156.1	0.0	0.0	0.0	0.0	0.0	0.0
NP_001101157.2	0.0	0.0765341	0.0666623	0.0913634	0.0460389	0.124868
NP_001101158.1	17.5274	13.6921	23.9793	16.5965	16.6166	13.4879
NP_001101162.1	0.998909	0.869961	0.993034	0.829605	1.00736	0.640992
NP_001101164.1	0.0	0.0	0.0	0.0	3.22504e-08	0.0
NP_001101165.1	25.7486	24.2403	27.0529	24.9443	23.9157	27.8474
NP_001101166.1	12.2197	12.5315	15.5494	13.8804	10.4827	11.1153
NP_001101167.1	3.74178	3.31559	1.9523	2.98158	3.0775	1.00255
NP_001101168.1	2.966	1.76913	2.23938	2.06962	2.62343	2.37823
NP_001101169.2	0.0	0.0	0.0	0.0247169	0.0	0.0
NP_001101170.1	32.1728	29.2533	31.7548	32.9014	28.4726	35.6505
NP_001101171.1	0.605534	0.700259	0.802391	0.560497	0.652553	0.694676
NP_001101172.1	7.89787e-05	6.96747e-05	0.000164789	3.56455e-05	0.00012267	2.91802e-05
NP_001101173.2	0.913783	0.847307	0.570976	1.01962	0.994666	0.42521
NP_001101175.1	9.45761	10.2913	9.28834	9.94073	10.2249	9.28852
NP_001101177.1	1.82555	1.72877	1.66817	1.98583	1.61926	1.5272
NP_001101178.1	13.8034	12.9013	14.0602	11.1338	9.71727	15.321
NP_001101179.1	2.72343	4.72993	3.68872	3.11339	3.60748	2.57857
NP_001101180.1	1.88758	1.83867	1.41394	1.54926	2.64053	0.250934
NP_001101181.1	3.05286	2.75466	2.3291	2.38676	2.48592	2.73152
NP_001101182.2	8.82382	9.71337	10.1584	9.72858	7.63047	8.85585
NP_001101185.2	0.0	0.0	0.0	0.00475887	0.0	0.0
NP_001101187.1	0.220371	0.0032558	0.00273965	0.0997707	0.252561	0.0443845
NP_001101192.1	2.28027	2.06765	2.87353	3.07436	3.0519	1.84416
