Orthogroup	dana	dere	dgri	dmel	dmoj	dper	dpse	dsec	dsim	dvir	dwil	dyak
OG0000149	FBpp0119950	FBpp0130315, FBpp0141205	FBpp0148996	FBpp0082969, FBpp0111645, FBpp0111646	FBpp0171333, FBpp0172932, FBpp0172933	FBpp0176697, FBpp0176698, FBpp0177618	GA12902-PA	FBpp0194376, FBpp0196756	FBpp0217605, FBpp0313176, FBpp0315708	FBpp0237691, FBpp0237692, FBpp0238651, FBpp0238652, FBpp0238653, FBpp0238655	FBpp0243293, FBpp0248026, FBpp0248325	FBpp0255906, FBpp0270523
OG0000151	FBpp0120752, FBpp0120753, FBpp0120754	FBpp0129932, FBpp0129933, FBpp0129935, FBpp0129936	FBpp0148730	FBpp0084196, FBpp0100074, FBpp0422605	FBpp0172902	FBpp0185820	GA11254-PA	FBpp0199306, FBpp0199307, FBpp0199308, FBpp0199310	FBpp0219599, FBpp0219601, FBpp0314674, FBpp0318035, FBpp0325293	FBpp0237662	FBpp0242070	FBpp0268593, FBpp0268594, FBpp0268596, FBpp0268597, FBpp0268598
OG0000163	FBpp0123902, FBpp0126295	FBpp0130887, FBpp0131700	FBpp0152691, FBpp0156236	FBpp0084061, FBpp0289395	FBpp0171893, FBpp0173187	FBpp0185987, FBpp0186084	GA11619-PA, GA19869-PA	FBpp0202908, FBpp0202918, FBpp0203971, FBpp0204958	FBpp0216690, FBpp0313133, FBpp0317917, FBpp0320743, FBpp0321611	FBpp0236924, FBpp0237820	FBpp0241314, FBpp0251963	FBpp0255804, FBpp0260186
OG0000167	FBpp0116525, FBpp0116526	FBpp0140863, FBpp0140865, FBpp0288591	FBpp0151149, FBpp0153738, FBpp0153740	FBpp0307635	FBpp0160087, FBpp0169637, FBpp0169638	FBpp0184758, FBpp0184764, FBpp0184765, FBpp0184766, FBpp0187081		FBpp0201582, FBpp0201583	FBpp0314323, FBpp0327225	FBpp0234366, FBpp0234511, FBpp0234512	FBpp0251245, FBpp0251246	FBpp0259123, FBpp0259124, FBpp0259125
OG0000169	FBpp0117371, FBpp0117372	FBpp0143479, FBpp0143480	FBpp0145173, FBpp0145174, FBpp0145175, FBpp0148726	FBpp0077274, FBpp0077275	FBpp0165969, FBpp0165980	FBpp0182715, FBpp0182716	GA13708-PA, GA17181-PA	FBpp0199887, FBpp0199888	FBpp0221624	FBpp0231603, FBpp0231604, FBpp0231605, FBpp0231606	FBpp0242027, FBpp0247604, FBpp0247605, FBpp0247606	FBpp0263235, FBpp0263236
OG0000185	FBpp0118469, FBpp0118493	FBpp0135329, FBpp0142015, FBpp0143096	FBpp0144158	FBpp0079253, FBpp0291992, FBpp0300177, FBpp0300178	FBpp0164658	FBpp0183504	GA21088-PA	FBpp0194619, FBpp0196854, FBpp0199736, FBpp0200767	FBpp0218645, FBpp0313271, FBpp0315589, FBpp0323029, FBpp0325381	FBpp0231699	FBpp0244124	FBpp0256154, FBpp0260220, FBpp0269185
OG0000187	FBpp0120615, FBpp0120616, FBpp0120617, FBpp0120618	FBpp0130808, FBpp0130811	FBpp0153275	FBpp0084234, FBpp0288491	FBpp0166612, FBpp0171787	FBpp0186207, FBpp0186208, FBpp0186209	GA16006-PA, GA16150-PA	FBpp0199206, FBpp0199207	FBpp0216614, FBpp0320798, FBpp0322895	FBpp0238176	FBpp0243477, FBpp0243478, FBpp0243480	FBpp0255723, FBpp0255724
OG0000194	FBpp0123919, FBpp0125512	FBpp0130024, FBpp0136863	FBpp0146281, FBpp0153325	FBpp0071296, FBpp0084383	FBpp0163971, FBpp0171841	FBpp0179984, FBpp0185567, FBpp0185954	GA15574-PA	FBpp0191798, FBpp0192853, FBpp0192854	FBpp0219684, FBpp0326509	FBpp0233574, FBpp0238283, FBpp0238287	FBpp0245303, FBpp0248110, FBpp0248287	FBpp0262809, FBpp0268679
OG0000195	FBpp0126712, FBpp0126713	FBpp0132625, FBpp0133871, FBpp0133872	FBpp0149741, FBpp0149742	FBpp0076699, FBpp0076700	FBpp0161834, FBpp0161835, FBpp0161837	FBpp0179663, FBpp0179664	GA19981-PA, GA19982-PA	FBpp0192548, FBpp0196236, FBpp0196237, FBpp0201155	FBpp0212340, FBpp0212341	FBpp0227155, FBpp0227157	FBpp0246409, FBpp0246412	FBpp0266553
OG0000197	FBpp0115293, FBpp0115294, FBpp0115336	FBpp0140401, FBpp0140402	FBpp0153686, FBpp0153689, FBpp0153690, FBpp0159139, FBpp0159140, FBpp0159141	FBpp0085931, FBpp0312614	FBpp0169535, FBpp0169537	FBpp0180822	GA13034-PA	FBpp0203332	FBpp0209750, FBpp0209751, FBpp0209752, FBpp0327839	FBpp0236461	FBpp0248535	FBpp0256944, FBpp0256945, FBpp0256946
OG0000213	FBpp0120398, FBpp0122397	FBpp0134886, FBpp0136846	FBpp0156268	FBpp0071243, FBpp0310736, FBpp0310744	FBpp0164728, FBpp0173219	FBpp0177921, FBpp0177922, FBpp0190942	GA13676-PA, GA17352-PA	FBpp0193138, FBpp0205273	FBpp0215342, FBpp0313288, FBpp0313973	FBpp0233686, FBpp0238051	FBpp0240510, FBpp0254530	FBpp0262789, FBpp0270952
OG0000217	FBpp0122070, FBpp0122071	FBpp0130138, FBpp0130139	FBpp0154204, FBpp0157817	FBpp0084646, FBpp0084647	FBpp0160084, FBpp0169185, FBpp0171053	FBpp0187759, FBpp0187760, FBpp0189717	GA14917-PA	FBpp0197852, FBpp0197853	FBpp0219770, FBpp0219771, FBpp0318465	FBpp0234050, FBpp0235634	FBpp0251787, FBpp0251788	FBpp0268791, FBpp0268792
OG0000223	FBpp0115410, FBpp0116882	FBpp0138925, FBpp0139298	FBpp0157019	FBpp0071595, FBpp0086780, FBpp0086782, FBpp0428453	FBpp0168153	FBpp0175377, FBpp0175790	GA15751-PA	FBpp0197172, FBpp0202557, FBpp0202943	FBpp0209017, FBpp0209367, FBpp0223576	FBpp0235725, FBpp0235726	FBpp0239788, FBpp0239791	FBpp0257550, FBpp0258694, FBpp0264251
OG0000225	FBpp0115608	FBpp0136458, FBpp0138050	FBpp0145784, FBpp0149428	FBpp0111438, FBpp0302543, FBpp0428094	FBpp0164063, FBpp0164883, FBpp0171687			FBpp0195073, FBpp0204058	FBpp0215643, FBpp0312901, FBpp0322196	FBpp0224487, FBpp0233617, FBpp0233618	FBpp0241522, FBpp0244177, FBpp0248930, FBpp0254082	FBpp0261168, FBpp0262230, FBpp0262232
OG0000227	FBpp0117253, FBpp0117254, FBpp0117255	FBpp0128897, FBpp0128898	FBpp0147240	FBpp0100168, FBpp0100169	FBpp0166132, FBpp0167026, FBpp0167027	FBpp0190488	GA16423-PA	FBpp0192857, FBpp0192868	FBpp0220622, FBpp0220623	FBpp0232051, FBpp0232052, FBpp0232053, FBpp0232054	FBpp0253117, FBpp0253118, FBpp0253120	FBpp0258272, FBpp0258283
OG0000229		FBpp0137639, FBpp0137650, FBpp0137661		FBpp0082113, FBpp0110078, FBpp0292848, FBpp0292849		FBpp0178028, FBpp0191250, FBpp0191251, FBpp0191252	GA11091-PA, GA14975-PA	FBpp0195084, FBpp0205524, FBpp0205526, FBpp0205527, FBpp0205528, FBpp0205529	FBpp0217249, FBpp0217250, FBpp0318438, FBpp0325900			FBpp0271218, FBpp0271219, FBpp0271220
OG0000234	FBpp0113490, FBpp0127370	FBpp0132016, FBpp0134528	FBpp0149514	FBpp0075125, FBpp0075192	FBpp0166102	FBpp0181955, FBpp0181971, FBpp0182096, FBpp0182117, FBpp0182554	GA11997-PA	FBpp0205896, FBpp0207091	FBpp0210892, FBpp0213021	FBpp0227050	FBpp0245699, FBpp0246785	FBpp0267813, FBpp0267910, FBpp0268107, FBpp0268187
OG0000236	FBpp0118576, FBpp0123735	FBpp0131691, FBpp0136098, FBpp0143708	FBpp0147663, FBpp0153496	FBpp0076949, FBpp0088641, FBpp0112618	FBpp0167114, FBpp0172848	FBpp0176393, FBpp0190535		FBpp0197566, FBpp0204113, FBpp0204692	FBpp0222836, FBpp0316652	FBpp0225609, FBpp0231819	FBpp0241381, FBpp0247393	FBpp0260322, FBpp0266011
OG0000239	FBpp0119311, FBpp0119312	FBpp0129817, FBpp0129818	FBpp0148091	FBpp0083982, FBpp0083983	FBpp0171310, FBpp0171311	FBpp0187468, FBpp0187469	GA12403-PA, GA19517-PA	FBpp0208056, FBpp0208057, FBpp0208058	FBpp0219484, FBpp0321408	FBpp0238625, FBpp0238626	FBpp0240877, FBpp0240878, FBpp0240879	FBpp0268473, FBpp0268474
OG0000250	FBpp0124907, FBpp0124909	FBpp0138257, FBpp0138258	FBpp0145747	FBpp0309770	FBpp0163533	FBpp0180509, FBpp0185334	GA14833-PA	FBpp0198333, FBpp0203548, FBpp0204114, FBpp0204542, FBpp0204543, FBpp0204544, FBpp0204545	FBpp0324241, FBpp0327174	FBpp0233791, FBpp0233792	FBpp0249081, FBpp0249082	FBpp0262919, FBpp0262920
OG0000256	FBpp0115866, FBpp0127798	FBpp0134230, FBpp0139417	FBpp0148655, FBpp0155727	FBpp0075461, FBpp0085615	FBpp0160707, FBpp0170009	FBpp0181736, FBpp0185123	GA18578-PA, GA21534-PA	FBpp0198337, FBpp0201272, FBpp0206945	FBpp0212893, FBpp0323033	FBpp0228101, FBpp0234944	FBpp0248676, FBpp0249621	FBpp0258820, FBpp0267025
OG0000260	FBpp0116803	FBpp0135601, FBpp0138211	FBpp0148764, FBpp0154899, FBpp0156564	FBpp0082224, FBpp0082229, FBpp0310800	FBpp0170385, FBpp0172907	FBpp0184197, FBpp0187012		FBpp0205584, FBpp0207417	FBpp0217309, FBpp0218903, FBpp0318454	FBpp0235443, FBpp0236016, FBpp0237666	FBpp0248603	FBpp0259412, FBpp0269454, FBpp0271281
OG0000263	FBpp0125140	FBpp0131156, FBpp0131157	FBpp0146655, FBpp0146656	FBpp0428427	FBpp0165110	FBpp0178557, FBpp0178560, FBpp0178562, FBpp0179212	GA11663-PA	FBpp0200352, FBpp0200353, FBpp0200354, FBpp0204978	FBpp0326665	FBpp0231057, FBpp0231059	FBpp0254057, FBpp0254058	FBpp0259590, FBpp0261951, FBpp0261952
OG0000267	FBpp0113677, FBpp0125536, FBpp0126842	FBpp0138033	FBpp0148508	FBpp0073670, FBpp0111393	FBpp0162706, FBpp0168396	FBpp0183954		FBpp0198260, FBpp0199067	FBpp0319861, FBpp0325762	FBpp0226267, FBpp0233729, FBpp0234657	FBpp0241870, FBpp0249596, FBpp0251454, FBpp0251730, FBpp0252951	FBpp0261150, FBpp0270188
OG0000270	FBpp0118082, FBpp0118193, FBpp0118197	FBpp0141290, FBpp0142790, FBpp0143670		FBpp0080224, FBpp0080253, FBpp0080393, FBpp0290954		FBpp0190105		FBpp0196194, FBpp0197187, FBpp0200146	FBpp0220395, FBpp0222374, FBpp0222456		FBpp0239619, FBpp0247223, FBpp0247224, FBpp0247439	FBpp0258113, FBpp0264050, FBpp0269863
OG0000275	FBpp0119320, FBpp0126327	FBpp0130616, FBpp0130689	FBpp0151351, FBpp0154037	FBpp0084666, FBpp0112410	FBpp0171988, FBpp0173590	FBpp0176404, FBpp0187971	GA12297-PA	FBpp0192208, FBpp0197773	FBpp0318337, FBpp0319373, FBpp0324462	FBpp0237190, FBpp0238797	FBpp0241285, FBpp0242063	FBpp0255524, FBpp0270402
OG0000276	FBpp0119361, FBpp0123060	FBpp0135792, FBpp0136018	FBpp0155773, FBpp0155774	FBpp0091011, FBpp0091039	FBpp0169584, FBpp0169586	FBpp0187384		FBpp0207609, FBpp0207842	FBpp0213514, FBpp0219290, FBpp0222172	FBpp0236511, FBpp0236512	FBpp0248128, FBpp0248129, FBpp0248470, FBpp0253141	FBpp0269659, FBpp0269881
OG0000284	FBpp0121425, FBpp0123129, FBpp0127131, FBpp0127132, FBpp0127743	FBpp0130764, FBpp0130766, FBpp0130767, FBpp0132132		FBpp0075095, FBpp0084295, FBpp0084296, FBpp0288643				FBpp0191696, FBpp0191697, FBpp0191698, FBpp0207143	FBpp0213075, FBpp0216572, FBpp0216573			FBpp0255676, FBpp0255677, FBpp0255678, FBpp0264893
OG0000285	FBpp0121426, FBpp0121427	FBpp0130769, FBpp0130770	FBpp0157339, FBpp0157343	FBpp0112298, FBpp0290685	FBpp0159563, FBpp0159564	FBpp0186404, FBpp0186405	GA16002-PA	FBpp0191700, FBpp0191702, FBpp0199329	FBpp0313509, FBpp0325713	FBpp0224614, FBpp0224615	FBpp0243532, FBpp0243533	FBpp0255681, FBpp0255682
OG0000290	FBpp0122335, FBpp0122351	FBpp0136879, FBpp0137499	FBpp0145716, FBpp0146816	FBpp0071364, FBpp0307845	FBpp0163831, FBpp0165212	FBpp0180492, FBpp0180705	GA14719-PA, GA15110-PA	FBpp0200301, FBpp0200303	FBpp0313736, FBpp0313951	FBpp0233138, FBpp0233845	FBpp0254507, FBpp0254707	FBpp0260435, FBpp0262829
OG0000295	FBpp0114052, FBpp0126737	FBpp0132929, FBpp0133899	FBpp0149074, FBpp0149753	FBpp0076691, FBpp0303373	FBpp0161323, FBpp0161846	FBpp0177380	GA21081-PA	FBpp0196270, FBpp0200222, FBpp0204567, FBpp0206603	FBpp0212367, FBpp0212564	FBpp0227170, FBpp0227797	FBpp0241728, FBpp0252899	FBpp0265823, FBpp0266582
OG0000296	FBpp0116124, FBpp0122980	FBpp0138895, FBpp0141080	FBpp0154213, FBpp0155506, FBpp0157577	FBpp0086905, FBpp0308250	FBpp0168786, FBpp0169194	FBpp0174702, FBpp0175592	GA17750-PA	FBpp0201797, FBpp0202913	FBpp0209336, FBpp0317238	FBpp0235561, FBpp0235647	FBpp0249914, FBpp0250016	FBpp0257518, FBpp0258415
OG0000303	FBpp0127636	FBpp0133315, FBpp0133316	FBpp0149348, FBpp0149349, FBpp0149914	FBpp0072547, FBpp0099861	FBpp0162260, FBpp0162261	FBpp0180273	GA16831-PA	FBpp0194660, FBpp0194661, FBpp0194662, FBpp0195866, FBpp0195868	FBpp0212000, FBpp0212001	FBpp0226555, FBpp0226556	FBpp0250291	FBpp0266142, FBpp0266144
OG0000307	FBpp0114600, FBpp0115864	FBpp0139174, FBpp0139414	FBpp0153968, FBpp0156994	FBpp0085613, FBpp0086175	FBpp0167996, FBpp0170370	FBpp0175907, FBpp0180944	GA21496-PA	FBpp0201270, FBpp0203199	FBpp0223687, FBpp0323787, FBpp0325978	FBpp0235418, FBpp0236223	FBpp0245057, FBpp0248674	FBpp0256828, FBpp0258818
OG0000310	FBpp0115314, FBpp0115316, FBpp0115987	FBpp0142711, FBpp0143755	FBpp0154009, FBpp0154010, FBpp0155158, FBpp0156383	FBpp0087354, FBpp0087356, FBpp0087406	FBpp0169415	FBpp0175700	GA11614-PA	FBpp0202001, FBpp0202690, FBpp0202693	FBpp0315805, FBpp0323692	FBpp0234564	FBpp0246938, FBpp0247152	FBpp0264369
OG0000313	FBpp0115959	FBpp0139520, FBpp0140423	FBpp0147840, FBpp0154126, FBpp0155569, FBpp0155571, FBpp0157764	FBpp0085846, FBpp0085848, FBpp0085906	FBpp0168606	FBpp0180812, FBpp0181872		FBpp0201386, FBpp0203349	FBpp0209768, FBpp0223797	FBpp0236868	FBpp0252121, FBpp0252378, FBpp0253134	FBpp0256963, FBpp0258925
OG0000314	FBpp0116214	FBpp0139243	FBpp0154441	FBpp0071633, FBpp0071764, FBpp0071772, FBpp0298043	FBpp0168198	FBpp0181033	GA17537-PA	FBpp0197119, FBpp0197342, FBpp0197399, FBpp0197407, FBpp0204761, FBpp0204775	FBpp0210028, FBpp0223533, FBpp0316686, FBpp0324121, FBpp0326358	FBpp0234360	FBpp0249968	FBpp0256691
OG0000323	FBpp0113615, FBpp0127138	FBpp0132140, FBpp0133352	FBpp0150231, FBpp0150527	FBpp0072636, FBpp0111773	FBpp0161685, FBpp0162486	FBpp0184911	GA11127-PA, GA16827-PA	FBpp0195905, FBpp0207154	FBpp0314429, FBpp0325099	FBpp0226456, FBpp0226787	FBpp0246282, FBpp0249602	FBpp0264901, FBpp0266179
OG0000324	FBpp0117973	FBpp0139618, FBpp0139620	FBpp0145604, FBpp0145606	FBpp0292391, FBpp0303008	FBpp0166362, FBpp0166363	FBpp0178371, FBpp0186504	GA11722-PA, GA17345-PA	FBpp0198699, FBpp0198702	FBpp0320443, FBpp0324922	FBpp0230601, FBpp0230603	FBpp0252937, FBpp0252942	FBpp0257791, FBpp0257793
OG0000337	FBpp0120974, FBpp0125429	FBpp0130350, FBpp0131491	FBpp0150371, FBpp0158760	FBpp0085145, FBpp0304140	FBpp0163620, FBpp0171419	FBpp0191354	GA15928-PA	FBpp0194416, FBpp0197581, FBpp0200714	FBpp0219976, FBpp0325112	FBpp0233165, FBpp0238740	FBpp0251904, FBpp0254211	FBpp0255949, FBpp0261278
OG0000342	FBpp0122246, FBpp0122247	FBpp0137737, FBpp0137739	FBpp0151767, FBpp0151768	FBpp0302588	FBpp0170948, FBpp0170949	FBpp0185454, FBpp0185455	GA20228-PA	FBpp0200200, FBpp0200201, FBpp0204400, FBpp0204401	FBpp0315398	FBpp0233529, FBpp0233531	FBpp0248927, FBpp0248928	FBpp0262764, FBpp0262765
OG0000345	FBpp0113961, FBpp0113962		FBpp0148316, FBpp0148317, FBpp0148318, FBpp0148319		FBpp0162757, FBpp0162758, FBpp0162759	FBpp0185014, FBpp0185015		FBpp0196353, FBpp0196354, FBpp0196355, FBpp0196356	FBpp0318376, FBpp0318731	FBpp0226317	FBpp0248741, FBpp0248751, FBpp0248762	FBpp0267935, FBpp0267936
OG0000348	FBpp0116322, FBpp0123023	FBpp0139234, FBpp0139235	FBpp0155314, FBpp0155315	FBpp0296983	FBpp0170242, FBpp0170243	FBpp0175538, FBpp0175539	GA15651-PA, GA17234-PA	FBpp0203262, FBpp0203263, FBpp0203265	FBpp0209678	FBpp0236369, FBpp0236370	FBpp0252048, FBpp0252049	FBpp0256682, FBpp0256683
OG0000378	FBpp0119564	FBpp0128627	FBpp0147921	FBpp0079525, FBpp0085633	FBpp0173604	FBpp0188157, FBpp0188158		FBpp0192336, FBpp0192337, FBpp0199371, FBpp0201285, FBpp0201286	FBpp0218244, FBpp0223705, FBpp0321316	FBpp0228661	FBpp0241957, FBpp0242173, FBpp0252842	FBpp0258835, FBpp0263904
OG0000387	FBpp0122982	FBpp0143757, FBpp0143758	FBpp0150472, FBpp0150473	FBpp0087410, FBpp0087411, FBpp0087412	FBpp0163073, FBpp0163075	FBpp0175703, FBpp0175704	GA11889-PA	FBpp0202005, FBpp0202006	FBpp0319000, FBpp0320686, FBpp0323060	FBpp0226136	FBpp0247153	FBpp0266578, FBpp0266589
OG0000388	FBpp0123457, FBpp0123458	FBpp0137446, FBpp0137447	FBpp0145996, FBpp0145999	FBpp0073278, FBpp0073281	FBpp0160315, FBpp0160316	FBpp0178970	GA14170-PA, GA14229-PA	FBpp0192763, FBpp0192764	FBpp0214415, FBpp0314405	FBpp0230199	FBpp0245424, FBpp0245425	FBpp0260381, FBpp0260382
OG0000393	FBpp0125109, FBpp0125438	FBpp0136441, FBpp0137931	FBpp0151543, FBpp0151787	FBpp0073868, FBpp0073878	FBpp0165293, FBpp0165669	FBpp0180583, FBpp0180633	GA11766-PA	FBpp0204017, FBpp0204038	FBpp0322407	FBpp0230138, FBpp0230268	FBpp0245150, FBpp0246300	FBpp0261043, FBpp0262213
OG0000394	FBpp0125153	FBpp0139787		FBpp0080913, FBpp0080914, FBpp0291150, FBpp0293369, FBpp0293416	FBpp0164004, FBpp0166719	FBpp0190273	GA14521-PA	FBpp0204832, FBpp0204833, FBpp0204834	FBpp0222667, FBpp0222671, FBpp0313370, FBpp0317543, FBpp0324299, FBpp0327664		FBpp0244487	FBpp0258324
OG0000398	FBpp0126384	FBpp0131694, FBpp0135875	FBpp0148254, FBpp0153489	FBpp0081641, FBpp0110435	FBpp0173009, FBpp0174101	FBpp0186078, FBpp0187341	GA21816-PA	FBpp0204901, FBpp0207692	FBpp0317997, FBpp0323936	FBpp0225559, FBpp0238943	FBpp0240269, FBpp0240287	FBpp0259864, FBpp0269744
OG0000399	FBpp0126714, FBpp0126715, FBpp0126716	FBpp0133873		FBpp0076701, FBpp0076702				FBpp0196238, FBpp0196240, FBpp0196241, FBpp0201156, FBpp0201157	FBpp0212342, FBpp0212343, FBpp0315556, FBpp0322708, FBpp0328054		FBpp0246413, FBpp0246414	FBpp0265514, FBpp0265515, FBpp0266554, FBpp0266555
OG0000402	FBpp0114439	FBpp0138469	FBpp0154782, FBpp0156655		FBpp0167749, FBpp0170207	FBpp0184531		FBpp0193303, FBpp0199029, FBpp0199032, FBpp0199033, FBpp0199034, FBpp0199047	FBpp0214262, FBpp0315208, FBpp0323062, FBpp0324888, FBpp0328617	FBpp0235125, FBpp0235816	FBpp0248825	FBpp0256457
OG0000403	FBpp0114929, FBpp0128106	FBpp0133407, FBpp0140544	FBpp0150384, FBpp0156925	FBpp0072767, FBpp0085636	FBpp0170301	FBpp0188759	GA21460-PA	FBpp0195963, FBpp0203459, FBpp0204680	FBpp0209882, FBpp0212084	FBpp0227846, FBpp0235350	FBpp0241782, FBpp0245034	FBpp0257088, FBpp0265327
OG0000409	FBpp0115553, FBpp0115554	FBpp0141906, FBpp0141908	FBpp0154998, FBpp0154999	FBpp0087827, FBpp0087828	FBpp0167913, FBpp0167914	FBpp0175331, FBpp0175332		FBpp0202512, FBpp0202513	FBpp0312923, FBpp0313500	FBpp0236130, FBpp0236132	FBpp0250647, FBpp0250648	FBpp0264212, FBpp0264213
OG0000413	FBpp0115988	FBpp0139499	FBpp0155757, FBpp0155758	FBpp0309421, FBpp0309422, FBpp0309423	FBpp0169568, FBpp0169570	FBpp0175425, FBpp0175426, FBpp0175427		FBpp0201361, FBpp0201362	FBpp0316223, FBpp0318192, FBpp0328744	FBpp0236491, FBpp0236495	FBpp0249856, FBpp0249858	FBpp0258902
OG0000414	FBpp0116220	FBpp0139053, FBpp0139055	FBpp0154329	FBpp0086501, FBpp0086503, FBpp0423081	FBpp0168823	FBpp0175194	GA20821-PA	FBpp0197503, FBpp0203077, FBpp0203078	FBpp0209508, FBpp0210178, FBpp0315875	FBpp0229387	FBpp0250032	FBpp0258651, FBpp0258652, FBpp0259313, FBpp0259314
OG0000415	FBpp0116693, FBpp0116694	FBpp0138996, FBpp0138997	FBpp0153651	FBpp0086682, FBpp0312132	FBpp0169496	FBpp0174796, FBpp0174797	GA15623-PA, GA15625-PA	FBpp0203014, FBpp0203015	FBpp0209449, FBpp0209450	FBpp0236425	FBpp0248539, FBpp0250615, FBpp0250618	FBpp0258591, FBpp0258593
OG0000418	FBpp0117576, FBpp0117577	FBpp0143607, FBpp0143609, FBpp0143610	FBpp0147421	FBpp0078701, FBpp0078703, FBpp0289683	FBpp0171141	FBpp0183673, FBpp0183674	GA12715-PA	FBpp0200019, FBpp0200020	FBpp0221734, FBpp0316312, FBpp0319833		FBpp0242106	FBpp0270353, FBpp0270363, FBpp0270371
OG0000427	FBpp0117585, FBpp0118584	FBpp0129740	FBpp0147167, FBpp0147545, FBpp0159157	FBpp0080422, FBpp0289246	FBpp0166720	FBpp0190370		FBpp0198657, FBpp0198658, FBpp0199421, FBpp0207970	FBpp0326950, FBpp0327612		FBpp0244501	FBpp0255371, FBpp0258121, FBpp0258122, FBpp0263458
OG0000431	FBpp0114448, FBpp0116338, FBpp0119057, FBpp0119058, FBpp0119061, FBpp0122824, FBpp0122825, FBpp0122826	FBpp0141776, FBpp0142009		FBpp0079243, FBpp0080979, FBpp0289586				FBpp0194595, FBpp0194598, FBpp0202381	FBpp0208834, FBpp0326805			FBpp0256105, FBpp0256108, FBpp0264091
OG0000438	FBpp0121190	FBpp0134921, FBpp0142812	FBpp0155619	FBpp0088502, FBpp0312297	FBpp0159972, FBpp0170569	FBpp0180625, FBpp0188398	GA19046-PA	FBpp0192193, FBpp0196532	FBpp0217790, FBpp0218093	FBpp0225114, FBpp0232991	FBpp0241093, FBpp0252818	FBpp0259544, FBpp0270709
OG0000441	FBpp0122423	FBpp0136365, FBpp0142795	FBpp0151583, FBpp0156498	FBpp0073686, FBpp0080227	FBpp0170710, FBpp0171928	FBpp0178932	GA14886-PA	FBpp0196239, FBpp0198029, FBpp0199126	FBpp0220401, FBpp0321075	FBpp0233452, FBpp0237852	FBpp0254989	FBpp0262124, FBpp0269927
OG0000445	FBpp0123093, FBpp0123236	FBpp0137586		FBpp0071177, FBpp0292989		FBpp0179298	GA11406-PA	FBpp0192241, FBpp0202713, FBpp0202723	FBpp0326981, FBpp0327039		FBpp0241461, FBpp0241516, FBpp0245059, FBpp0245217, FBpp0246823, FBpp0247625, FBpp0252548	FBpp0257644, FBpp0262455
OG0000449	FBpp0124622	FBpp0138155	FBpp0146468, FBpp0146470, FBpp0149413	FBpp0070922	FBpp0165560	FBpp0190856, FBpp0190857, FBpp0190858	GA12985-PA	FBpp0194000, FBpp0194001, FBpp0194002, FBpp0194003, FBpp0194004	FBpp0317536	FBpp0230096	FBpp0249345, FBpp0254610	FBpp0261781
OG0000470	FBpp0113312	FBpp0133655, FBpp0133656	FBpp0150106, FBpp0150108	FBpp0072901, FBpp0072902, FBpp0289810		FBpp0189000	GA16810-PA	FBpp0196020, FBpp0196021, FBpp0196023	FBpp0212138, FBpp0212139, FBpp0314284	FBpp0227596	FBpp0248295	FBpp0266346, FBpp0266347
OG0000478	FBpp0120208, FBpp0120209	FBpp0130168, FBpp0130169	FBpp0147118, FBpp0154203	FBpp0084699, FBpp0307566	FBpp0171586	FBpp0188302	GA13054-PA	FBpp0194220, FBpp0194221	FBpp0219788, FBpp0317594	FBpp0238820	FBpp0251687, FBpp0251691	FBpp0264959, FBpp0268818
OG0000482	FBpp0120960, FBpp0121410	FBpp0130745, FBpp0135924	FBpp0152046	FBpp0081527, FBpp0084345	FBpp0172118	FBpp0177780, FBpp0186118		FBpp0191674, FBpp0205393, FBpp0207741	FBpp0216549, FBpp0219203	FBpp0237731	FBpp0241279, FBpp0241942	FBpp0255652, FBpp0269792
OG0000493	FBpp0115304, FBpp0123463	FBpp0136581, FBpp0143454	FBpp0146166	FBpp0300795	FBpp0160238, FBpp0173275	FBpp0182416, FBpp0182417	GA12839-PA	FBpp0201324, FBpp0204196	FBpp0313495, FBpp0318882, FBpp0324713	FBpp0230037	FBpp0245621	FBpp0262374, FBpp0263209
OG0000498	FBpp0124377, FBpp0124378	FBpp0137228	FBpp0155262	FBpp0070586, FBpp0311141, FBpp0311142	FBpp0165700	FBpp0178872	GA15534-PA	FBpp0191545, FBpp0193793, FBpp0204573, FBpp0208173, FBpp0208222	FBpp0322144, FBpp0325180	FBpp0230444	FBpp0239505	FBpp0261331
OG0000499	FBpp0124647	FBpp0131333	FBpp0158321	FBpp0070076, FBpp0070077, FBpp0111860	FBpp0165529	FBpp0184490	GA12237-PA	FBpp0197720, FBpp0197721, FBpp0200543, FBpp0200544, FBpp0204704	FBpp0214907, FBpp0214908	FBpp0230066	FBpp0245130, FBpp0245134	FBpp0261623
OG0000502	FBpp0115569, FBpp0124835, FBpp0124836	FBpp0141925, FBpp0141926		FBpp0087786, FBpp0087787	FBpp0168025	FBpp0181224, FBpp0181227	GA21174-PA	FBpp0202536, FBpp0202537	FBpp0208991, FBpp0208996, FBpp0321803	FBpp0236252	FBpp0250710	FBpp0264231, FBpp0264232
OG0000530	FBpp0115439, FBpp0115440, FBpp0115441	FBpp0129315, FBpp0129316, FBpp0129317	FBpp0154288	FBpp0088126, FBpp0088127	FBpp0169269	FBpp0175058	GA18217-PA	FBpp0202294, FBpp0202296, FBpp0202298	FBpp0208675, FBpp0315464	FBpp0229359	FBpp0250671	FBpp0269223
