vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5
173,-0.31062124248497,0.8070308995908445,2,0.7281267484455756,2.450138136944573e-17,0.7281267484455756,2.5078698009241608e-117,2.8067217295788297e-13,0.271873251554144
174,-0.3066132264529059,0.7889562315226529,2,0.7105869742771784,8.34710607874327e-20,0.7105869742771784,5.513968557749715e-125,1.6475765729479912e-15,0.28941302572281996
175,-0.3026052104208417,0.8228110945487755,2,0.6715610932434926,1.6378425980450233e-14,0.6715610932434926,2.8974518672789744e-107,3.093099641305847e-12,0.32843890675339804
176,-0.2985971943887776,0.811480622644696,2,0.6613136156856855,5.259128466784313e-16,0.6613136156856855,1.2306107398184996e-111,7.214053735446099e-14,0.3386863843142419
177,-0.2945891783567135,0.8142816136293748,2,0.6405115280330351,2.200759408466076e-15,0.6405115280330351,3.8611090973688194e-109,6.430290130801627e-14,0.3594884719668984
178,-0.2905811623246493,0.7938842607706743,2,0.5674514992021716,4.603381359216591e-18,0.5674514992021716,1.0791810372700407e-117,1.483752285761626e-16,0.43254850079782825
179,-0.2865731462925852,0.850570926503602,2,0.6219939500790036,1.0378592252681963e-09,0.6219939500790036,1.2210250017597437e-89,3.3178462293564995e-10,0.3780060485513526
180,-0.2825651302605211,0.8369227441997993,2,0.617518183244201,1.4617199053375395e-11,0.617518183244201,4.251593051970575e-95,2.745150538575509e-12,0.3824818167384367
181,-0.2785571142284569,0.8393072527351729,2,0.6137173363514596,4.5738845081911464e-11,0.6137173363514596,6.05919730785315e-93,2.4411166812941527e-12,0.38628266360036023
182,-0.2745490981963928,0.8145410799703987,2,0.5130764017598521,2.5452995731672483e-14,0.5130764017598521,2.159845557666118e-103,8.647923563680885e-16,0.4869235982401213
183,-0.2705410821643287,0.786682350401219,5,0.701139304039539,8.23315102633053e-18,0.298860695960461,4.652794830410053e-115,1.6751725475915085e-19,0.701139304039539
184,-0.2665330661322646,0.8609306157137302,2,0.6566561134311669,1.22736423973909e-07,0.6566561134311669,5.634747143571496e-80,1.7166833522238675e-10,0.3433437636607408
185,-0.2625250501002004,0.8212468336470439,5,0.5313041297478427,7.627620800546914e-13,0.4686958702513942,4.692358373032713e-97,3.745218061605665e-16,0.5313041297478427
186,-0.2585170340681363,0.8080795893391236,5,0.6618589313202661,2.3273014441267165e-14,0.3381410686797108,6.600337406494275e-102,2.9963795055791437e-18,0.6618589313202661
187,-0.2545090180360722,0.8319687334126116,5,0.5012155648012927,4.246632721605402e-11,0.49878443515623955,3.8368576699832594e-90,1.5172247236035836e-15,0.5012155648012927
188,-0.250501002004008,0.8475425787175787,2,0.5963629876119192,6.031326413766231e-09,0.5963629876119192,3.190275048635562e-82,8.515898095308822e-14,0.40363700635666916
189,-0.2464929859719439,0.8242969860546296,5,0.6151235029349469,9.929391652051252e-12,0.38487649705512356,1.7593553741530186e-91,2.1143111827780328e-17,0.6151235029349469
190,-0.2424849699398797,0.8508777363993429,2,0.6054594480131548,2.924912755403249e-08,0.6054594480131548,7.54624295388377e-79,4.4012667417864335e-14,0.39454052273767376
191,-0.2384769539078156,0.8475048974246613,2,0.5668997558847476,1.5206344238884253e-08,0.5668997558847476,2.29261091666149e-79,5.897238424973637e-15,0.4331002289089022
192,-0.2344689378757515,0.8048463980119023,5,0.8665340328735867,1.3850900775218661e-13,0.1334659671262749,7.981004611031167e-97,1.8294141679753907e-21,0.8665340328735867
193,-0.2304609218436875,0.8134178276198387,5,0.8270520121431627,2.351138221504899e-12,0.17294798785448617,4.5963217580975423e-92,1.0060731797648109e-20,0.8270520121431627
194,-0.2264529058116233,0.8465544928433524,2,0.5157232851213129,2.9939639007817945e-08,0.5157232851213129,6.158871547575713e-77,2.6836859079246094e-16,0.4842766849390477
195,-0.2224448897795592,0.7736521566459884,5,0.991279279078769,9.475915087626848e-17,0.00872072092123086,5.428034274787652e-107,1.636161390514004e-27,0.991279279078769
196,-0.2184368737474951,0.825406517150405,5,0.7886638419402037,2.0431793701767847e-10,0.21133615785547813,6.424973277192707e-84,2.3330270579780084e-20,0.7886638419402037
197,-0.2144288577154309,0.800260820681903,5,0.9622066703689602,3.325111054983852e-13,0.03779332963070717,1.6440391367430948e-93,1.0330503387155151e-24,0.9622066703689602
198,-0.2104208416833668,0.8198187984680276,5,0.8813604647734993,9.598448905176517e-11,0.11863953513051613,2.764508200822044e-84,3.4314424216685266e-22,0.8813604647734993
199,-0.2064128256513027,0.8238365436583853,5,0.8677442253778115,4.018540781115353e-10,0.13225577422033463,1.233168044036187e-81,4.77997573488916e-22,0.8677442253778115
200,-0.2024048096192385,0.8231017946630522,5,0.8910674669369674,4.738579112731154e-10,0.10893253258917455,5.711538851604461e-81,1.155434409465405e-22,0.8910674669369674
201,-0.1983967935871744,0.8196658840785447,5,0.9276113169957848,2.762961581169514e-10,0.07238868272791919,2.0573050012115406e-81,9.74395070106663e-24,0.9276113169957848
202,-0.1943887775551103,0.8092033770158362,5,0.9745408319068574,2.6419355427462636e-11,0.025459168066723322,1.0303647985839817e-84,5.246688056521769e-26,0.9745408319068574
203,-0.1903807615230461,0.877410353680271,2,0.8251688636632111,0.0005157452015711086,0.8251688636632111,1.06735241888225e-56,3.918778374429582e-15,0.1743153911352139
204,-0.186372745490982,0.8693380072555189,2,0.7251946911249563,0.00010850861530219429,0.7251946911249563,5.461314278473612e-59,7.12872123357609e-17,0.27469680025974147
205,-0.1823647294589179,0.8091548727147874,5,0.9871676423930756,8.062364230789968e-11,0.01283235752630076,8.621359263505888e-82,1.0796432836273916e-27,0.9871676423930756
206,-0.1783567134268537,0.8644367514165839,2,0.6224595608006486,5.9859721651886724e-05,0.6224595608006486,3.265344303757699e-59,1.4891381401384258e-18,0.3774805794776995
207,-0.1743486973947896,0.8251941609520589,5,0.9602620181819744,8.650867202459234e-09,0.03973797316715854,1.5452354035116912e-73,5.724637122513159e-26,0.9602620181819744
208,-0.1703406813627255,0.8361471230469711,5,0.9068471758134715,1.6876383777801179e-07,0.09315265542269097,2.3673095419473625e-68,1.6550697085557642e-24,0.9068471758134715
209,-0.1663326653306613,0.8326686665628339,5,0.9425125702824434,9.862582478589748e-08,0.05748733109173168,8.102720927208813e-69,1.1092271168798425e-25,0.9425125702824434
210,-0.1623246492985972,0.8211008349543939,5,0.9857503467787787,8.474030742538026e-09,0.014249644747190463,2.1511398571420756e-72,2.1341405617379246e-28,0.9857503467787787
211,-0.1583166332665331,0.854325426544621,5,0.7026769687500579,2.4471962812824795e-05,0.2972985592871293,7.159544260365048e-59,1.1509393323305818e-22,0.7026769687500579
212,-0.1543086172344689,0.837509611643474,5,0.9428973613182511,7.289970717920086e-07,0.05710190968467716,2.3500067576227322e-64,2.1687860188687736e-26,0.9428973613182511
213,-0.1503006012024048,0.8257953025382572,5,0.9873108805766315,6.500235182978494e-08,0.012689054421016567,6.4161209807605e-68,3.123800034080216e-29,0.9873108805766315
214,-0.1462925851703407,0.8095599594029669,5,0.9986614058434458,2.2375467911032314e-09,0.00133859191900738,3.9790085368709065e-73,5.5233398260569466e-33,0.9986614058434458
215,-0.1422845691382765,0.8180962508273399,5,0.9969241770078495,2.1101787828232873e-08,0.0030758018903625957,4.901683361094619e-69,6.208358399061011e-32,0.9969241770078495
216,-0.1382765531062124,0.8034479549429681,5,0.9996685538990919,1.1761410444069868e-09,0.0003314449247670392,1.4860720966992026e-73,1.914907332170576e-35,0.9996685538990919
217,-0.1342685370741483,0.8368184550316536,5,0.9785970300336526,2.3891008812390715e-06,0.021400580865466205,2.0571229624750035e-60,2.404835178901626e-29,0.9785970300336526
218,-0.1302605210420842,0.8129301365430548,5,0.9993132563833993,1.7992376348951244e-08,0.0006867256242244378,2.8503989929032895e-68,7.659094951258998e-35,0.9993132563833993
219,-0.1262525050100201,0.8318327563774952,5,0.9926822612978546,1.3774418139539002e-06,0.0073163612603315475,1.430489224838445e-60,1.4479567283925949e-31,0.9926822612978546
220,-0.122244488977956,0.8648175917815554,5,0.6670406233721887,0.0014890742477607702,0.33147030238005054,4.350694070702941e-48,3.3625539142938406e-25,0.6670406233721887
221,-0.1182364729458919,0.861664219549547,5,0.7745413628889272,0.0010302988069406868,0.2244283383041322,2.0134314583193364e-48,2.2209620576072367e-26,0.7745413628889272
222,-0.1142284569138277,0.8372864638757745,5,0.9918962059738998,9.364975485984794e-06,0.00809442905061414,3.415043510554056e-56,3.1934311289340124e-32,0.9918962059738998
223,-0.1102204408817636,0.8364351956955236,5,0.9942683700226173,1.0058837042947456e-05,0.005721571140339817,1.0675032871058373e-55,5.0600224590531114e-33,0.9942683700226173
224,-0.1062124248496995,0.8760103984919575,2,0.5768378655015293,0.017849503382044853,0.5768378655015293,1.508519159372031e-41,4.940677540591518e-25,0.4053126311164258
225,-0.1022044088176353,0.8490551895707124,5,0.9753871789057665,0.00019810467762183196,0.024414716416611536,8.613792133552115e-50,1.9875663213370967e-31,0.9753871789057665
226,-0.0981963927855712,0.8323022530683901,5,0.9985212103400722,9.313321030379684e-06,0.001469476338897307,9.31562517555789e-55,7.757500713225935e-36,0.9985212103400722
227,-0.0941883767535071,0.810547503050921,5,0.9999702079963639,1.9905586488040235e-07,2.9592947771160975e-05,2.5365196999485928e-61,2.2750837326978013e-41,0.9999702079963639
228,-0.0901803607214429,0.8471459930047407,5,0.9897962702352806,0.00025251634882125773,0.009951213415898143,3.2135064413815776e-48,1.0507190241680438e-33,0.9897962702352806
229,-0.0861723446893788,0.8560468590686429,5,0.9649173075637907,0.0016209744876064219,0.033461717948602844,1.547679995416103e-44,3.1028343079965696e-32,0.9649173075637907
230,-0.0821643286573147,0.8270104109455183,5,0.9997875930702279,9.525365042335577e-06,0.0002028815647298848,2.1211595676705746e-53,1.0623947245746167e-39,0.9997875930702279
231,-0.0781563126252505,0.8456417678237572,5,0.9956720705878259,0.0003484732644705385,0.00397945614770355,1.5482661701722637e-46,5.7601176308488524e-36,0.9956720705878259
232,-0.0741482965931864,0.8327117417029786,5,0.9996409316902194,4.2969451116865056e-05,0.00031609885866395554,5.237037755187109e-50,1.0175892195353455e-39,0.9996409316902194
233,-0.0701402805611223,0.8364592877252125,5,0.9994233348182362,0.00010384799451783245,0.0004728171872460487,4.684667075481277e-48,1.6887340917464875e-39,0.9994233348182362
234,-0.0661322645290581,0.7905314650283363,5,0.9999998861027912,6.543511287111396e-08,4.846209590464213e-08,6.615436552818301e-62,4.3289927424086785e-51,0.9999998861027912
235,-0.062124248496994,0.8359914995737647,5,0.999602699417461,0.00014865815298780455,0.00024864242955113715,9.598660533009642e-47,5.549234637855034e-41,0.999602699417461
236,-0.0581162324649299,0.8599449942978774,5,0.9735787461865132,0.009913632685901836,0.01650762112758498,1.5366830232642946e-38,1.1355779525377183e-35,0.9735787461865132
237,-0.0541082164328657,0.8280513045061861,5,0.9999069111937492,6.389283823967115e-05,2.9195968011296715e-05,9.208858412962771e-48,2.358591144230095e-44,0.9999069111937492
238,-0.0501002004008016,0.8418429042456296,5,0.9989512404534594,0.0007168775633688564,0.00033188198317173935,8.465475936460307e-43,1.3315510779021879e-41,0.9989512404534594
239,-0.0460921843687375,0.8257776645327447,5,0.9999183538670521,7.20691951230511e-05,9.57693782505313e-06,5.447576756221251e-47,2.2244269610743713e-46,0.9999183538670521
240,-0.0420841683366733,0.8482011006191317,5,0.9965178445030943,0.002798666191185069,0.0006834893057206429,1.6374010785964262e-39,2.320429355372647e-41,0.9965178445030943
241,-0.0380761523046092,0.8367486838241854,5,0.9993620694250341,0.0005888488831671703,4.908169179884608e-05,2.871308568568268e-42,4.8496598249242304e-45,0.9993620694250341
242,-0.0340681362725451,0.8223724950039557,5,0.9999087666869058,8.959414050471932e-05,1.6391725895784378e-06,7.994908990344239e-46,1.7037219057263863e-49,0.9999087666869058
243,-0.0300601202404809,0.8678778351725263,5,0.9056287502410499,0.07793077676971044,0.016440472989239573,7.954846644806139e-32,3.215976210949381e-38,0.9056287502410499
244,-0.0260521042084168,0.8598662321393433,5,0.9689296638138686,0.02841417870439814,0.002656157481733398,1.5473789069491092e-33,4.7684397738746e-41,0.9689296638138686
245,-0.0220440881763528,0.829241552266715,5,0.9995339191009496,0.00046350218100069097,2.578718049858995e-06,1.0453832785074832e-41,5.435781765021324e-50,0.9995339191009496
246,-0.0180360721442887,0.8513388621063401,5,0.9884355258804044,0.011309383217788056,0.0002550909018076808,9.425924212818429e-35,8.805175757541547e-45,0.9884355258804044
247,-0.0140280561122245,0.8521660596015102,5,0.9852045365881901,0.014565121133645238,0.00023034227816458763,6.643017127360894e-34,2.7865168582932114e-45,0.9852045365881901
248,-0.0100200400801604,0.8542898851739862,5,0.9777017761568655,0.022020325305252542,0.0002778985378820295,1.0457643100301024e-32,2.007354405224469e-45,0.9777017761568655
249,-0.0060120240480963,0.8075761023197039,5,0.9999221946013886,7.780219362537956e-05,3.2049858241447424e-09,5.988172242801789e-45,5.590323229350049e-59,0.9999221946013886
250,-0.0020040080160321,0.8616020306871837,5,0.9301778089496313,0.06901070527371234,0.0008114857766562698,1.5221930246259038e-29,7.738384912306806e-45,0.9301778089496313
251,0.0020040080160319,0.8300759206080165,5,0.9982240272922126,0.0017756177076847133,3.5500010279608507e-07,1.874440936444928e-37,1.850514741496273e-54,0.9982240272922126
252,0.006012024048096,0.8343046615707801,5,0.9964831735032028,0.0035161347156326436,6.917811645425136e-07,1.1184050044780099e-35,4.515567935886889e-54,0.9964831735032028
253,0.0100200400801602,0.8942014955189667,1,0.756928186954849,0.756928186954849,0.10774734812303989,4.597406730317529e-20,3.159420545807083e-38,0.13532446492211114
254,0.0140280561122243,0.8474552871595228,5,0.9785372700923775,0.021453942195811575,8.787711810813255e-06,5.387801084584852e-31,6.802057150544103e-52,0.9785372700923775
255,0.0180360721442884,0.833656646409041,5,0.9943877626721855,0.005612045943904404,1.91383910129252e-07,5.742694235451121e-34,1.1254301160726695e-56,0.9943877626721855
256,0.0220440881763526,0.7972338000901604,5,0.9998193089146902,0.00018069107743065986,7.87921105052402e-12,1.2820508853066975e-42,6.759004427400505e-68,0.9998193089146902
257,0.0260521042084167,0.8690828745476262,5,0.7518872656538887,0.24750768251766755,0.0006050518284436169,6.60368995630944e-24,6.722157877347134e-48,0.7518872656538887
258,0.0300601202404808,0.8143226124030517,5,0.9984937820470436,0.0015062176311514104,3.218049263170876e-10,6.0172026947041106e-37,8.474468277321745e-65,0.9984937820470436
259,0.034068136272545,0.8210885477476058,5,0.9965082657513121,0.0034917329379234967,1.310764467907879e-09,1.2540001751536694e-34,1.0714157629885317e-63,0.9965082657513121
260,0.0380761523046091,0.8344521017931519,5,0.9858384756546185,0.014161491179195199,3.316618638034475e-08,9.487600672591928e-31,1.359972834373965e-60,0.9858384756546185
261,0.0420841683366732,0.8693205029272821,5,0.6984464717919554,0.30135877824741647,0.00019474996062818307,6.727202583689743e-22,6.584066805863027e-51,0.6984464717919554
262,0.0460921843687374,0.8563614783998983,5,0.8790812645377029,0.12091317426412163,5.561198175428509e-06,2.0626036335433728e-24,1.2740646789372393e-55,0.8790812645377029
263,0.0501002004008015,0.8376356266845181,5,0.9705940902260161,0.02940588612914922,2.3644834758480187e-08,2.89331948090696e-28,3.502952892783315e-62,0.9705940902260161
264,0.0541082164328656,0.8468451968902937,5,0.9308122956026519,0.06918749806259852,2.063347495431512e-07,1.3936288197108379e-25,3.3545586729574614e-60,0.9308122956026519
265,0.0581162324649298,0.8285498943922942,5,0.9801669551705112,0.019833044076183345,7.533055765641719e-10,3.147900396987359e-29,1.0273146536179788e-66,0.9801669551705112
266,0.0621242484969939,0.8432202014393945,5,0.9337268047465639,0.06627316149962464,3.375381139219791e-08,2.370749001740545e-25,4.90650701095388e-63,0.9337268047465639
267,0.066132264529058,0.8417546410751456,5,0.9327229876287294,0.06727699768994971,1.468132084520747e-08,3.7502896913347746e-25,2.304777028174451e-64,0.9327229876287294
268,0.0701402805611222,0.8595153336228197,5,0.7746954366938665,0.22530305988197422,1.503424159149274e-06,8.880458690370766e-21,1.2974905087048317e-59,0.7746954366938665
269,0.0741482965931863,0.8593267700500582,5,0.7648894860298487,0.23510952972493684,9.842452143877951e-07,2.3519305438610925e-20,1.6072073273524479e-60,0.7648894860298487
270,0.0781563126252504,0.8496972603651095,5,0.8521991278523181,0.14780082937737532,4.277030649611124e-08,6.412197139957333e-22,1.8297671859128754e-64,0.8521991278523181
271,0.0821643286573146,0.8323964902848692,5,0.9369775228541878,0.06302247699167157,1.541405238396553e-10,4.5883664818979095e-25,6.409303645838064e-71,0.9369775228541878
272,0.0861723446893787,0.8542968295047881,5,0.7845271991824189,0.21547272810541537,7.271216557280872e-08,5.054442957409814e-20,9.830445125990957e-65,0.7845271991824189
273,0.0901803607214428,0.8374291593173849,5,0.8956163436288971,0.10438365608322603,2.8787692589211465e-10,5.450038023288992e-23,3.9555118751171185e-71,0.8956163436288971
274,0.094188376753507,0.8174295780190675,5,0.9518129465156953,0.04818705348399812,3.067451343977366e-13,1.5917564117499338e-26,1.408746579473189e-78,0.9518129465156953
275,0.0981963927855711,0.8307926264277018,5,0.9013833538380519,0.09861664614830122,1.3646669820778575e-11,2.582115425769069e-23,3.601084854630172e-75,0.9013833538380519
276,0.1022044088176352,0.8403306068392246,5,0.8397225749065783,0.16027742491698277,1.7643882094298205e-10,6.035867810912713e-21,5.902111598517557e-73,0.8397225749065783
277,0.1062124248496994,0.8566172231768323,5,0.6973148329004203,0.3026851485981365,1.8501442988155522e-08,2.2980201227929422e-17,1.9903256654606408e-68,0.6973148329004203
278,0.1102204408817635,0.8345063267752435,5,0.8409100288392978,0.15908997115049833,1.0203819374220094e-11,4.133215663510951e-21,8.538014507189148e-77,0.8409100288392978
279,0.1142284569138276,0.8137480275330348,5,0.9010148627904163,0.09898513720957798,5.728391239702474e-15,1.6252850385680168e-24,9.89799129491988e-85,0.9010148627904163
280,0.1182364729458917,0.8388130617570516,5,0.7838082389694142,0.21619176101507434,1.551123104931076e-11,2.256402343970623e-19,2.922831278547934e-77,0.7838082389694142
281,0.1222444889779559,0.839684675510479,5,0.761158038869352,0.23884196111807499,1.2572901391619902e-11,9.171110819302787e-19,6.285771508459884e-78,0.761158038869352
282,0.12625250501002,0.8408607192059211,5,0.7367798989794322,0.2632201010092739,1.1293750056539739e-11,4.11598057900851e-18,1.712753917777396e-78,0.7367798989794322
283,0.1302605210420839,0.8552608787078313,5,0.6383031271721746,0.3616968719549324,8.728895628023742e-10,3.6473211621245334e-15,1.946542657828675e-74,0.6383031271721746
284,0.1342685370741481,0.8569524488651482,5,0.6177370620149141,0.3822629370059229,9.79145614703875e-10,1.7473595434263855e-14,8.720994172982906e-75,0.6177370620149141
285,0.1382765531062122,0.8243913398073768,5,0.7352430581785017,0.26475694182149107,7.281866199884197e-15,1.2558391124176808e-19,3.2229439612258547e-87,0.7352430581785017
286,0.1422845691382763,0.8236452819407435,5,0.7098007113171897,0.29019928868280725,3.093407378154209e-15,2.708181910448575e-19,1.629974371019392e-88,0.7098007113171897
287,0.1462925851703405,0.814847774059867,5,0.6939044918786607,0.30609550812133934,6.741155580897053e-17,2.7275328144773443e-20,1.1610834958079495e-92,0.6939044918786607
288,0.1503006012024046,0.8493026444082517,5,0.6051745283949066,0.3948254715946772,1.0385082906100697e-11,3.1231715497188405e-14,2.1813995172892284e-81,0.6051745283949066
289,0.1543086172344687,0.8639682831986952,5,0.5582458259095899,0.4417541728718859,1.2022904347663446e-09,1.6233839366154983e-11,5.272922623243294e-77,0.5582458259095899
290,0.1583166332665329,0.8283467411143196,5,0.5919088831949014,0.40809111680509685,1.5942504300736896e-15,8.833663701078606e-17,5.007496792745085e-91,0.5919088831949014
291,0.162324649298597,0.8294671964849734,5,0.5655679670966521,0.4344320329033463,1.3323093546800854e-15,3.4292158204382385e-16,1.1223140600725676e-91,0.5655679670966521
292,0.1663326653306611,0.8632697968987517,5,0.5556357053911952,0.4443642942350126,2.472892663796786e-10,1.2650273590615086e-10,3.7321586420763854e-80,0.5556357053911952
293,0.1703406813627253,0.843674530644637,5,0.5394079577026875,0.4605920422969144,9.519256951047816e-14,3.0283494974479465e-13,1.6450022898762244e-88,0.5394079577026875
294,0.1743486973947894,0.841908184857537,5,0.5210123266646017,0.4789876733349883,2.772049002733531e-14,3.8217249062727015e-13,3.271446160933666e-90,0.5210123266646017
295,0.1783567134268535,0.8089760862710381,1,0.623096556402313,0.623096556402313,2.767504332949767e-20,1.2728583226073776e-17,1.161219157476065e-103,0.37690344359768696
296,0.1823647294589176,0.8459707505055014,5,0.5057755700206182,0.49422442997167887,4.518505121793364e-14,7.657465118434545e-12,9.39285309868342e-91,0.5057755700206182
297,0.1863727454909818,0.8134060403620967,1,0.669208781214856,0.669208781214856,4.004736100699874e-20,3.7578962600821177e-16,2.7212443453324588e-104,0.3307912187851436
298,0.1903807615230459,0.8088917246251981,1,0.7257434421946249,0.7257434421946249,2.764954179610269e-21,2.1263293374684042e-16,3.514472043196574e-107,0.2742565578053749
299,0.19438877755511,0.8242108184730783,1,0.6599426930648834,0.6599426930648834,9.499854235782088e-19,7.571112879923723e-14,2.07473090268248e-102,0.34005730693504094
300,0.1983967935871742,0.818995254651823,1,0.7176334361569053,0.7176334361569053,4.9914601805641456e-20,3.346263937773888e-14,1.3792209960433708e-105,0.2823665638430613
301,0.2024048096192383,0.8258346883335016,1,0.6923935338937197,0.6923935338937197,4.916672693503558e-19,6.732263103616178e-13,4.9078978082745515e-104,0.30760646610560727
302,0.2064128256513024,0.8009933127484711,1,0.8695359222738793,0.8695359222738793,3.201990392406531e-24,6.172455032322609e-16,4.497140850919581e-115,0.13046407772612006
303,0.2104208416833666,0.8485262006260517,1,0.5372837658245928,0.5372837658245928,2.703333319737608e-15,3.132772650114715e-09,3.680552579662138e-97,0.4627162310426316
304,0.2144288577154307,0.851431170604725,1,0.5153631599894603,0.5153631599894603,5.452178697943413e-15,1.457517879929059e-08,4.699578899919514e-97,0.4846368254353554
305,0.2184368737474948,0.7894487815308886,1,0.9527383248170739,0.9527383248170739,8.814182091903745e-28,2.303800268040384e-16,1.6843694402266745e-123,0.04726167518292588
306,0.222444889779559,0.8474735640355282,1,0.5620916991462427,0.5620916991462427,3.111752501107686e-16,1.783735757852907e-08,7.62707392760849e-101,0.43790828301639945
307,0.2264529058116231,0.8111931769813244,1,0.8933339372854683,0.8933339372854683,6.638363202946345e-24,9.599022537646796e-13,4.6990797729886696e-117,0.10666606271357175
308,0.2304609218436872,0.844033140472684,1,0.6115252998947767,0.6115252998947767,2.0176614022706526e-17,2.5671967875453886e-08,1.740510396006673e-104,0.38847467443325556
309,0.2344689378757514,0.8250050919066152,1,0.8238175932546659,0.8238175932546659,1.2426540947896684e-21,2.464691732984057e-10,1.1724585968533641e-113,0.17618240649886507
310,0.2384769539078155,0.8264204099359438,1,0.8224834416920221,0.8224834416920221,1.2182731845349054e-21,7.501911525494313e-10,3.06679955361743e-114,0.1775165575577869
311,0.2424849699398796,0.8216042800521312,1,0.8715848347843406,0.8715848347843406,5.301775236125232e-23,3.939621579819493e-10,1.6737292042922777e-117,0.1284151648216971
312,0.2464929859719438,0.8490005812610087,1,0.5547197781305325,0.5547197781305325,1.9390912296440753e-17,1.1618407215815983e-06,7.553067492181243e-107,0.4452790600287459
313,0.2505010020040079,0.7994084027070122,1,0.9762720044724714,0.9762720044724714,9.456401072711161e-29,3.2389148845247056e-12,1.1974580611275293e-129,0.0237279955242897
314,0.254509018036072,0.8357895086976495,1,0.7555505929655989,0.7555505929655989,8.446356968738065e-21,1.3411921560825843e-07,6.80721319829663e-115,0.24444927291518548
315,0.2585170340681362,0.8450821885573158,1,0.6190875429392444,0.6190875429392444,4.752334330897793e-19,2.5154807723132353e-06,5.801346828420479e-112,0.38090994157998326
316,0.2625250501002003,0.8367955854179695,1,0.753120809557084,0.753120809557084,3.7372689773414464e-21,5.873830939163591e-07,8.382924273889628e-117,0.24687860305982195
317,0.2665330661322644,0.8683662463504084,5,0.7772402270651856,0.22154540226660616,1.1459332410796759e-14,0.00121437066819679,5.60230912469769e-104,0.7772402270651856
318,0.2705410821643286,0.8106870729367935,1,0.967800191055612,0.967800191055612,6.052165310628352e-28,2.4938277366154174e-09,4.591853120225103e-131,0.032199806450560385
319,0.2745490981963927,0.839796070471103,1,0.7168519873182181,0.7168519873182181,2.478266379827873e-21,6.7899189538276685e-06,5.285320412034268e-119,0.2831412227628281
320,0.2785571142284568,0.817902322344905,1,0.948901000789236,0.948901000789236,6.959232645057164e-27,5.7889107122313815e-08,2.6720291660763043e-130,0.05109894132165702
321,0.282565130260521,0.8440565819991304,1,0.636429302867296,0.636429302867296,6.507898283727765e-21,5.1154219386103405e-05,1.9885495102472851e-119,0.3635195429133178
322,0.2865731462925851,0.8185891392339185,1,0.9524642482818065,0.9524642482818065,2.0967556515536615e-27,2.3160774380106583e-07,1.598521761164659e-132,0.04753552011044979
323,0.2905811623246492,0.8103299640017081,1,0.9804524413403922,0.9804524413403922,7.152187344972954e-30,5.581449945987746e-08,1.0289745527731404e-137,0.01954750284510831
324,0.2945891783567134,0.8435435542757015,1,0.640903760383807,0.640903760383807,7.130162464962387e-22,0.00020185606327798099,3.0208276751966716e-123,0.3588943835529149
325,0.2985971943887775,0.8069155400018757,1,0.9886621065853216,0.9886621065853216,1.614335468786587e-31,8.229365242834748e-08,5.5184046277155324e-142,0.011337811121026076
326,0.3026052104208416,0.7878069378762366,1,0.9988679646828287,0.9988679646828287,4.50863689808017e-37,1.5692025361012325e-09,1.5389797061721354e-152,0.0011320337479688626
327,0.3066132264529058,0.805029162727277,1,0.9924325005191256,0.9924325005191256,8.518057176336671e-33,1.7357068216290992e-07,1.408021242072028e-145,0.007567325910192038
328,0.3106212424849699,0.827041346819097,1,0.9152443974538208,0.9152443974538208,3.0243382370769804e-27,4.405650067350742e-05,4.0645513715878165e-136,0.08471154604550578
329,0.314629258517034,0.8417859573962573,1,0.6651568657957486,0.6651568657957486,9.645470051113594e-24,0.0013858181888474698,3.5693375110680686e-130,0.333457316015404
330,0.3186372745490982,0.8154421378798057,1,0.9792206839731055,0.9792206839731055,4.475159712835917e-31,9.672418684616634e-06,1.8492515987701577e-144,0.020769643608209848
331,0.3226452905811623,0.8388476995487246,1,0.7305120382651308,0.7305120382651308,4.357816660361344e-25,0.0018978998634030938,4.270910110572166e-134,0.26759006187146617
332,0.3266533066132264,0.7845742734573327,1,0.999693692277039,0.999693692277039,1.2018946407849507e-40,3.3572444096650046e-08,1.1304043322536082e-162,0.000306274150516837
333,0.3306613226452906,0.8021162879073329,1,0.9970138899302311,0.9970138899302311,5.4397460348798104e-36,2.6408275858314257e-06,3.0718755580574572e-155,0.0029834692421829754
334,0.3346693386773545,0.804443577348378,1,0.9962307609808031,0.9962307609808031,1.021649544361086e-35,7.29517057296124e-06,1.932510336926141e-155,0.003761943848623871
335,0.3386773547094186,0.8071471160997745,1,0.9949035421997613,0.9949035421997613,2.5327701504002856e-35,2.1153499620670257e-05,1.9530294216179395e-155,0.005075304300618121
336,0.3426853707414827,0.8103330849094563,1,0.9924803906695886,0.9924803906695886,8.950974757484725e-35,6.543816048337681e-05,3.635169096784407e-155,0.007454171169927916
337,0.3466933867735469,0.8216719411673465,1,0.9637595805681345,0.9637595805681345,8.225006565093507e-32,0.0009421927266211006,1.294496875765097e-150,0.0352982267052444
338,0.350701402805611,0.7981497071347401,1,0.9989190083828253,0.9989190083828253,3.1899668837217263e-39,1.5478814014988987e-05,2.5123578796362612e-164,0.0010655128031596959
339,0.3547094188376751,0.8090081009312277,1,0.994646609579064,0.994646609579064,2.4844354238717708e-36,0.00020123229547734935,5.146381709209823e-160,0.005152158125458566
