Orthogroup	Gene1	Species1	Gene2	Species2
cluster_1775	AT1G27690.1	A.thaliana	CARHR027180.1	C.hirsuta
cluster_4955	AT1G27760.3	A.thaliana	CARHR027280.1	C.hirsuta
cluster_8455	AT1G27840.3	A.thaliana	CARHR027300.1	C.hirsuta
cluster_5917	AT1G27880.1	A.thaliana	CARHR027560.1	C.hirsuta
cluster_1931	AT1G27970.2	A.thaliana	CARHR027400.1	C.hirsuta
cluster_5243	AT1G27980.1	A.thaliana	CARHR027410.1	C.hirsuta
cluster_10800	AT1G27990.1	A.thaliana	CARHR027420.1	C.hirsuta
cluster_4619	AT1G28060.1	A.thaliana	CARHR027510.1	C.hirsuta
cluster_237	AT1G28090.1	A.thaliana	CARHR027550.1	C.hirsuta
cluster_1235	AT1G28110.1	A.thaliana	CARHR027580.1	C.hirsuta
cluster_8457	AT1G28120.1	A.thaliana	CARHR027590.1	C.hirsuta
cluster_330	AT1G28130.1	A.thaliana	CARHR027600.1	C.hirsuta
cluster_8459	AT1G28140.1	A.thaliana	CARHR027610.1	C.hirsuta
cluster_8460	AT1G28150.1	A.thaliana	CARHR027620.1	C.hirsuta
cluster_10801	AT1G28210.2	A.thaliana	CARHR027700.1	C.hirsuta
cluster_1776	AT1G28240.1	A.thaliana	CARHR027730.1	C.hirsuta
cluster_5963	AT1G28260.1	A.thaliana	CARHR027750.1	C.hirsuta
cluster_3705	AT1G28270.1	A.thaliana	CARHR027760.1	C.hirsuta
cluster_5432	AT1G28320.1	A.thaliana	CARHR027810.1	C.hirsuta
cluster_10803	AT1G28330.5	A.thaliana	CARHR027820.1	C.hirsuta
cluster_943	AT1G28360.1	A.thaliana	CARHR027850.1	C.hirsuta
cluster_5222	AT1G28380.1	A.thaliana	CARHR027880.1	C.hirsuta
cluster_2800	AT1G28420.1	A.thaliana	CARHR027930.1	C.hirsuta
cluster_318	AT1G28440.1	A.thaliana	CARHR027940.1	C.hirsuta
cluster_8465	AT1G28490.1	A.thaliana	CARHR027980.1	C.hirsuta
cluster_2801	AT1G28520.1	A.thaliana	CARHR028000.1	C.hirsuta
cluster_10807	AT1G28530.1	A.thaliana	CARHR028010.1	C.hirsuta
cluster_10809	AT1G28680.1	A.thaliana	CARHR028130.1	C.hirsuta
cluster_468	AT1G29050.1	A.thaliana	CARHR028270.1	C.hirsuta
cluster_6881	AT1G29070.1	A.thaliana	CARHR028290.1	C.hirsuta
cluster_6882	AT1G29120.5	A.thaliana	CARHR028440.1	C.hirsuta
cluster_8467	AT1G29260.1	A.thaliana	CARHR028510.1	C.hirsuta
cluster_10811	AT1G29220.2	A.thaliana	CARHR028550.1	C.hirsuta
cluster_8370	AT1G29200.2	A.thaliana	CARHR028560.1	C.hirsuta
cluster_6884	AT1G29300.1	A.thaliana	CARHR028620.1	C.hirsuta
cluster_681	AT1G29310.1	A.thaliana	CARHR028630.1	C.hirsuta
cluster_5925	AT1G29330.1	A.thaliana	CARHR028660.1	C.hirsuta
cluster_5244	AT1G29340.1	A.thaliana	CARHR028670.1	C.hirsuta
cluster_192	AT1G29470.1	A.thaliana	CARHR028840.1	C.hirsuta
cluster_5564	AT1G29520.1	A.thaliana	CARHR028910.1	C.hirsuta
cluster_10812	AT1G29630.2	A.thaliana	CARHR028950.1	C.hirsuta
cluster_6885	AT1G29690.1	A.thaliana	CARHR029030.1	C.hirsuta
cluster_8470	AT1G29700.1	A.thaliana	CARHR029050.1	C.hirsuta
cluster_277	AT1G29740.1	A.thaliana	CARHR029110.1	C.hirsuta
cluster_2803	AT1G29780.1	A.thaliana	CARHR029150.1	C.hirsuta
cluster_8471	AT1G29790.1	A.thaliana	CARHR029170.1	C.hirsuta
cluster_10813	AT1G29800.1	A.thaliana	CARHR029180.1	C.hirsuta
cluster_1495	AT1G29820.1	A.thaliana	CARHR029610.1	C.hirsuta
cluster_1495	AT1G29850.3	A.thaliana	CARHR029600.1	C.hirsuta
cluster_2394	AT1G29880.1	A.thaliana	CARHR029560.1	C.hirsuta
cluster_10814	AT1G29900.1	A.thaliana	CARHR029540.1	C.hirsuta
cluster_10816	AT1G30020.1	A.thaliana	CARHR029370.1	C.hirsuta
cluster_2625	AT1G30040.1	A.thaliana	CARHR029360.1	C.hirsuta
cluster_8472	AT1G30050.1	A.thaliana	CARHR029350.1	C.hirsuta
cluster_10817	AT1G30090.1	A.thaliana	CARHR029320.1	C.hirsuta
cluster_422	AT1G30100.1	A.thaliana	CARHR029310.1	C.hirsuta
cluster_6886	AT1G30110.1	A.thaliana	CARHR029300.1	C.hirsuta
cluster_10819	AT1G30130.1	A.thaliana	CARHR029280.1	C.hirsuta
cluster_6887	AT1G30240.2	A.thaliana	CARHR029630.1	C.hirsuta
cluster_6888	AT1G30280.1	A.thaliana	CARHR029670.1	C.hirsuta
cluster_2493	AT1G30300.1	A.thaliana	CARHR029690.1	C.hirsuta
cluster_2200	AT1G30330.2	A.thaliana	CARHR029710.1	C.hirsuta
cluster_8476	AT1G30360.1	A.thaliana	CARHR029750.1	C.hirsuta
cluster_1074	AT1G30400.1	A.thaliana	CARHR029780.1	C.hirsuta
cluster_505	AT1G30450.1	A.thaliana	CARHR029820.1	C.hirsuta
cluster_673	AT1G30470.1	A.thaliana	CARHR029870.1	C.hirsuta
cluster_8478	AT1G30480.1	A.thaliana	CARHR029890.1	C.hirsuta
cluster_8479	AT1G30540.1	A.thaliana	CARHR029950.1	C.hirsuta
cluster_76	AT1G30570.1	A.thaliana	CARHR030020.1	C.hirsuta
cluster_1342	AT1G30600.1	A.thaliana	CARHR030040.1	C.hirsuta
cluster_4623	AT1G30630.1	A.thaliana	CARHR030110.1	C.hirsuta
cluster_4175	AT1G30755.1	A.thaliana	CARHR030220.1	C.hirsuta
cluster_458	AT1G30820.1	A.thaliana	CARHR030290.1	C.hirsuta
cluster_1706	AT1G30825.1	A.thaliana	CARHR030300.1	C.hirsuta
cluster_10823	AT1G30845.1	A.thaliana	CARHR030330.1	C.hirsuta
cluster_2728	AT1G30890.1	A.thaliana	CARHR030380.1	C.hirsuta
cluster_2224	AT1G30910.1	A.thaliana	CARHR030480.1	C.hirsuta
cluster_8480	AT1G30970.1	A.thaliana	CARHR030510.1	C.hirsuta
cluster_373	AT1G31070.2	A.thaliana	CARHR030580.1	C.hirsuta
cluster_6049	AT5G45410.1	A.thaliana	CARHR176660.1	C.hirsuta
cluster_6893	AT1G31770.1	A.thaliana	CARHR031070.1	C.hirsuta
cluster_296	AT1G31800.1	A.thaliana	CARHR031100.1	C.hirsuta
cluster_4	AT1G31810.1	A.thaliana	CARHR031110.1	C.hirsuta
cluster_6894	AT1G31812.1	A.thaliana	CARHR031130.1	C.hirsuta
cluster_2494	AT1G31880.1	A.thaliana	CARHR031220.1	C.hirsuta
cluster_10827	AT1G31910.1	A.thaliana	CARHR031250.1	C.hirsuta
cluster_10462	AT1G31920.1	A.thaliana	CARHR031260.1	C.hirsuta
cluster_1262	AT1G31930.1	A.thaliana	CARHR031270.1	C.hirsuta
cluster_2805	AT1G31940.1	A.thaliana	CARHR031290.1	C.hirsuta
cluster_2766	AT1G32050.1	A.thaliana	CARHR031400.1	C.hirsuta
cluster_6895	AT1G32070.2	A.thaliana	CARHR031420.1	C.hirsuta
cluster_5565	AT1G32080.1	A.thaliana	CARHR031430.1	C.hirsuta
cluster_204	AT1G32090.1	A.thaliana	CARHR031440.1	C.hirsuta
cluster_1777	AT1G32100.1	A.thaliana	CARHR031450.1	C.hirsuta
cluster_6896	AT1G32130.1	A.thaliana	CARHR031490.1	C.hirsuta
cluster_10828	AT1G32160.1	A.thaliana	CARHR031520.1	C.hirsuta
cluster_3174	AT1G32170.1	A.thaliana	CARHR031530.1	C.hirsuta
cluster_33	AT1G32180.1	A.thaliana	CARHR031550.1	C.hirsuta
cluster_1226	AT1G32190.1	A.thaliana	CARHR031560.1	C.hirsuta
cluster_6897	AT1G32200.1	A.thaliana	CARHR031570.1	C.hirsuta
cluster_10829	AT1G32220.1	A.thaliana	CARHR031590.1	C.hirsuta
cluster_16	AT1G32230.1	A.thaliana	CARHR031600.1	C.hirsuta
cluster_4180	AT1G32260.1	A.thaliana	CARHR031630.1	C.hirsuta
cluster_197	AT1G32330.1	A.thaliana	CARHR031680.1	C.hirsuta
cluster_1496	AT1G32380.1	A.thaliana	CARHR031800.1	C.hirsuta
cluster_6050	AT1G32400.1	A.thaliana	CARHR031820.1	C.hirsuta
cluster_3206	AT1G32440.1	A.thaliana	CARHR031890.1	C.hirsuta
cluster_10830	AT1G32500.1	A.thaliana	CARHR031950.1	C.hirsuta
cluster_10831	AT1G32540.1	A.thaliana	CARHR031990.1	C.hirsuta
cluster_10834	AT1G32730.1	A.thaliana	CARHR032110.1	C.hirsuta
cluster_2616	AT1G32780.1	A.thaliana	CARHR032160.1	C.hirsuta
cluster_764	AT1G32790.2	A.thaliana	CARHR032170.1	C.hirsuta
cluster_2016	AT1G32850.1	A.thaliana	CARHR032190.1	C.hirsuta
cluster_8488	AT1G32900.1	A.thaliana	CARHR032230.1	C.hirsuta
cluster_164	AT1G32930.1	A.thaliana	CARHR032260.1	C.hirsuta
cluster_5181	AT1G32990.1	A.thaliana	CARHR032330.1	C.hirsuta
cluster_175	AT1G33170.1	A.thaliana	CARHR032510.1	C.hirsuta
cluster_5566	AT1G33270.1	A.thaliana	CARHR032640.1	C.hirsuta
cluster_1307	AT1G33290.1	A.thaliana	CARHR032670.1	C.hirsuta
cluster_1361	AT1G33360.1	A.thaliana	CARHR032740.1	C.hirsuta
cluster_10837	AT1G33340.1	A.thaliana	CARHR032770.1	C.hirsuta
cluster_6899	AT1G33330.1	A.thaliana	CARHR032780.1	C.hirsuta
cluster_6721	AT1G33390.1	A.thaliana	CARHR032810.1	C.hirsuta
cluster_10838	AT1G33410.1	A.thaliana	CARHR032850.1	C.hirsuta
cluster_1419	AT1G33470.1	A.thaliana	CARHR032900.1	C.hirsuta
cluster_10839	AT1G33500.1	A.thaliana	CARHR032940.1	C.hirsuta
cluster_2187	AT1G33700.1	A.thaliana	CARHR033110.1	C.hirsuta
cluster_6900	AT1G33780.1	A.thaliana	CARHR033180.1	C.hirsuta
cluster_4485	AT1G33811.1	A.thaliana	CARHR033220.1	C.hirsuta
cluster_6051	AT1G33970.1	A.thaliana	CARHR033350.1	C.hirsuta
cluster_6052	AT1G33980.2	A.thaliana	CARHR033360.1	C.hirsuta
cluster_10806	AT1G34110.1	A.thaliana	CARHR033550.1	C.hirsuta
cluster_1696	AT1G34120.2	A.thaliana	CARHR033620.1	C.hirsuta
cluster_8494	AT1G34220.1	A.thaliana	CARHR033730.1	C.hirsuta
cluster_719	AT1G34260.1	A.thaliana	CARHR033750.1	C.hirsuta
cluster_4628	AT1G34300.1	A.thaliana	CARHR033770.1	C.hirsuta
cluster_3204	AT1G34320.1	A.thaliana	CARHR033780.1	C.hirsuta
cluster_4095	AT1G34340.1	A.thaliana	CARHR033790.1	C.hirsuta
cluster_8495	AT1G34350.2	A.thaliana	CARHR033800.1	C.hirsuta
cluster_5903	AT1G34370.2	A.thaliana	CARHR033830.1	C.hirsuta
cluster_10841	AT1G34380.2	A.thaliana	CARHR033840.1	C.hirsuta
cluster_2497	AT1G34430.1	A.thaliana	CARHR033860.1	C.hirsuta
cluster_7850	AT1G34580.1	A.thaliana	CARHR033900.1	C.hirsuta
cluster_1	AT1G34670.1	A.thaliana	CARHR033950.1	C.hirsuta
cluster_1187	AT1G34750.1	A.thaliana	CARHR033980.1	C.hirsuta
cluster_3208	AT1G31230.1	A.thaliana	CARHR030710.1	C.hirsuta
cluster_8496	AT1G31220.1	A.thaliana	CARHR030700.1	C.hirsuta
cluster_10843	AT1G31170.4	A.thaliana	CARHR030640.1	C.hirsuta
cluster_6902	AT1G31500.4	A.thaliana	CARHR287020.1	C.hirsuta
cluster_4957	AT1G31480.1	A.thaliana	CARHR287040.1	C.hirsuta
cluster_683	AT1G31470.1	A.thaliana	CARHR287050.1	C.hirsuta
cluster_3460	AT1G31430.1	A.thaliana	CARHR030950.1	C.hirsuta
cluster_10845	AT1G31410.1	A.thaliana	CARHR030900.1	C.hirsuta
cluster_6903	AT1G31330.1	A.thaliana	CARHR030790.1	C.hirsuta
cluster_6904	AT1G31300.1	A.thaliana	CARHR030760.1	C.hirsuta
cluster_4629	AT1G34780.1	A.thaliana	CARHR034050.1	C.hirsuta
cluster_335	AT1G34790.1	A.thaliana	CARHR034060.1	C.hirsuta
cluster_776	AT1G35190.1	A.thaliana	CARHR287270.1	C.hirsuta
cluster_10847	AT1G35220.1	A.thaliana	CARHR286320.1	C.hirsuta
cluster_833	AT1G35510.1	A.thaliana	CARHR034260.1	C.hirsuta
cluster_6054	AT1G35530.2	A.thaliana	CARHR034280.1	C.hirsuta
cluster_6906	AT1G35620.1	A.thaliana	CARHR034420.1	C.hirsuta
cluster_5567	AT1G35660.1	A.thaliana	CARHR034440.1	C.hirsuta
cluster_10850	AT1G35680.1	A.thaliana	CARHR034470.1	C.hirsuta
cluster_931	AT1G35720.1	A.thaliana	CARHR034560.1	C.hirsuta
cluster_4185	AT1G35780.1	A.thaliana	CARHR034580.1	C.hirsuta
cluster_8499	AT1G36310.1	A.thaliana	CARHR034970.1	C.hirsuta
cluster_6908	AT1G36320.1	A.thaliana	CARHR034980.1	C.hirsuta
cluster_10853	AT1G36390.1	A.thaliana	CARHR035040.1	C.hirsuta
cluster_833	AT1G38131.1	A.thaliana	CARHR034690.1	C.hirsuta
cluster_8500	AT1G42430.1	A.thaliana	CARHR292370.1	C.hirsuta
cluster_5208	AT1G42440.1	A.thaliana	CARHR292410.1	C.hirsuta
cluster_10854	AT1G42480.1	A.thaliana	CARHR292440.1	C.hirsuta
cluster_876	AT1G42970.1	A.thaliana	CARHR035230.1	C.hirsuta
cluster_10857	AT1G43580.1	A.thaliana	CARHR035390.1	C.hirsuta
cluster_2810	AT1G43620.1	A.thaliana	CARHR035650.1	C.hirsuta
cluster_10858	AT1G43690.1	A.thaliana	CARHR035580.1	C.hirsuta
cluster_8501	AT1G43700.1	A.thaliana	CARHR035540.1	C.hirsuta
cluster_6911	AT1G43890.1	A.thaliana	CARHR035660.1	C.hirsuta
cluster_3122	AT1G43860.1	A.thaliana	CARHR035400.1	C.hirsuta
cluster_3460	AT1G43980.1	A.thaliana	CARHR035750.1	C.hirsuta
cluster_478	AT1G44100.1	A.thaliana	CARHR035780.1	C.hirsuta
cluster_10860	AT1G44446.1	A.thaliana	CARHR035930.1	C.hirsuta
cluster_3120	AT1G44750.1	A.thaliana	CARHR036000.1	C.hirsuta
cluster_8503	AT1G44760.1	A.thaliana	CARHR036010.1	C.hirsuta
cluster_6912	AT1G44770.1	A.thaliana	CARHR036020.1	C.hirsuta
cluster_958	AT1G44800.1	A.thaliana	CARHR036060.1	C.hirsuta
cluster_10861	AT1G44960.1	A.thaliana	CARHR036160.1	C.hirsuta
cluster_50	AT1G45130.1	A.thaliana	CARHR036220.1	C.hirsuta
cluster_1607	AT1G45201.1	A.thaliana	CARHR036280.1	C.hirsuta
cluster_10863	AT1G45207.2	A.thaliana	CARHR036350.1	C.hirsuta
cluster_490	AT1G45249.3	A.thaliana	CARHR036440.1	C.hirsuta
cluster_10864	AT1G45230.1	A.thaliana	CARHR036450.1	C.hirsuta
cluster_10865	AT1G45474.1	A.thaliana	CARHR036460.1	C.hirsuta
cluster_3212	AT1G45688.1	A.thaliana	CARHR036510.1	C.hirsuta
cluster_1314	AT1G47270.1	A.thaliana	CARHR036820.1	C.hirsuta
cluster_1413	AT1G47330.1	A.thaliana	CARHR036920.1	C.hirsuta
cluster_6821	AT1G47380.1	A.thaliana	CARHR036930.1	C.hirsuta
cluster_5249	AT1G47420.1	A.thaliana	CARHR037030.1	C.hirsuta
cluster_8506	AT1G47480.1	A.thaliana	CARHR037040.1	C.hirsuta
cluster_8507	AT1G47530.1	A.thaliana	CARHR037100.1	C.hirsuta
cluster_2255	AT1G47550.2	A.thaliana	CARHR037120.1	C.hirsuta
cluster_2255	AT1G47570.1	A.thaliana	CARHR037200.1	C.hirsuta
cluster_8509	AT1G47670.1	A.thaliana	CARHR037300.1	C.hirsuta
cluster_10873	AT1G47310.1	A.thaliana	CARHR037310.1	C.hirsuta
cluster_6914	AT1G47740.1	A.thaliana	CARHR037340.1	C.hirsuta
cluster_6915	AT1G47750.1	A.thaliana	CARHR037350.1	C.hirsuta
cluster_4961	AT1G47820.1	A.thaliana	CARHR037420.1	C.hirsuta
cluster_3717	AT1G48030.1	A.thaliana	CARHR037670.1	C.hirsuta
cluster_6060	AT1G48090.1	A.thaliana	CARHR037730.1	C.hirsuta
cluster_8511	AT1G48130.1	A.thaliana	CARHR037770.1	C.hirsuta
cluster_10874	AT1G48280.1	A.thaliana	CARHR037900.1	C.hirsuta
cluster_6916	AT1G48350.1	A.thaliana	CARHR037960.1	C.hirsuta
cluster_10875	AT1G48360.2	A.thaliana	CARHR037970.1	C.hirsuta
cluster_588	AT1G48370.1	A.thaliana	CARHR037980.1	C.hirsuta
cluster_6917	AT1G48380.2	A.thaliana	CARHR037990.1	C.hirsuta
cluster_1362	AT1G48410.2	A.thaliana	CARHR038030.1	C.hirsuta
cluster_3215	AT1G48450.1	A.thaliana	CARHR038080.1	C.hirsuta
cluster_10876	AT1G48460.1	A.thaliana	CARHR038090.1	C.hirsuta
cluster_10877	AT1G48550.1	A.thaliana	CARHR038160.1	C.hirsuta
cluster_4094	AT1G48760.1	A.thaliana	CARHR038730.1	C.hirsuta
cluster_4192	AT1G48790.1	A.thaliana	CARHR038760.1	C.hirsuta
cluster_8094	AT1G48880.1	A.thaliana	CARHR038880.1	C.hirsuta
cluster_775	AT1G48930.1	A.thaliana	CARHR038920.1	C.hirsuta
cluster_8514	AT1G48950.1	A.thaliana	CARHR038960.1	C.hirsuta
cluster_8515	AT1G48960.1	A.thaliana	CARHR038970.1	C.hirsuta
cluster_5245	AT1G49040.1	A.thaliana	CARHR039080.1	C.hirsuta
cluster_10419	AT1G49050.1	A.thaliana	CARHR039090.1	C.hirsuta
cluster_3719	AT1G49140.1	A.thaliana	CARHR039120.1	C.hirsuta
cluster_8516	AT1G49170.1	A.thaliana	CARHR039170.1	C.hirsuta
cluster_2214	AT1G49340.2	A.thaliana	CARHR039330.1	C.hirsuta
cluster_2815	AT1G49380.1	A.thaliana	CARHR039390.1	C.hirsuta
cluster_2004	AT1G49430.1	A.thaliana	CARHR039450.1	C.hirsuta
cluster_3087	AT1G64670.1	A.thaliana	CARHR046240.1	C.hirsuta
cluster_10879	AT1G49470.1	A.thaliana	CARHR039470.1	C.hirsuta
cluster_6064	AT1G49510.1	A.thaliana	CARHR039530.1	C.hirsuta
cluster_149	AT1G49580.1	A.thaliana	CARHR039630.1	C.hirsuta
cluster_8518	AT1G49590.1	A.thaliana	CARHR039640.1	C.hirsuta
cluster_305	AT1G49600.1	A.thaliana	CARHR039650.1	C.hirsuta
cluster_490	AT1G49720.2	A.thaliana	CARHR039760.1	C.hirsuta
cluster_2257	AT1G49780.1	A.thaliana	CARHR039850.1	C.hirsuta
cluster_8520	AT1G49820.1	A.thaliana	CARHR039880.1	C.hirsuta
cluster_10881	AT1G49870.1	A.thaliana	CARHR039920.1	C.hirsuta
cluster_5184	AT1G49950.3	A.thaliana	CARHR039980.1	C.hirsuta
cluster_589	AT1G49960.1	A.thaliana	CARHR039990.1	C.hirsuta
cluster_6920	AT1G50020.1	A.thaliana	CARHR040130.1	C.hirsuta
cluster_6065	AT1G50030.1	A.thaliana	CARHR040140.1	C.hirsuta
cluster_945	AT1G50110.1	A.thaliana	CARHR040160.1	C.hirsuta
cluster_5522	AT1G50200.1	A.thaliana	CARHR040290.1	C.hirsuta
cluster_5140	AT1G50240.2	A.thaliana	CARHR040300.1	C.hirsuta
cluster_1436	AT1G50410.1	A.thaliana	CARHR040420.1	C.hirsuta
cluster_8521	AT1G50420.1	A.thaliana	CARHR040430.1	C.hirsuta
cluster_6066	AT1G50430.1	A.thaliana	CARHR040440.1	C.hirsuta
cluster_10883	AT1G50440.1	A.thaliana	CARHR040450.1	C.hirsuta
cluster_5570	AT1G50450.1	A.thaliana	CARHR040460.1	C.hirsuta
cluster_6067	AT1G50480.1	A.thaliana	CARHR040480.1	C.hirsuta
cluster_2711	AT1G50500.2	A.thaliana	CARHR040530.1	C.hirsuta
cluster_879	AT1G50600.1	A.thaliana	CARHR040640.1	C.hirsuta
cluster_2602	AT1G50610.1	A.thaliana	CARHR040660.1	C.hirsuta
cluster_10884	AT1G50670.1	A.thaliana	CARHR040720.1	C.hirsuta
cluster_6921	AT1G50710.1	A.thaliana	CARHR040810.1	C.hirsuta
cluster_2503	AT1G50840.1	A.thaliana	CARHR040890.1	C.hirsuta
cluster_6068	AT1G50910.1	A.thaliana	CARHR040960.1	C.hirsuta
cluster_10885	AT1G50940.1	A.thaliana	CARHR040980.1	C.hirsuta
cluster_2259	AT1G51070.2	A.thaliana	CARHR041090.1	C.hirsuta
cluster_4193	AT1G51110.1	A.thaliana	CARHR041130.1	C.hirsuta
cluster_3612	AT1G51130.1	A.thaliana	CARHR041150.1	C.hirsuta
cluster_6922	AT1G51140.1	A.thaliana	CARHR041180.1	C.hirsuta
cluster_3515	AT1G51170.1	A.thaliana	CARHR041220.1	C.hirsuta
cluster_6923	AT1G51200.1	A.thaliana	CARHR041240.1	C.hirsuta
cluster_5250	AT1G51260.1	A.thaliana	CARHR041370.1	C.hirsuta
cluster_6925	AT1G51310.1	A.thaliana	CARHR041380.1	C.hirsuta
cluster_2504	AT1G51380.1	A.thaliana	CARHR041520.1	C.hirsuta
cluster_650	AT1G51460.1	A.thaliana	CARHR041630.1	C.hirsuta
cluster_10886	AT1G51580.1	A.thaliana	CARHR041730.1	C.hirsuta
cluster_2817	AT1G51590.1	A.thaliana	CARHR041740.1	C.hirsuta
cluster_4637	AT1G51650.1	A.thaliana	CARHR041810.1	C.hirsuta
cluster_3218	AT1G51660.1	A.thaliana	CARHR041820.1	C.hirsuta
cluster_1257	AT1G51690.3	A.thaliana	CARHR041850.1	C.hirsuta
cluster_8	AT1G51700.1	A.thaliana	CARHR041860.1	C.hirsuta
cluster_6069	AT1G51720.1	A.thaliana	CARHR041880.1	C.hirsuta
cluster_6927	AT1G52155.1	A.thaliana	CARHR042290.1	C.hirsuta
cluster_3611	AT1G52160.1	A.thaliana	CARHR042320.1	C.hirsuta
cluster_2505	AT1G52190.1	A.thaliana	CARHR042330.1	C.hirsuta
cluster_223	AT1G52280.1	A.thaliana	CARHR042390.1	C.hirsuta
cluster_42	AT1G52290.1	A.thaliana	CARHR042400.1	C.hirsuta
cluster_10887	AT1G52310.1	A.thaliana	CARHR042420.1	C.hirsuta
cluster_5467	AT1G52320.2	A.thaliana	CARHR042440.1	C.hirsuta
cluster_10888	AT1G52330.2	A.thaliana	CARHR042460.1	C.hirsuta
cluster_947	AT1G52360.2	A.thaliana	CARHR042500.1	C.hirsuta
cluster_132	AT1G52400.1	A.thaliana	CARHR042540.1	C.hirsuta
cluster_10889	AT1G52510.1	A.thaliana	CARHR042610.1	C.hirsuta
cluster_10890	AT1G52530.1	A.thaliana	CARHR042650.1	C.hirsuta
cluster_8525	AT1G52580.1	A.thaliana	CARHR042710.1	C.hirsuta
cluster_10891	AT1G52590.1	A.thaliana	CARHR042720.1	C.hirsuta
cluster_2074	AT1G52600.1	A.thaliana	CARHR042730.1	C.hirsuta
cluster_6072	AT1G52630.1	A.thaliana	CARHR042750.1	C.hirsuta
cluster_880	AT1G52700.1	A.thaliana	CARHR042840.1	C.hirsuta
cluster_574	AT1G52740.1	A.thaliana	CARHR042880.1	C.hirsuta
cluster_6928	AT1G52760.1	A.thaliana	CARHR042920.1	C.hirsuta
cluster_3724	AT1G52870.2	A.thaliana	CARHR043090.1	C.hirsuta
cluster_4195	AT1G52910.1	A.thaliana	CARHR043140.1	C.hirsuta
cluster_5572	AT1G52980.1	A.thaliana	CARHR043180.1	C.hirsuta
cluster_6073	AT1G53000.1	A.thaliana	CARHR043220.1	C.hirsuta
cluster_130	AT1G53100.1	A.thaliana	CARHR043320.1	C.hirsuta
cluster_6929	AT1G53140.1	A.thaliana	CARHR043360.1	C.hirsuta
cluster_4196	AT1G53165.3	A.thaliana	CARHR043390.1	C.hirsuta
cluster_6074	AT1G53210.1	A.thaliana	CARHR043440.1	C.hirsuta
cluster_1781	AT1G53240.1	A.thaliana	CARHR043460.1	C.hirsuta
cluster_8528	AT1G53250.1	A.thaliana	CARHR043490.1	C.hirsuta
cluster_10893	AT1G53270.1	A.thaliana	CARHR043500.1	C.hirsuta
cluster_1606	AT1G53400.1	A.thaliana	CARHR043610.1	C.hirsuta
cluster_10895	AT1G53520.1	A.thaliana	CARHR043760.1	C.hirsuta
cluster_2075	AT1G53570.1	A.thaliana	CARHR043820.1	C.hirsuta
cluster_10896	AT1G53710.1	A.thaliana	CARHR044010.1	C.hirsuta
cluster_4549	AT1G53720.1	A.thaliana	CARHR044020.1	C.hirsuta
cluster_1348	AT1G53730.2	A.thaliana	CARHR044040.1	C.hirsuta
cluster_6931	AT1G53760.1	A.thaliana	CARHR044070.1	C.hirsuta
cluster_1055	AT1G53770.2	A.thaliana	CARHR044080.1	C.hirsuta
cluster_8529	AT1G53800.2	A.thaliana	CARHR044090.1	C.hirsuta
cluster_1628	AT1G53860.1	A.thaliana	CARHR044190.1	C.hirsuta
cluster_3725	AT1G54030.1	A.thaliana	CARHR044360.1	C.hirsuta
cluster_1621	AT1G54090.1	A.thaliana	CARHR044420.1	C.hirsuta
cluster_6075	AT1G54100.1	A.thaliana	CARHR044440.1	C.hirsuta
cluster_1629	AT1G54115.1	A.thaliana	CARHR044460.1	C.hirsuta
cluster_8530	AT1G54120.1	A.thaliana	CARHR044470.1	C.hirsuta
cluster_6076	AT1G54140.1	A.thaliana	CARHR044490.1	C.hirsuta
cluster_8531	AT1G54150.1	A.thaliana	CARHR044500.1	C.hirsuta
cluster_146	AT1G54280.1	A.thaliana	CARHR044640.1	C.hirsuta
cluster_6077	AT1G55090.1	A.thaliana	CARHR044680.1	C.hirsuta
cluster_550	AT1G55120.1	A.thaliana	CARHR044710.1	C.hirsuta
cluster_4626	AT1G55150.1	A.thaliana	CARHR044750.1	C.hirsuta
cluster_8534	AT1G55170.1	A.thaliana	CARHR044790.1	C.hirsuta
cluster_1341	AT1G55200.1	A.thaliana	CARHR044810.1	C.hirsuta
cluster_281	AT1G55210.1	A.thaliana	CARHR044870.1	C.hirsuta
cluster_3727	AT1G55340.1	A.thaliana	CARHR045000.1	C.hirsuta
cluster_29	AT1G55360.1	A.thaliana	CARHR045020.1	C.hirsuta
cluster_4198	AT1G55460.1	A.thaliana	CARHR045130.1	C.hirsuta
cluster_580	AT1G55490.1	A.thaliana	CARHR045160.1	C.hirsuta
cluster_1998	AT1G55520.1	A.thaliana	CARHR045200.1	C.hirsuta
cluster_3224	AT1G55535.1	A.thaliana	CARHR045220.1	C.hirsuta
cluster_10899	AT1G55590.1	A.thaliana	CARHR045290.1	C.hirsuta
cluster_8535	AT1G55620.2	A.thaliana	CARHR045320.1	C.hirsuta
cluster_79	AT1G55690.1	A.thaliana	CARHR045370.1	C.hirsuta
cluster_3959	AT1G55890.1	A.thaliana	CARHR045600.1	C.hirsuta
cluster_6078	AT1G55900.1	A.thaliana	CARHR045610.1	C.hirsuta
cluster_1366	AT1G55920.1	A.thaliana	CARHR045640.1	C.hirsuta
cluster_6936	AT1G56000.1	A.thaliana	CARHR045730.1	C.hirsuta
cluster_8199	AT1G56050.1	A.thaliana	CARHR045770.1	C.hirsuta
cluster_10900	AT1G56090.1	A.thaliana	CARHR045820.1	C.hirsuta
