x_orig,y_orig,x_loess,y_loess,x_anwil,y_anwil,x_iter,y_iter,x_nw,y_nw,y_nw_knn,x_manle,y_manle,svd_x,svd_y,x_amanle,y_amanle
   -0.515030,    0.779920,   -0.515030,    0.752815,   -0.511846,    0.768036,   -0.505567,    0.760373,   -0.515030,    0.751624,    0.758542,   -0.485401,    0.023743,   -0.505968,   -0.049086,   -0.459319,    0.008338,
   -0.511022,    0.795006,   -0.511022,    0.754088,   -0.509145,    0.777796,   -0.501087,    0.764959,   -0.511022,    0.752674,    0.756079,   -0.485535,    0.023138,   -0.500547,   -0.048560,   -0.458019,    0.007705,
   -0.507014,    0.763896,   -0.507014,    0.755337,   -0.506886,    0.767487,   -0.500504,    0.761028,   -0.507014,    0.754278,    0.755678,   -0.485723,    0.024418,   -0.499566,   -0.048465,   -0.456756,    0.007925,
   -0.503006,    0.715909,   -0.503006,    0.756557,   -0.496116,    0.731466,   -0.497164,    0.747300,   -0.503006,    0.756083,    0.757498,   -0.485876,    0.026424,   -0.500208,   -0.048527,   -0.456915,    0.010918,
   -0.498998,    0.605542,   -0.498998,    0.757790,   -0.520566,    0.671123,   -0.535306,    0.716733,   -0.498998,    0.758651,    0.762884,   -0.486048,    0.031013,   -0.506844,   -0.049171,   -0.460105,    0.009711,
   -0.494990,    0.800605,   -0.494990,    0.759074,   -0.496484,    0.782429,   -0.488121,    0.768498,   -0.494990,    0.757448,    0.750263,   -0.486348,    0.022796,   -0.484126,   -0.046967,   -0.456688,    0.005766,
   -0.490982,    0.888364,   -0.490982,    0.760401,   -0.478601,    0.845477,   -0.461374,    0.792453,   -0.490982,    0.757549,    0.745250,   -0.486229,    0.019347,   -0.471721,   -0.045764,   -0.459239,    0.008896,
   -0.486974,    0.725843,   -0.486974,    0.761763,   -0.487217,    0.738464,   -0.487353,    0.751460,   -0.486974,    0.760749,    0.752874,   -0.486698,    0.025902,   -0.483370,   -0.046894,   -0.455900,    0.011200,
   -0.482966,    0.809513,   -0.482966,    0.763150,   -0.483392,    0.783274,   -0.475781,    0.770334,   -0.482966,    0.760879,    0.747186,   -0.486564,    0.022625,   -0.471358,   -0.045728,   -0.457058,    0.004758,
   -0.478958,    0.650029,   -0.478958,    0.764555,   -0.492141,    0.700022,   -0.500962,    0.734460,   -0.478958,    0.764044,    0.758258,   -0.487046,    0.029056,   -0.482716,   -0.046830,   -0.459714,    0.011648,
   -0.474950,    0.813218,   -0.474950,    0.765968,   -0.477590,    0.787251,   -0.469314,    0.772572,   -0.474950,    0.763151,    0.749270,   -0.487074,    0.022353,   -0.463061,   -0.044923,   -0.457387,    0.004291,
   -0.470942,    0.746319,   -0.470942,    0.767382,   -0.465865,    0.751509,   -0.465212,    0.759869,   -0.470942,    0.765144,    0.752589,   -0.487184,    0.025176,   -0.465520,   -0.045162,   -0.456840,    0.009111,
   -0.466934,    0.717933,   -0.466934,    0.768786,   -0.463452,    0.738518,   -0.465995,    0.754583,   -0.466934,    0.766646,    0.757774,   -0.487379,    0.026338,   -0.464277,   -0.045041,   -0.458710,    0.011158,
   -0.462926,    0.719223,   -0.462926,    0.770174,   -0.463134,    0.738613,   -0.465558,    0.754693,   -0.462926,    0.767765,    0.759959,   -0.487602,    0.026247,   -0.460183,   -0.044644,   -0.459624,    0.014106,
   -0.458918,    0.749678,   -0.458918,    0.771536,   -0.453523,    0.755179,   -0.453036,    0.762763,   -0.458918,    0.768501,    0.762054,   -0.487906,    0.024881,   -0.453285,   -0.043975,   -0.459819,    0.008755,
   -0.454910,    0.812864,   -0.454910,    0.772864,   -0.451435,    0.786346,   -0.445471,    0.775097,   -0.454910,    0.768805,    0.760106,   -0.488016,    0.022287,   -0.443242,   -0.043001,   -0.459058,    0.004145,
   -0.450902,    0.678388,   -0.450902,    0.774149,   -0.460346,    0.719163,   -0.466052,    0.747477,   -0.450902,    0.771648,    0.769731,   -0.488243,    0.027856,   -0.452196,   -0.043869,   -0.458138,    0.013592,
   -0.446894,    0.752671,   -0.446894,    0.775383,   -0.447456,    0.756408,   -0.446984,    0.764012,   -0.446894,    0.771789,    0.768161,   -0.488403,    0.024759,   -0.441086,   -0.042792,   -0.462383,    0.008660,
   -0.442886,    0.782192,   -0.442886,    0.776556,   -0.444327,    0.764318,   -0.442005,    0.767724,   -0.442886,    0.772496,    0.769299,   -0.448982,    0.002711,   -0.434278,   -0.042131,   -0.461413,    0.005042,
   -0.438878,    0.698644,   -0.438878,    0.777661,   -0.442573,    0.728380,   -0.446986,    0.754716,   -0.438878,    0.774672,    0.779451,   -0.488800,    0.026972,   -0.438337,   -0.042525,   -0.460525,    0.014038,
   -0.434870,    0.931346,   -0.434870,    0.778699,   -0.414599,    0.860723,   -0.398348,    0.807272,   -0.434870,    0.772693,    0.768319,   -0.372939,    0.065166,   -0.412001,   -0.039970,   -0.457806,    0.008521,
   -0.430862,    0.720368,   -0.430862,    0.779681,   -0.429558,    0.741697,   -0.432160,    0.761636,   -0.430862,    0.776534,    0.782546,   -0.462513,    0.024127,   -0.428308,   -0.041552,   -0.462026,    0.012403,
   -0.426854,    0.736116,   -0.426854,    0.780615,   -0.427715,    0.749353,   -0.429589,    0.764362,   -0.426854,    0.777387,    0.785019,   -0.480862,    0.025165,   -0.422823,   -0.041020,   -0.462126,    0.010649,
   -0.422846,    0.712419,   -0.422846,    0.781506,   -0.428234,    0.741799,   -0.430781,    0.761719,   -0.422846,    0.778754,    0.789921,   -0.482227,    0.027114,   -0.421130,   -0.040856,   -0.461414,    0.012053,
   -0.418838,    0.935563,   -0.418838,    0.782362,   -0.399036,    0.863243,   -0.383117,    0.810517,   -0.418838,    0.776816,    0.779896,   -0.373544,    0.064985,   -0.395713,   -0.038390,   -0.455771,    0.007321,
   -0.414830,    0.836908,   -0.414830,    0.783190,   -0.399609,    0.822396,   -0.390086,    0.795659,   -0.414830,    0.779164,    0.790276,   -0.373735,    0.069123,   -0.401224,   -0.038924,   -0.458287,    0.007026,
   -0.410822,    0.718727,   -0.410822,    0.783995,   -0.416940,    0.742264,   -0.419532,    0.763848,   -0.410822,    0.781778,    0.799438,   -0.373936,    0.074095,   -0.408612,   -0.039641,   -0.457873,    0.008829,
   -0.406814,    0.883121,   -0.406814,    0.784786,   -0.383230,    0.846193,   -0.370896,    0.807072,   -0.406814,    0.780571,    0.793356,   -0.374016,    0.067175,   -0.388842,   -0.037723,   -0.454339,    0.010480,
   -0.402806,    0.811636,   -0.402806,    0.785568,   -0.396861,    0.796849,   -0.391112,    0.787416,   -0.402806,    0.782544,    0.798382,   -0.374197,    0.070169,   -0.391741,   -0.038004,   -0.457069,    0.005466,
   -0.398798,    0.817107,   -0.398798,    0.786348,   -0.392781,    0.802012,   -0.386617,    0.790041,   -0.398798,    0.783466,    0.799645,   -0.374344,    0.069934,   -0.387245,   -0.037568,   -0.455761,    0.005244,
   -0.394790,    0.769904,   -0.394790,    0.787133,   -0.405408,    0.762605,   -0.404650,    0.773372,   -0.394790,    0.785101,    0.803161,   -0.374515,    0.071909,   -0.387811,   -0.037623,   -0.454047,    0.004518,
   -0.390782,    0.738434,   -0.390782,    0.787930,   -0.401395,    0.751609,   -0.402464,    0.769952,   -0.390782,    0.786516,    0.804572,   -0.374678,    0.073223,   -0.386865,   -0.037531,   -0.449100,    0.009492,
   -0.386774,    0.826322,   -0.386774,    0.788746,   -0.374407,    0.814067,   -0.367129,    0.797400,   -0.386774,    0.786275,    0.800085,   -0.374788,    0.069531,   -0.374447,   -0.036327,   -0.449431,    0.011716,
   -0.382766,    0.756597,   -0.382766,    0.789587,   -0.393213,    0.758732,   -0.393056,    0.774115,   -0.382766,    0.788204,    0.804396,   -0.374968,    0.072447,   -0.377178,   -0.036592,   -0.322591,    0.075238,
   -0.378758,    0.946437,   -0.378758,    0.790459,   -0.363447,    0.862204,   -0.349286,    0.816553,   -0.378758,    0.786511,    0.794279,   -0.375033,    0.064485,   -0.354962,   -0.034436,   -0.349226,    0.048554,
   -0.374749,    0.700435,   -0.374749,    0.791370,   -0.394718,    0.736408,   -0.399494,    0.765980,   -0.374749,    0.790895,    0.806433,   -0.375291,    0.074789,   -0.374634,   -0.036345,   -0.311141,    0.082756,
   -0.370741,    0.925742,   -0.370741,    0.792286,   -0.349525,    0.857870,   -0.337342,    0.817260,   -0.370741,    0.788665,    0.793144,   -0.375340,    0.065339,   -0.349010,   -0.033859,   -0.315216,    0.079006,
   -0.366733,    0.794804,   -0.366733,    0.793169,   -0.355166,    0.796413,   -0.351438,    0.794502,   -0.366733,    0.791436,    0.800407,   -0.375547,    0.070823,   -0.357623,   -0.034695,   -0.304598,    0.084855,
   -0.362725,    0.828486,   -0.362725,    0.794026,   -0.350495,    0.814874,   -0.344426,    0.802175,   -0.362725,    0.791876,    0.798557,   -0.375681,    0.069405,   -0.350415,   -0.033995,   -0.303894,    0.083522,
   -0.358717,    0.872051,   -0.358717,    0.794861,   -0.344409,    0.849147,   -0.333936,    0.814464,   -0.358717,    0.792162,    0.794345,   -0.375811,    0.067571,   -0.342258,   -0.033204,   -0.304998,    0.081969,
   -0.354709,    0.755808,   -0.354709,    0.795677,   -0.358423,    0.773133,   -0.358599,    0.785168,   -0.354709,    0.794725,    0.800524,   -0.376012,    0.072441,   -0.349459,   -0.033903,   -0.303177,    0.086457,
   -0.350701,    0.876186,   -0.350701,    0.796481,   -0.337523,    0.850611,   -0.327557,    0.816112,   -0.350701,    0.793887,    0.793443,   -0.376109,    0.067382,   -0.333919,   -0.032395,   -0.304720,    0.081464,
   -0.346693,    0.591250,   -0.346693,    0.797275,   -0.391615,    0.710843,   -0.402239,    0.757268,   -0.346693,    0.798886,    0.809135,   -0.376383,    0.079324,   -0.357334,   -0.034666,   -0.305318,    0.084921,
   -0.342685,    0.751052,   -0.342685,    0.798066,   -0.345717,    0.773217,   -0.346465,    0.787404,   -0.342685,    0.797454,    0.799615,   -0.376463,    0.072626,   -0.338004,   -0.032791,   -0.302053,    0.086991,
   -0.338677,    0.735513,   -0.338677,    0.798857,   -0.341319,    0.765609,   -0.343626,    0.785255,   -0.338677,    0.798551,    0.800804,   -0.376619,    0.073274,   -0.335527,   -0.032551,   -0.301694,    0.086167,
   -0.334669,    0.709935,   -0.334669,    0.799653,   -0.342923,    0.746579,   -0.349505,    0.778388,   -0.334669,    0.799789,    0.803610,   -0.376781,    0.074344,   -0.334015,   -0.032404,   -0.302194,    0.085347,
   -0.330661,    0.793785,   -0.330661,    0.800458,   -0.326288,    0.797944,   -0.324865,    0.799723,   -0.330661,    0.799411,    0.799624,   -0.376897,    0.070817,   -0.321985,   -0.031237,   -0.299200,    0.086208,
   -0.326653,    0.842598,   -0.326653,    0.801278,   -0.322360,    0.827714,   -0.316446,    0.811565,   -0.326653,    0.799533,    0.799071,   -0.377030,    0.068751,   -0.313323,   -0.030397,   -0.299538,    0.080398,
   -0.322645,    0.868697,   -0.322645,    0.802116,   -0.319211,    0.845865,   -0.311702,    0.817641,   -0.322645,    0.799978,    0.798930,   -0.312973,    0.062771,   -0.306844,   -0.029768,   -0.300591,    0.078958,
   -0.318637,    0.832490,   -0.318637,    0.802978,   -0.313400,    0.821470,   -0.309404,    0.810509,   -0.318637,    0.801341,    0.803131,   -0.315195,    0.079348,   -0.306354,   -0.029721,   -0.299307,    0.081230,
   -0.314629,    0.760690,   -0.314629,    0.803867,   -0.308896,    0.784232,   -0.312285,    0.796456,   -0.314629,    0.803236,    0.808395,   -0.313656,    0.108022,   -0.309284,   -0.030005,   -0.300758,    0.088687,
   -0.310621,    0.844182,   -0.310621,    0.804789,   -0.303347,    0.830722,   -0.300143,    0.814676,   -0.310621,    0.802796,    0.805717,   -0.266133,    0.069634,   -0.297289,   -0.028841,   -0.300501,    0.079393,
   -0.306613,    0.825309,   -0.306613,    0.805775,   -0.302595,    0.819490,   -0.300111,    0.811104,   -0.306613,    0.803887,    0.807028,   -0.266714,    0.070566,   -0.295132,   -0.028632,   -0.300397,    0.082022,
   -0.302605,    0.890946,   -0.302605,    0.806844,   -0.298170,    0.855971,   -0.290930,    0.824540,   -0.302605,    0.803690,    0.803338,   -0.266725,    0.067370,   -0.284853,   -0.027635,   -0.301414,    0.078870,
   -0.298597,    0.878902,   -0.298597,    0.807983,   -0.295674,    0.848115,   -0.290180,    0.821892,   -0.298597,    0.804664,    0.804295,   -0.267103,    0.067949,   -0.282040,   -0.027362,   -0.301521,    0.078290,
   -0.294589,    0.819860,   -0.294589,    0.809176,   -0.290339,    0.820637,   -0.289554,    0.812757,   -0.294589,    0.806353,    0.808339,   -0.267176,    0.070824,   -0.283744,   -0.027527,   -0.301600,    0.082726,
   -0.290581,    0.746307,   -0.290581,    0.810408,   -0.288331,    0.776254,   -0.294742,    0.796689,   -0.290581,    0.808269,    0.812889,   -0.267170,    0.074367,   -0.286842,   -0.027828,   -0.297957,    0.086188,
   -0.286573,    0.766507,   -0.286573,    0.811666,   -0.286583,    0.781620,   -0.291804,    0.799148,   -0.286573,    0.808742,    0.811056,   -0.267722,    0.073442,   -0.280930,   -0.027254,   -0.298720,    0.086609,
   -0.282565,    0.775405,   -0.282565,    0.812935,   -0.285795,    0.784195,   -0.290117,    0.800525,   -0.282565,    0.809383,    0.812028,   -0.266628,    0.072916,   -0.276104,   -0.026786,   -0.301939,    0.087893,
   -0.278557,    0.794803,   -0.278557,    0.814200,   -0.280762,    0.803168,   -0.284440,    0.807311,   -0.278557,    0.809856,    0.811028,   -0.266567,    0.071987,   -0.270269,   -0.026220,   -0.303196,    0.086225,
   -0.274549,    0.842094,   -0.274549,    0.815447,   -0.281110,    0.830941,   -0.280225,    0.817584,   -0.274549,    0.809886,    0.807142,   -0.266284,    0.069752,   -0.261753,   -0.025394,   -0.303157,    0.080346,
   -0.270541,    0.878480,   -0.270541,    0.816661,   -0.271330,    0.845519,   -0.269478,    0.824532,   -0.270541,    0.810078,    0.806486,   -0.265936,    0.068047,   -0.254286,   -0.024669,   -0.298506,    0.077946,
   -0.266533,    0.817783,   -0.266533,    0.817827,   -0.269580,    0.817030,   -0.273121,    0.813300,   -0.266533,    0.811796,    0.808505,   -0.266814,    0.070895,   -0.256149,   -0.024850,   -0.300160,    0.081081,
   -0.262525,    0.823759,   -0.262525,    0.818932,   -0.269440,    0.817349,   -0.272863,    0.813498,   -0.262525,    0.812463,    0.806704,   -0.266159,    0.070597,   -0.251604,   -0.024409,   -0.298989,    0.080316,
   -0.258517,    0.834520,   -0.258517,    0.819960,   -0.262620,    0.825184,   -0.265934,    0.817233,   -0.258517,    0.813052,    0.806421,   -0.266824,    0.070103,   -0.246599,   -0.023924,   -0.297026,    0.078475,
   -0.254509,    0.782360,   -0.254509,    0.820898,   -0.251370,    0.796002,   -0.259827,    0.807421,   -0.254509,    0.814643,    0.810080,   -0.266900,    0.072539,   -0.247641,   -0.024025,   -0.288352,    0.081294,
   -0.250501,    0.750169,   -0.250501,    0.821730,   -0.259599,    0.775136,   -0.269112,    0.799353,   -0.250501,    0.815921,    0.810741,   -0.267181,    0.074048,   -0.246764,   -0.023940,   -0.290807,    0.080300,
   -0.246493,    0.684323,   -0.246493,    0.822508,   -0.258481,    0.751612,   -0.270555,    0.791740,   -0.246493,    0.817744,    0.814031,   -0.267177,    0.077113,   -0.249122,   -0.024168,   -0.279775,    0.076687,
   -0.242485,    0.769694,   -0.242485,    0.823289,   -0.242013,    0.788541,   -0.252362,    0.805882,   -0.242485,    0.817127,    0.808583,   -0.268230,    0.073169,   -0.236947,   -0.022987,   -0.283010,    0.079237,
   -0.238477,    0.863697,   -0.238477,    0.824072,   -0.246994,    0.840970,   -0.248505,    0.825617,   -0.238477,    0.816358,    0.802380,   -0.260550,    0.068457,   -0.223941,   -0.021725,   -0.276166,    0.071850,
   -0.234469,    0.770141,   -0.234469,    0.824852,   -0.241379,    0.788525,   -0.251597,    0.805950,   -0.234469,    0.818638,    0.808171,   -0.265503,    0.073058,   -0.228962,   -0.022213,   -0.213661,    0.070923,
   -0.230461,    0.807869,   -0.230461,    0.825627,   -0.242761,    0.804764,   -0.251255,    0.811411,   -0.230461,    0.818778,    0.806262,   -0.261608,    0.071268,   -0.221366,   -0.021476,   -0.211936,    0.060830,
   -0.226453,    0.864718,   -0.226453,    0.826393,   -0.234886,    0.844786,   -0.236580,    0.829100,   -0.226453,    0.818597,    0.803728,   -0.243292,    0.067124,   -0.211931,   -0.020560,   -0.215231,    0.052971,
   -0.222445,    0.869560,   -0.222445,    0.827147,   -0.226233,    0.849482,   -0.227589,    0.832038,   -0.222445,    0.819268,    0.805119,   -0.245441,    0.066896,   -0.207495,   -0.020130,   -0.215355,    0.053076,
   -0.218437,    0.742033,   -0.218437,    0.827886,   -0.236789,    0.770230,   -0.248124,    0.800426,   -0.218437,    0.822133,    0.812981,   -0.241236,    0.077141,   -0.215781,   -0.020934,   -0.214490,    0.074052,
   -0.214429,    0.908642,   -0.214429,    0.828607,   -0.194635,    0.880129,   -0.195057,    0.848639,   -0.214429,    0.820113,    0.804343,   -0.210627,    0.053606,   -0.195798,   -0.018995,   -0.216213,    0.057240,
   -0.210421,    0.919538,   -0.210421,    0.829306,   -0.191420,    0.884865,   -0.191539,    0.851257,   -0.210421,    0.820673,    0.805116,   -0.205066,    0.049119,   -0.190780,   -0.018508,   -0.215848,    0.058465,
   -0.206413,    0.739425,   -0.206413,    0.829979,   -0.218678,    0.772945,   -0.229493,    0.802919,   -0.206413,    0.824436,    0.817387,   -0.251216,    0.075942,   -0.204120,   -0.019803,   -0.215867,    0.074039,
   -0.202405,    0.764360,   -0.202405,    0.830625,   -0.220307,    0.787491,   -0.231253,    0.807628,   -0.202405,    0.824763,    0.817547,   -0.210090,    0.073622,   -0.197753,   -0.019185,   -0.217646,    0.073728,
   -0.198397,    0.925998,   -0.198397,    0.831240,   -0.183357,    0.886553,   -0.182890,    0.853180,   -0.198397,    0.822769,    0.808038,   -0.181090,    0.047358,   -0.178247,   -0.017293,   -0.215825,    0.059515,
   -0.194389,    0.819398,   -0.194389,    0.831819,   -0.210727,    0.814730,   -0.219322,    0.819774,   -0.194389,    0.825304,    0.816155,   -0.195946,    0.061127,   -0.184522,   -0.017901,   -0.220774,    0.058090,
   -0.190381,    0.653990,   -0.190381,    0.832361,   -0.209318,    0.743567,   -0.220629,    0.792822,   -0.190381,    0.828848,    0.828898,   -0.212522,    0.089554,   -0.196448,   -0.019058,   -0.210830,    0.066192,
   -0.186373,    0.720014,   -0.186373,    0.832862,   -0.198786,    0.764175,   -0.209491,    0.801310,   -0.186373,    0.828445,    0.827655,   -0.196799,    0.080289,   -0.186132,   -0.018057,   -0.184975,    0.092295,
   -0.182365,    0.812447,   -0.182365,    0.833321,   -0.192641,    0.809667,   -0.202175,    0.819872,   -0.182365,    0.827571,    0.826905,   -0.186201,    0.075150,   -0.173278,   -0.016810,   -0.204035,    0.074537,
   -0.178357,    0.739751,   -0.178357,    0.833742,   -0.197228,    0.771043,   -0.207302,    0.803694,   -0.178357,    0.829520,    0.835076,   -0.186800,    0.096251,   -0.176294,   -0.017103,   -0.185139,    0.095396,
   -0.174349,    0.800110,   -0.174349,    0.834130,   -0.186296,    0.806353,   -0.195494,    0.818890,   -0.174349,    0.829165,    0.834974,   -0.188401,    0.077191,   -0.166522,   -0.016155,   -0.199723,    0.085456,
   -0.170341,    0.836155,   -0.170341,    0.834489,   -0.179810,    0.840440,   -0.184359,    0.834265,   -0.170341,    0.829210,    0.838179,   -0.126437,    0.122682,   -0.159087,   -0.015434,   -0.207177,    0.067236,
   -0.166333,    0.950915,   -0.166333,    0.834823,   -0.146649,    0.901315,   -0.146291,    0.863508,   -0.166333,    0.827865,    0.833453,   -0.126568,    0.117181,   -0.144087,   -0.013979,   -0.195954,    0.075537,
   -0.162325,    0.811059,   -0.162325,    0.835137,   -0.167144,    0.807837,   -0.175227,    0.821320,   -0.162325,    0.830937,    0.844678,   -0.126801,    0.123885,   -0.153558,   -0.014897,   -0.188277,    0.096480,
   -0.158317,    0.920452,   -0.158317,    0.835435,   -0.143825,    0.897380,   -0.144028,    0.861988,   -0.158317,    0.829638,    0.843121,   -0.126929,    0.118644,   -0.139074,   -0.013492,   -0.195369,    0.076213,
   -0.154309,    0.949293,   -0.154309,    0.835722,   -0.141767,    0.902944,   -0.140892,    0.864805,   -0.154309,    0.829722,    0.843451,   -0.127090,    0.117269,   -0.132331,   -0.012838,   -0.182759,    0.090796,
   -0.150301,    0.950071,   -0.150301,    0.836002,   -0.138518,    0.901409,   -0.137900,    0.864594,   -0.150301,    0.830276,    0.845375,   -0.127263,    0.117235,   -0.128286,   -0.012446,   -0.167739,    0.100507,
   -0.146293,    0.858432,   -0.146293,    0.836278,   -0.145565,    0.875849,   -0.146197,    0.852953,   -0.146293,    0.832441,    0.853303,   -0.127477,    0.121611,   -0.133123,   -0.012915,   -0.185277,    0.095871,
   -0.142285,    0.678905,   -0.142285,    0.836557,   -0.141617,    0.750961,   -0.148876,    0.799269,   -0.142285,    0.836152,    0.867056,   -0.127730,    0.130214,   -0.146406,   -0.014203,   -0.137560,    0.153765,
   -0.138277,    0.873142,   -0.138277,    0.836841,   -0.139103,    0.878337,   -0.139512,    0.855105,   -0.138277,    0.833199,    0.856959,   -0.127816,    0.120909,   -0.123768,   -0.012007,   -0.138786,    0.153644,
   -0.134269,    0.920446,   -0.134269,    0.837136,   -0.133225,    0.898258,   -0.132245,    0.863722,   -0.134269,    0.832822,    0.854700,   -0.127967,    0.118652,   -0.115250,   -0.011181,   -0.140378,    0.140717,
   -0.130261,    0.830378,   -0.130261,    0.837446,   -0.129613,    0.837131,   -0.134104,    0.837555,   -0.130261,    0.834872,    0.861845,   -0.128181,    0.122951,   -0.119936,   -0.011636,   -0.137868,    0.164019,
   -0.126253,    0.976711,   -0.126253,    0.837774,   -0.121904,    0.912954,   -0.119911,    0.869627,   -0.126253,    0.832654,    0.852665,   -0.128287,    0.115963,   -0.101902,   -0.009886,   -0.137527,    0.150491,
   -0.122244,    0.906202,   -0.122244,    0.838097,   -0.128292,    0.895026,   -0.126784,    0.862832,   -0.122244,    0.834297,    0.856140,   -0.128492,    0.119331,   -0.104707,   -0.010158,   -0.139746,    0.149380,
   -0.118236,    0.883140,   -0.118236,    0.838386,   -0.129899,    0.885734,   -0.129457,    0.858878,   -0.118236,    0.835058,    0.856745,   -0.128675,    0.120432,   -0.102953,   -0.009988,   -0.139113,    0.157175,
   -0.114228,    0.924842,   -0.114228,    0.838647,   -0.119933,    0.901586,   -0.117752,    0.866004,   -0.114228,    0.834617,    0.853822,   -0.128829,    0.118437,   -0.094975,   -0.009214,   -0.137869,    0.149455,
   -0.110220,    0.864846,   -0.110220,    0.838882,   -0.112891,    0.863427,   -0.114113,    0.850590,   -0.110220,    0.835986,    0.856695,   -0.129029,    0.121306,   -0.096770,   -0.009388,   -0.137684,    0.161393,
   -0.106212,    0.638988,   -0.106212,    0.839094,   -0.101296,    0.735896,   -0.107375,    0.795434,   -0.106212,    0.840346,    0.868927,   -0.129303,    0.132086,   -0.114507,   -0.011109,   -0.134052,    0.158216,
   -0.102204,    0.798709,   -0.102204,    0.839288,   -0.094497,    0.810427,   -0.097356,    0.826689,   -0.102204,    0.837662,    0.860077,   -0.129405,    0.124467,   -0.095185,   -0.009234,   -0.134443,    0.161434,
   -0.098196,    0.934632,   -0.098196,    0.839466,   -0.110556,    0.901766,   -0.107507,    0.866813,   -0.098196,    0.835369,    0.851233,   -0.129521,    0.117954,   -0.078151,   -0.007582,   -0.109780,    0.110923,
   -0.094188,    0.774461,   -0.094188,    0.839632,   -0.084738,    0.788822,   -0.085901,    0.817528,   -0.094188,    0.838459,    0.858656,   -0.129763,    0.125631,   -0.089575,   -0.008690,   -0.037664,    0.070620,
   -0.090180,    0.821391,   -0.090180,    0.839789,   -0.080873,    0.825648,   -0.082448,    0.834787,   -0.090180,    0.837731,    0.854768,   -0.129919,    0.123389,   -0.081094,   -0.007867,   -0.019574,    0.050422,
   -0.086172,    0.755873,   -0.086172,    0.839941,   -0.080379,    0.782806,   -0.082061,    0.814019,   -0.086172,    0.839040,    0.856768,   -0.130121,    0.126528,   -0.083420,   -0.008093,   -0.019494,    0.045492,
   -0.082164,    0.982357,   -0.082164,    0.840091,   -0.086171,    0.925374,   -0.082864,    0.874164,   -0.082164,    0.834945,    0.842682,   -0.028227,    0.081255,   -0.057682,   -0.005596,   -0.018889,    0.051980,
   -0.078156,    0.974337,   -0.078156,    0.840243,   -0.086260,    0.921439,   -0.083098,    0.873201,   -0.078156,    0.835142,    0.841388,   -0.028369,    0.081561,   -0.054482,   -0.005286,   -0.018569,    0.051541,
   -0.074148,    0.769274,   -0.074148,    0.840399,   -0.073398,    0.791016,   -0.073499,    0.818425,   -0.074148,    0.838963,    0.851059,   -0.028595,    0.089540,   -0.070220,   -0.006812,   -0.020900,    0.045187,
   -0.070140,    0.851924,   -0.070140,    0.840564,   -0.066773,    0.847823,   -0.066343,    0.845867,   -0.070140,    0.837444,    0.844706,   -0.028696,    0.086304,   -0.058306,   -0.005656,   -0.019508,    0.044621,
   -0.066132,    0.785848,   -0.066132,    0.840740,   -0.063365,    0.805269,   -0.062373,    0.825508,   -0.066132,    0.838664,    0.845878,   -0.028862,    0.088869,   -0.060686,   -0.005887,   -0.021009,    0.043122,
   -0.062124,    0.889623,   -0.062124,    0.840932,   -0.064664,    0.875795,   -0.064432,    0.858060,   -0.062124,    0.836715,    0.837209,   -0.028953,    0.084822,   -0.046741,   -0.004535,   -0.018700,    0.051799,
   -0.058116,    0.881332,   -0.058116,    0.841125,   -0.057954,    0.872985,   -0.058042,    0.856826,   -0.058116,    0.836834,    0.835738,   -0.029092,    0.085135,   -0.043567,   -0.004227,   -0.018535,    0.052298,
   -0.054108,    0.905616,   -0.054108,    0.841303,   -0.065956,    0.888466,   -0.064777,    0.862984,   -0.054108,    0.836336,    0.830844,   -0.029216,    0.084183,   -0.037263,   -0.003615,   -0.018975,    0.052112,
   -0.050100,    0.867346,   -0.050100,    0.841466,   -0.052452,    0.862351,   -0.051861,    0.852677,   -0.050100,    0.836997,    0.830214,   -0.029369,    0.085659,   -0.036970,   -0.003587,   -0.021906,    0.047856,
   -0.046092,    1.075729,   -0.046092,    0.841614,   -0.054188,    0.937232,   -0.050010,    0.877548,   -0.046092,    0.833045,    0.817036,   -0.029405,    0.077563,   -0.012972,   -0.001258,   -0.020377,    0.046162,
   -0.042084,    0.758758,   -0.042084,    0.841747,   -0.036290,    0.784479,   -0.034562,    0.817336,   -0.042084,    0.838911,    0.831731,   -0.029691,    0.089855,   -0.039465,   -0.003829,   -0.021406,    0.042773,
   -0.038076,    0.704231,   -0.038076,    0.841865,   -0.029014,    0.749263,   -0.028746,    0.803049,   -0.038076,    0.839873,    0.829280,   -0.029852,    0.091964,   -0.040735,   -0.003952,   -0.021529,    0.046713,
   -0.034068,    0.809710,   -0.034068,    0.841969,   -0.035832,    0.815793,   -0.033545,    0.830285,   -0.034068,    0.837840,    0.820381,   -0.029936,    0.087856,   -0.026627,   -0.002583,   -0.021346,    0.035800,
   -0.030060,    0.715788,   -0.030060,    0.842059,   -0.024797,    0.753778,   -0.023758,    0.805065,   -0.030060,    0.839547,    0.823141,   -0.030116,    0.091491,   -0.031683,   -0.003074,   -0.022268,    0.041826,
   -0.026052,    0.721891,   -0.026052,    0.842134,   -0.019080,    0.757209,   -0.017408,    0.806699,   -0.026052,    0.839384,    0.821944,   -0.030248,    0.091243,   -0.027126,   -0.002632,   -0.022311,    0.042960,
   -0.022044,    0.761235,   -0.022044,    0.842195,   -0.015175,    0.778523,   -0.013132,    0.814933,   -0.022044,    0.838603,    0.817472,   -0.030364,    0.089706,   -0.019374,   -0.001880,   -0.021543,    0.042977,
