vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5,posterior_component_6,posterior_component_7,posterior_component_8,posterior_component_9
137,-0.4549098196392785,-0.2411745789127405,5,1.0,1.4440803113362752e-184,4.530371125713148e-80,1.2769195655149642e-148,3.594120759977907e-28,1.0,1.2337287695948532e-186,0.0,0.0,0.0
138,-0.4509018036072144,-0.245307891389481,5,1.0,3.5103313130039663e-183,6.132194133024528e-81,3.2344758247339475e-145,1.2943522655431686e-27,1.0,9.461195119303126e-187,0.0,0.0,0.0
139,-0.4468937875751503,-0.3829067088170722,5,1.0,6.0587184153236085e-171,4.3751906137067386e-96,1.6019868528579714e-125,2.2175278212241367e-20,1.0,1.6037328017283728e-215,0.0,0.0,0.0
140,-0.4428857715430861,-0.4039295510791297,5,1.0,2.0716045350444882e-168,5.3511777268686455e-99,1.767964840293409e-120,3.4514417843768263e-19,1.0,1.292464184421036e-219,0.0,0.0,0.0
141,-0.438877755511022,-0.4205995058848507,5,1.0,2.9702046888234607e-166,1.798120595729824e-101,4.688509189609414e-116,3.0548904846300543e-18,1.0,8.637667692038144e-223,0.0,0.0,0.0
142,-0.434869739478958,-0.3549857827262024,5,1.0,2.294483067433245e-170,1.0297468449434623e-94,3.506155422003786e-121,4.4815216943183005e-21,1.0,2.1125662716116377e-207,0.0,0.0,0.0
143,-0.4308617234468939,-0.3381635234521792,5,1.0,1.3178972654259963e-170,2.8787186119289354e-93,1.8889463835537117e-120,1.687457733426232e-21,1.0,6.468195255851606e-203,0.0,0.0,0.0
144,-0.4268537074148297,-0.4761790300395982,5,0.9999999999999973,1.5638055858947933e-159,1.0508664059803483e-109,1.1578707714918682e-102,2.6489917271288155e-15,0.9999999999999973,7.027703679190865e-234,0.0,0.0,0.0
145,-0.4228456913827656,-0.3933721499218652,5,1.0,1.6160140269805208e-164,1.437314796333633e-100,2.890691403715749e-109,1.5524985760981172e-18,1.0,6.659652065426991e-214,0.0,0.0,0.0
146,-0.4188376753507015,-0.4782621416322275,5,0.9999999999999931,1.2882343939006373e-157,3.539032897840064e-111,7.011350067310469e-98,6.896897714141177e-15,0.9999999999999931,3.986055641792244e-233,0.0,0.0,0.0
147,-0.4148296593186373,-0.5199052229483597,5,0.9999999999995652,6.867131438891011e-154,8.334010584418123e-117,2.5563773918262187e-91,4.347584985805921e-13,0.9999999999995652,1.5096780857658995e-242,0.0,0.0,0.0
148,-0.4108216432865732,-0.5483715381935755,5,0.9999999999928307,3.886458065351673e-151,6.316051117699313e-121,2.7694715214491386e-86,7.1692993011188286e-12,0.9999999999928307,6.198319508074275e-249,0.0,0.0,0.0
149,-0.4068136272545091,-0.4928933009446625,5,0.9999999999998832,8.51337857911781e-154,1.2990325734482182e-114,1.3835932617042159e-89,1.1684815916634313e-13,0.9999999999998832,1.3537358749800133e-234,0.0,0.0,0.0
150,-0.4028056112224449,-0.5473869467241923,5,0.9999999999858195,2.0536811205373776e-149,5.030625489256394e-122,3.6327103859439685e-82,1.4180525829623144e-11,0.9999999999858195,2.121544873423226e-247,0.0,0.0,0.0
151,-0.3987975951903808,-0.4118144540757076,5,0.9999999999999984,1.1239394159534883e-156,3.8077937415636265e-105,2.1366594086765337e-92,1.545825450640174e-15,0.9999999999999984,2.8600260182769932e-213,0.0,0.0,0.0
152,-0.3947895791583167,-0.682129163438014,5,0.9999994140418774,1.2428325310538846e-139,1.0474971635597457e-140,1.0000540799745144e-65,5.859581225182113e-07,0.9999994140418774,5.743578110133065e-281,0.0,0.0,0.0
153,-0.3907815631262525,-0.5921844190920504,5,0.9999999985448124,6.007037731376213e-144,1.5342494242832858e-129,6.795556748445886e-72,1.4551876518059879e-09,0.9999999985448124,9.35799493219754e-257,0.0,0.0,0.0
154,-0.3867735470941884,-0.6952481777986103,5,0.9999982381569303,2.5256639778166556e-137,6.546939313648877e-144,4.389726030453133e-61,1.7618430697120081e-06,0.9999982381569303,2.3485041890885527e-283,0.0,0.0,0.0
155,-0.3827655310621243,-0.7413205500098154,5,0.9999633651373768,4.627123414584227e-134,7.144012872524965e-151,1.705252364934791e-55,3.663486262312844e-05,0.9999633651373768,2.4784116674878134e-295,0.0,0.0,0.0
156,-0.3787575150300601,-0.6910864446737176,5,0.9999978657921752,7.25149795198347e-136,1.0642903511401104e-144,5.938732351630023e-58,2.134207824814552e-06,0.9999978657921752,5.366395452973874e-281,0.0,0.0,0.0
157,-0.374749498997996,-0.6972306531444901,5,0.9999958423331091,1.1394444840559451e-134,3.501635210483896e-146,1.0152772335305745e-55,4.157666890900045e-06,0.9999958423331091,5.167771860099904e-282,0.0,0.0,0.0
158,-0.3707414829659319,-0.4923176240799941,5,0.9999999994950608,1.130653338372423e-143,7.571672119198467e-118,5.437827569499593e-69,5.049390855735606e-10,0.9999999994950608,1.2270739348082156e-226,0.0,0.0,0.0
159,-0.3667334669338677,-0.7575955788168737,5,0.9998444979553477,5.083891258007153e-130,5.347428679597861e-156,7.743437225327043e-48,0.0001555020446523749,0.9998444979553477,1.7376044788379313e-297,0.0,0.0,0.0
160,-0.3627254509018036,-0.8498995258473541,5,0.9878803961138667,4.67016731245809e-125,4.943472107312855e-170,1.084797899122358e-39,0.012119603886133304,0.9878803961138667,2e-323,0.0,0.0,0.0
161,-0.3587174348697395,-0.753784052368605,5,0.999743800554401,2.1047128271758874e-128,1.056566496228497e-156,6.539416786233166e-45,0.00025619944559903817,0.999743800554401,4.7866387630079505e-295,0.0,0.0,0.0
162,-0.3547094188376753,-0.9572439283382284,5,0.5404151854386469,2.0305907535954768e-119,8.919522301341788e-188,4.5310629552564085e-30,0.45958481456135314,0.5404151854386469,0.0,0.0,0.0,0.0
163,-0.3507014028056112,-0.8137752936495058,5,0.995598016678189,4.0203676118829585e-124,7.655726844001371e-167,6.101570950071367e-38,0.0044019833218109225,0.995598016678189,5.5743897943237e-311,0.0,0.0,0.0
164,-0.3466933867735471,-0.8197713593707174,5,0.9926357046469741,5.437848731096229e-123,2.244638828628962e-168,3.999246298814603e-36,0.007364295353025828,0.9926357046469741,4.79341570731e-312,0.0,0.0,0.0
165,-0.342685370741483,-0.7715993068083998,5,0.996461931547305,8.550244810914457e-124,1.4703404651481508e-161,2.0463198343798147e-37,0.003538068452695042,0.996461931547305,3.892604655910649e-297,0.0,0.0,0.0
166,-0.3386773547094188,-0.7708618871151192,5,0.9932305452993998,8.839969564729874e-123,6.320789705677075e-162,7.248589704536613e-36,0.0067694547006001545,0.9932305452993998,4.306010483245409e-296,0.0,0.0,0.0
167,-0.3346693386773547,-0.9020833257671562,5,0.8876240433287582,1.7260817540248684e-117,4.3723554393636764e-183,1.678452798685689e-27,0.1123759566712417,0.8876240433287582,0.0,0.0,0.0,0.0
168,-0.3306613226452907,-0.8863464529222772,5,0.8822824914405826,4.3460713857172195e-117,3.138146423610738e-181,4.686664984063733e-27,0.11771750855941739,0.8822824914405826,0.0,0.0,0.0,0.0
169,-0.3266533066132265,-0.947532133337122,5,0.7170700312415463,1.8175472369191584e-114,9.130947328037235e-192,6.062165651616998e-23,0.2829299687584537,0.7170700312415463,0.0,0.0,0.0,0.0
170,-0.3226452905811624,-0.9878705909765402,5,0.5872197340709341,1.3699559043328308e-112,4.322754995337138e-199,4.566361814838211e-20,0.4127802659290659,0.5872197340709341,0.0,0.0,0.0,0.0
171,-0.3186372745490983,-0.8836478898457444,5,0.635604671085764,2.2573938732705077e-114,1.3491977898509436e-182,1.9960927892647146e-23,0.36439532891423604,0.635604671085764,0.0,0.0,0.0,0.0
172,-0.3146292585170341,-1.020564109905019,4,0.5140212301531585,3.3970028466385623e-110,5.380551544464264e-206,8.77548709148754e-17,0.5140212301531585,0.48597876984684146,0.0,0.0,0.0,0.0
173,-0.31062124248497,-0.9615026277488804,4,0.5978854608953538,9.977864104545121e-111,7.761510564460286e-197,3.785805099774353e-18,0.5978854608953538,0.4021145391046462,0.0,0.0,0.0,0.0
174,-0.3066132264529059,-1.0170128951424402,4,0.6142545192105736,1.2089404901213135e-108,7.385873825230021e-207,3.971511818655574e-15,0.6142545192105736,0.38574548078942245,0.0,0.0,0.0,0.0
175,-0.3026052104208417,-0.9018963694847032,4,0.8997101975820105,1.8276447716159414e-110,2.7380626216554513e-188,2.2719933969544e-18,0.8997101975820105,0.1002898024179894,0.0,0.0,0.0,0.0
176,-0.2985971943887776,-0.8096288332804649,4,0.9923109413815373,4.858824486303491e-112,8.78144376725904e-174,1.1244006332290825e-20,0.9923109413815373,0.007689058618462849,3.267454409317748e-300,0.0,0.0,0.0
177,-0.2945891783567135,-1.065137675267651,4,0.6840085408249628,3.642949460615332e-105,3.525449871679178e-217,5.272855079566502e-11,0.6840085408249628,0.31599145912230864,0.0,0.0,0.0,0.0
178,-0.2905811623246493,-1.1159100806265905,4,0.5179642698035662,2.2178860525415034e-103,1.288745840254486e-226,1.0673964389695406e-08,0.5179642698035662,0.4820357195224694,0.0,0.0,0.0,0.0
179,-0.2865731462925852,-0.9837038659194096,4,0.9755715887971255,2.415926413272218e-105,6.472924632341187e-205,3.795057424794516e-12,0.9755715887971255,0.02442841119907948,0.0,0.0,0.0,0.0
180,-0.2825651302605211,-0.977883919222924,4,0.9908988683774715,1.0582241407796077e-104,1.0613678051016824e-204,1.3689350892239925e-11,0.9908988683774715,0.009101131608839064,0.0,0.0,0.0,0.0
181,-0.2785571142284569,-0.9664528994265448,4,0.9975742860473078,3.338965956406309e-104,1.487211239379871e-203,3.20510400701194e-11,0.9975742860473078,0.0024257139206411613,0.0,0.0,0.0,0.0
182,-0.2745490981963928,-1.023833211824862,4,0.9915870441391887,4.757942980610938e-102,6.608434488526421e-214,8.006757525921316e-09,0.9915870441391887,0.008412947854053793,0.0,0.0,0.0,0.0
183,-0.2705410821643287,-1.0077340147312388,4,0.9982313468169278,1.1914335961216638e-101,5.702695322810135e-212,1.1599089496401406e-08,0.9982313468169278,0.0017686415839826843,0.0,0.0,0.0,0.0
184,-0.2665330661322646,-0.9652084571683718,4,0.9999168754965271,6.545960219425929e-102,1.24940212761171e-205,3.217658534360761e-09,0.9999168754965271,8.312128581436284e-05,0.0,0.0,0.0,0.0
185,-0.2625250501002004,-0.913670500949288,4,0.9999985165113573,1.9292502277182514e-102,8.093474132614533e-198,6.067421178524931e-10,0.9999985165113573,1.4828819005407569e-06,0.0,0.0,0.0,0.0
186,-0.2585170340681363,-1.1549723636791092,4,0.8442321066899965,5.384420945527967e-96,4.098493282893723e-239,0.003387937871086127,0.8442321066899965,0.1523799554389174,0.0,0.0,0.0,0.0
187,-0.2545090180360722,-1.0291138593015043,4,0.9999201858959731,5.106582175673642e-98,1.3649631602481804e-218,7.618464874387266e-06,0.9999201858959731,7.219563915256239e-05,0.0,0.0,0.0,0.0
188,-0.250501002004008,-0.982890341888021,4,0.9999969268466726,2.274308714047976e-98,1.285349067179461e-211,1.9560838667950496e-06,0.9999969268466726,1.1170694605172267e-06,0.0,0.0,0.0,0.0
189,-0.2464929859719439,-1.07319532275354,4,0.9992180350397429,2.093959798789123e-95,1.6353950540348196e-227,0.0006699021216701178,0.9992180350397429,0.00011206283858691407,0.0,0.0,0.0,0.0
190,-0.2424849699398797,-0.8603918513908664,4,0.9999999478840587,5.159932320498595e-100,8.721137878136392e-193,5.211019748898816e-08,0.9999999478840587,5.743826615884561e-12,7.500157767781862e-308,0.0,0.0,0.0
191,-0.2384769539078156,-1.0482129513288745,4,0.9987970627929365,1.9766355274109732e-94,7.886377852284412e-225,0.0012014012402988248,0.9987970627929365,1.5359667646934385e-06,0.0,0.0,0.0,0.0
192,-0.2344689378757515,-0.9985458208496214,4,0.999687653792057,7.215751051350345e-95,2.9058642142680378e-217,0.0003123391732861868,0.999687653792057,7.0346567664929875e-09,0.0,0.0,0.0,0.0
193,-0.2304609218436875,-0.947991744789116,4,0.9999045975292306,2.22084612286193e-95,1.3902255534522716e-209,9.540245365319298e-05,0.9999045975292306,1.711633901508829e-11,0.0,0.0,0.0,0.0
194,-0.2264529058116233,-1.0363780198657375,4,0.9918514192253055,2.262635679421852e-92,4.0830324277250824e-225,0.008148574707182091,0.9918514192253055,6.067512384503924e-09,0.0,0.0,0.0,0.0
195,-0.2224448897795592,-1.132775577423535,4,0.6150408299695709,1.700455623245694e-89,2.554044902567862e-242,0.3849550564298454,0.6150408299695709,4.113600583831586e-06,0.0,0.0,0.0,0.0
196,-0.2184368737474951,-1.0146919179971163,4,0.9850688520067096,2.3807236711837398e-91,5.412695522732042e-223,0.014931147969596818,0.9850688520067096,2.3693632538511743e-11,0.0,0.0,0.0,0.0
197,-0.2144288577154309,-0.8927724079565231,4,0.9994032665905247,9.199886322948139e-94,1.9947451046888714e-203,0.000596733409475286,0.9994032665905247,1.3309494029060791e-17,9.1849962163e-314,0.0,0.0,0.0
198,-0.2104208416833668,-0.9961889767086092,4,0.9706412205506241,2.893601383557016e-90,2.0717161801357264e-221,0.029358779449309633,0.9706412205506241,6.631791177142031e-14,0.0,0.0,0.0,0.0
199,-0.2064128256513027,-1.030447177722347,4,0.8783144539213815,1.1738214037281144e-88,6.056876932647973e-228,0.12168554607832795,0.8783144539213815,2.9054611479466423e-13,0.0,0.0,0.0,0.0
200,-0.2024048096192385,-0.8815632019282258,4,0.9945664855060249,9.135499265593699e-92,7.92997729488304e-204,0.005433514493975168,0.9945664855060249,1.6088841600268877e-21,1.1717612552046934e-308,0.0,0.0,0.0
201,-0.1983967935871744,-0.9743575058001388,4,0.9182497847949357,1.6111116046167754e-88,4.827577669383962e-220,0.08175021520506433,0.9182497847949357,6.163749570731559e-18,0.0,0.0,0.0,0.0
202,-0.1943887775551103,-0.980385801595536,4,0.8624672634187441,1.3088228358364555e-87,7.922459820754732e-222,0.13753273658125578,0.8624672634187441,1.03886924399244e-18,0.0,0.0,0.0,0.0
203,-0.1903807615230461,-0.9186980364784616,4,0.9256144007431915,1.8482504983066627e-88,2.863185268740032e-212,0.07438559925680857,0.9256144007431915,3.6101389507861474e-23,2.72556e-318,0.0,0.0,0.0
204,-0.186372745490982,-0.85948591445235,4,0.9481026884866134,2.4629089645771514e-89,3.40695492436548e-203,0.051897311513386606,0.9481026884866134,8.323406082404449e-28,8.872608813504726e-300,0.0,0.0,0.0
205,-0.1823647294589179,-0.7205161066009871,4,0.9809325319108181,1.0873628961444512e-92,4.3352162240498274e-181,0.01906746808918196,0.9809325319108181,1.292674186102803e-37,1.583714104404099e-258,0.0,0.0,0.0
206,-0.1783567134268537,-0.8342038091588863,4,0.8878869986044648,1.4690410736446037e-88,1.5254406604054538e-200,0.11211300139553508,0.8878869986044648,3.6913634948279143e-32,3.70730637539044e-291,0.0,0.0,0.0
207,-0.1743486973947896,-0.7963540265560141,4,0.8602343035086667,6.316355279477717e-89,4.541133723051162e-195,0.13976569649133333,0.8602343035086667,4.525635314510311e-36,1.8087339750469084e-279,0.0,0.0,0.0
208,-0.1703406813627255,-0.9178131921866348,4,0.6650329784093353,9.241202512873466e-85,5.23614061609878e-216,0.3349670215906647,0.6650329784093353,8.000925827901872e-30,2.69639181e-315,0.0,0.0,0.0
209,-0.1663326653306613,-0.9470436498626807,4,0.5987909694413551,3.2062285734223567e-83,1.1548667863158658e-221,0.4012090305586448,0.5987909694413551,2.519039279004794e-29,1e-323,0.0,0.0,0.0
210,-0.1623246492985972,-0.8470774704854769,4,0.5883553464802656,2.6887813843292016e-85,7.841519745930344e-206,0.41164465351973445,0.5883553464802656,1.5808830377044566e-37,5.940239672030197e-293,0.0,0.0,0.0
211,-0.1583166332665331,-0.8300398213438828,4,0.5147484661888752,4.320172085951151e-85,8.018333962306756e-204,0.4852515338111248,0.5147484661888752,2.2787593314591707e-40,2.033674986116872e-287,0.0,0.0,0.0
212,-0.1543086172344689,-0.9109120587707432,4,0.5495637209160652,6.07758873714606e-82,6.308675550845042e-218,0.4504362790839348,0.5495637209160652,3.8774679154285295e-36,5.373865063125e-311,0.0,0.0,0.0
213,-0.1503006012024048,-0.8241492825365679,3,0.600174861603622,7.609692280154141e-84,1.896844964061299e-204,0.600174861603622,0.39982513839637807,3.1770972779638015e-44,1.0620541337203237e-284,0.0,0.0,0.0
214,-0.1462925851703407,-0.7631612471014899,3,0.7608001543962241,3.6173282597621065e-85,2.1991384235119683e-195,0.7608001543962241,0.23919984560377586,7.654608006564257e-51,1.1680436588202674e-266,0.0,0.0,0.0
215,-0.1422845691382765,-0.7507518975653357,3,0.8239524416069903,6.261981612068068e-85,3.173839786423059e-194,0.8239524416069903,0.17604755839300965,8.290924581812652e-54,1.0455099363973667e-262,0.0,0.0,0.0
216,-0.1382765531062124,-0.7232226778322446,3,0.8969743042776512,2.813891015235368e-85,1.0795140436202983e-190,0.8969743042776512,0.10302569572234879,3.5343692820171934e-58,1.3794670603745301e-254,0.0,0.0,0.0
217,-0.1342685370741483,-0.7237866453239238,3,0.9141210719948276,1.395248429725635e-84,1.3224676260860944e-191,0.9141210719948276,0.08587892800517238,3.396916009187932e-60,2.6159401952411656e-254,0.0,0.0,0.0
218,-0.1302605210420842,-0.7706488795617501,3,0.8296893996916224,4.8607448684790916e-82,1.0026719555122561e-199,0.8296893996916224,0.17031060030837766,5.942841869116197e-58,7.6607467756671126e-267,0.0,0.0,0.0
219,-0.1262525050100201,-0.7537616106821358,3,0.8746082207738359,6.044450637097646e-82,7.920720405274011e-198,0.8746082207738359,0.1253917792261641,1.6713315967179276e-61,1.2905290755433922e-261,0.0,0.0,0.0
220,-0.122244488977956,-0.7906751155634314,3,0.7316377731294662,1.0854289190677483e-79,2.6828451427160602e-204,0.7316377731294662,0.26836222687053385,5.845440082926703e-60,2.410923897079019e-271,0.0,0.0,0.0
221,-0.1182364729458919,-0.5336458585993678,3,0.9996479002430132,2.0597673538108773e-90,4.0770457058126276e-166,0.9996479002430132,0.00035209975698681934,3.1865003250142463e-88,7.365531800081274e-203,0.0,0.0,0.0
222,-0.1142284569138277,-0.6565917302038522,3,0.9897568177463221,6.047247771248866e-84,2.879157532422346e-185,0.9897568177463221,0.010243182253677968,1.012412326061183e-77,5.736987444498916e-234,0.0,0.0,0.0
223,-0.1102204408817636,-0.6564788379251038,3,0.9900870123696002,3.2688844036876086e-83,5.329248843700881e-186,0.9900870123696002,0.009912987630399831,4.8722726219656275e-80,1.870219713763415e-233,0.0,0.0,0.0
224,-0.1062124248496995,-0.693211891817763,3,0.9643378359287685,1.1322251835936103e-80,3.670583617850772e-192,0.9643378359287685,0.035662164071231496,2.8271032842624295e-78,1.5365999324056617e-242,0.0,0.0,0.0
225,-0.1022044088176353,-0.3640813407812969,3,0.9999998504207613,3.5530627873780603e-97,2.3000414757092575e-145,0.9999998504207613,1.4957923866918364e-07,7.976183454120975e-119,2.051948480737512e-161,0.0,0.0,0.0
226,-0.0981963927855712,-0.66444584600713,3,0.9826260523326124,1.9166886721649666e-80,2.935248550643599e-189,0.9826260523326124,0.017373947667387656,4.562311153973758e-86,6.619945353641482e-234,0.0,0.0,0.0
227,-0.0941883767535071,-0.5921661585684395,3,0.9989721746333917,2.0151503980507718e-83,1.6943073761969266e-179,0.9989721746333917,0.0010278253666082928,4.4231144207384306e-97,4.4201014087189193e-215,0.0,0.0,0.0
228,-0.0901803607214429,-0.5035163298472025,3,0.999979509645484,1.4188342774605693e-87,1.182707802185328e-167,0.999979509645484,2.049035451606004e-05,1.1879949159555269e-110,4.757529453529258e-193,0.0,0.0,0.0
229,-0.0861723446893788,-0.4673507877151888,3,0.9999966005203668,5.79493178804071e-89,2.2555875847356033e-163,0.9999966005203668,3.3994796332657485e-06,4.465095852960633e-118,4.013709664670054e-184,0.0,0.0,0.0
230,-0.0821643286573147,-0.4169909855006937,3,0.9999997587589374,2.7065758249011936e-91,3.2238163661937414e-157,0.9999997587589374,2.412410625502351e-07,1.3011188471682109e-127,3.5771318837355774e-172,0.0,0.0,0.0
231,-0.0781563126252505,-0.3269615589390061,3,0.9999999983527299,2.8641873080515546e-96,7.719118206241699e-146,0.9999999983527299,1.647270119737648e-09,6.8303543963730355e-143,6.228492118654344e-152,0.0,0.0,0.0
232,-0.0741482965931864,-0.4087232679595,3,0.99999988049818,1.8418617427604015e-90,1.1455486418787524e-157,0.99999988049818,1.195018199916817e-07,7.848984446619114e-135,1.41828684294803e-169,0.0,0.0,0.0
233,-0.0701402805611223,-0.5110591125599516,3,0.9999575889308969,2.726083896584265e-83,3.3328613886358367e-172,0.9999575889308969,4.241106910306127e-05,1.4742379206944725e-123,2.057766654993977e-192,0.0,0.0,0.0
234,-0.0661322645290581,-0.4242225108598516,3,0.9999997099699062,5.124371516795556e-88,3.2994886357058717e-161,0.9999997099699062,2.9003009384231103e-07,9.354011802813882e-139,3.5201684158792074e-172,0.0,0.0,0.0
235,-0.062124248496994,-0.3558745757975978,3,0.9999999957518553,8.190232628096705e-92,6.505956860877147e-153,0.9999999957518553,4.248144707673432e-09,7.643671448441031e-152,7.432420446829769e-157,0.0,0.0,0.0
236,-0.0581162324649299,-0.1916360501637065,3,0.9999999999999231,1.2293545928280234e-102,1.451867564359953e-132,0.9999999999999231,7.697997116675958e-14,5.300541278466549e-180,6.479417163986227e-123,0.0,0.0,5.334352660317835e-293
237,-0.0541082164328657,-0.4452850864759048,3,0.9999980910691219,3.448149578066831e-84,6.225682729595172e-166,0.9999980910691219,1.9089308781317357e-06,1.0522686943531455e-144,2.5869949507953696e-175,0.0,0.0,0.0
238,-0.0501002004008016,-0.2134095766360127,3,0.9999999999998064,6.902408869781189e-100,5.151785857918412e-137,0.9999999999998064,1.9366807158726637e-13,5.582714355276214e-184,1.0648553931856237e-126,0.0,0.0,2.6492379471703596e-289
239,-0.0460921843687375,-0.2711812518808423,3,0.9999999999885089,5.808128020493498e-95,5.060585564730173e-145,0.9999999999885089,1.1491196834682809e-11,2.3242291651230826e-178,8.58810603209242e-138,0.0,0.0,9.270488177787645e-296
240,-0.0420841683366733,-0.1943255644722484,3,0.9999999999999669,4.702775585143053e-100,3.007494253066735e-136,0.9999999999999669,3.31009591664445e-14,1.9078090178885754e-194,1.9483044439724672e-122,0.0,0.0,3.499679721028081e-278
241,-0.0380761523046092,-0.2451234526847475,3,0.9999999999983843,1.7599815957747067e-95,3.1318215238589964e-143,0.9999999999983843,1.6157063257070376e-12,1.0399680264935159e-189,7.000537573295986e-132,0.0,0.0,3.4640468133782005e-283
242,-0.0340681362725451,-0.2798200819096562,3,0.9999999999714762,4.688737222818325e-92,3.711517836329223e-148,0.9999999999714762,2.8523876301238464e-11,1.9009843820255727e-187,3.022456143126501e-138,0.0,0.0,3.5236766675541986e-285
243,-0.0300601202404809,-0.1276825345364733,3,0.9999999999999999,2.301517925436859e-103,1.5066556017778005e-130,0.9999999999999999,1.034834311737945e-16,3.2963622965172384e-217,3.3682093754451236e-109,0.0,0.0,2.0265974197843888e-255
244,-0.0260521042084168,-0.1106056959410062,3,1.0,4.095677047582245e-104,2.6143239020036313e-129,1.0,2.1248493417369395e-17,3.6264952581261763e-224,7.293378275903548e-106,0.0,0.0,6.638054926553727e-249
245,-0.0220440881763528,-0.0603000999966779,3,1.0,1.0903326970195324e-107,3.0480964873892993e-124,1.0,2.17936871306076e-19,3.1718405898045443e-237,7.45136553077217e-97,0.0,0.0,5.110042113258182e-237
246,-0.0180360721442887,-0.1141459527866785,3,1.0,1.8410718412699077e-102,3.3031003965609966e-131,1.0,2.613095163074787e-17,1.6231078828108103e-231,7.397329892948258e-106,0.0,0.0,3.2303281993120455e-242
247,-0.0140280561122245,-0.1360125572283739,3,0.9999999999999998,7.204374824380032e-100,2.0583685719159507e-134,0.9999999999999998,2.1061431040780968e-16,1.8239535726766024e-231,2.550651694989081e-109,0.0,0.0,4.650196832808123e-242
248,-0.0100200400801604,-0.1876191457047942,3,0.9999999999999656,1.1784029181252681e-94,5.941643519131514e-141,0.9999999999999656,3.4443813522037556e-14,9.702334020900895e-226,4.8251378860052714e-118,0.0,0.0,1.871558092560173e-246
249,-0.0060120240480963,0.0277841832463808,3,1.0,5.87152807353642e-113,1.682598366461532e-117,1.0,2.6468469568867813e-23,8.412624379764923e-271,1.6367528057408356e-81,0.0,0.0,2.1540623895833858e-209
250,-0.0020040080160321,0.0213199375970615,3,1.0,9.88092071607111e-112,5.606512624246563e-119,1.0,4.476168656023897e-23,5.943843059637508e-274,2.811473672539916e-82,0.0,0.0,4.4177500761336806e-207
251,0.0020040080160319,-0.0646713896306608,3,1.0,3.9698977244647847e-103,4.763636637475132e-129,1.0,3.2600396621285344e-19,2.5383613905863136e-261,1.1860266894505844e-95,0.0,0.0,1.2824207527883774e-216
252,0.006012024048096,-0.0053202156589596,3,1.0,7.10200002096087e-108,2.754629904150073e-123,1.0,7.190742612462144e-22,2.0868433457996519e-277,8.044464545426445e-86,0.0,0.0,2.2491531323941075e-204
253,0.0100200400801602,0.0255754811467702,3,1.0,4.4796742587012657e-110,1.1118062267981778e-120,1.0,2.7687617935464636e-23,4.593018466034814e-288,9.625569290471869e-81,0.0,0.0,1.562818540490508e-196
254,0.0140280561122243,-0.0306119591958088,3,1.0,6.108038221866698e-104,2.968417646148817e-127,1.0,1.6035417275134756e-20,7.038757844806043e-281,5.484768037773372e-89,0.0,0.0,3.278692393695976e-201
255,0.0180360721442884,0.0476669902279756,3,1.0,9.440647527843047e-111,1.0268474031315994e-119,1.0,2.866654225296222e-24,1.345356083047567e-301,8.831608505962074e-77,0.0,0.0,7.647186384986469e-187
256,0.0220440881763526,0.0473582287113459,3,1.0,5.792349425942195e-110,2.169679882691545e-120,1.0,3.4846314108840536e-24,4.777035224626003e-306,1.8242146080612686e-76,0.0,0.0,1.233485182270121e-183
257,0.0260521042084167,0.1299618571584202,3,1.0,1.4864770674989095e-117,1.0201439980065391e-112,1.0,2.2724294424797497e-28,0.0,1.4868429109959586e-64,0.0,0.0,2.936379948761602e-169
258,0.0300601202404808,0.1286565570222141,3,1.0,1.0476399496150661e-116,1.5916398088120484e-113,1.0,2.8741286014790855e-28,0.0,1.9818817969881966e-64,0.0,0.0,2.211678149961435e-166
259,0.034068136272545,0.0822650778302095,3,1.0,3.831013127200479e-111,1.0088072673951038e-118,1.0,1.0472099752600685e-25,0.0,2.2483900853689745e-70,0.0,0.0,2.3884511070736094e-169
260,0.0380761523046091,0.3987710937994309,3,1.0,1.9308569646075457e-144,2.3699647701746648e-89,1.0,4.151382389787949e-43,0.0,6.113965087944844e-32,0.0,0.0,7.043555994825684e-126
261,0.0420841683366732,0.3615552657729446,3,1.0,8.395610640711443e-140,1.2645811714163044e-93,1.0,3.6437306543015187e-41,0.0,8.132720708603974e-36,0.0,0.0,3.9029209908700246e-128
262,0.0460921843687374,0.2232528477229561,3,1.0,6.8716160161854805e-124,4.0668784542323494e-107,1.0,2.6522532901430904e-33,0.0,3.037821211855187e-51,0.0,0.0,1.3918811160227242e-142
263,0.0501002004008015,0.331409408786319,3,1.0,2.9001949513592405e-135,6.179897700583735e-98,1.0,1.3843587154607862e-39,0.0,8.707647179466562e-39,0.0,0.0,8.777708969747524e-127
264,0.0541082164328656,0.366857855387664,3,1.0,1.0889984785435977e-138,1.5748830920865593e-95,1.0,9.760036004035391e-42,0.0,6.299320561952325e-35,0.0,0.0,4.666934907883476e-120
265,0.0581162324649298,0.4523810018660499,3,1.0,4.6062123591960775e-148,7.092631985961073e-89,1.0,5.266119071769882e-47,0.0,1.5655600596302066e-26,0.0,0.0,9.63525210746983e-108
266,0.0621242484969939,0.3150127634659017,3,1.0,2.2004509127733825e-131,1.7236803188364125e-101,1.0,1.3940210241585707e-38,0.0,7.112780836624201e-40,0.0,0.0,6.010292825919604e-121
