vector_index,x,y_original,cluster_id,max_posterior,posterior_component_1,posterior_component_2,posterior_component_3,posterior_component_4,posterior_component_5,posterior_component_6,posterior_component_7,posterior_component_8,posterior_component_9,posterior_component_10,posterior_component_11
142,-0.434869739478958,0.3765161607534115,10,0.5096319487293431,0.0,0.0,0.4786000516414643,0.0,0.0,3.8834752650753083e-50,0.0,0.0,0.011767999629192557,0.5096319487293431,0.0
143,-0.4308617234468939,0.4204515270283536,3,0.9951203001517798,0.0,0.0,0.9951203001517798,0.0,0.0,3.7834174439164965e-62,0.0,0.0,3.751769963084081e-05,0.004842182148589395,0.0
144,-0.4268537074148297,0.4137768481422718,3,0.9777167285008985,0.0,0.0,0.9777167285008985,0.0,0.0,6.052728432275939e-57,0.0,0.0,0.00011450289328598306,0.022168768605815296,0.0
145,-0.4228456913827656,0.4379057313118757,3,0.9967499268603158,0.0,0.0,0.9967499268603158,0.0,0.0,5.893657603978213e-62,0.0,0.0,4.2555872779857675e-06,0.003245817552406254,0.0
146,-0.4188376753507015,0.4421161501269589,3,0.9954913882979528,0.0,0.0,0.9954913882979528,0.0,0.0,2.3291537509921162e-60,0.0,0.0,2.6214451914595392e-06,0.004505990256855728,0.0
147,-0.4148296593186373,0.422045347597815,3,0.9407135986002049,0.0,0.0,0.9407135986002049,0.0,0.0,3.61961858490763e-51,0.0,0.0,5.643639720967046e-05,0.05922996500258543,0.0
148,-0.4108216432865732,0.4254650161414221,3,0.9256392029667527,0.0,0.0,0.9256392029667527,0.0,0.0,1.6059795997092622e-49,0.0,0.0,3.9780043845313904e-05,0.074321016989402,0.0
149,-0.4068136272545091,0.4410340683833306,3,0.965821214269786,0.0,0.0,0.965821214269786,0.0,0.0,1.45516692369319e-51,0.0,0.0,4.357009670756485e-06,0.03417442872054322,0.0
150,-0.4028056112224449,0.4288818953349196,3,0.8537242353160128,0.0,0.0,0.8537242353160128,0.0,0.0,2.6399424018300005e-45,0.0,0.0,3.2585450734533885e-05,0.14624317923325267,0.0
151,-0.3987975951903808,0.4672504889427491,3,0.981027632580511,0.0,0.0,0.981027632580511,0.0,0.0,8.391131871150309e-54,0.0,0.0,1.1151985437009574e-07,0.018972255899634683,0.0
152,-0.3947895791583167,0.4466516882763881,3,0.895994093308612,0.0,0.0,0.895994093308612,0.0,0.0,2.468161350526324e-45,0.0,0.0,2.7597425435966253e-06,0.10400314694884447,0.0
153,-0.3907815631262525,0.3995502601828297,10,0.8915241848381485,2.2051353416158353e-286,0.0,0.1061743761528714,0.0,0.0,2.5643294370627084e-30,0.0,0.0,0.0023014390089800855,0.8915241848381485,0.0
154,-0.3867735470941884,0.4538771855608975,3,0.8432427385136597,2.4388155e-316,0.0,0.8432427385136597,0.0,0.0,2.3084424980771024e-42,0.0,0.0,1.1361983242674143e-06,0.156756125288016,0.0
155,-0.3827655310621243,0.4443159989383131,3,0.6824084518131311,4.161738757998169e-300,0.0,0.6824084518131311,0.0,0.0,1.8103281774424849e-37,0.0,0.0,5.972066122467995e-06,0.31758557612074656,0.0
156,-0.3787575150300601,0.4362044928482633,10,0.5055238589542764,3.2999160168999093e-285,0.0,0.4944508812976468,0.0,0.0,3.729871984649016e-33,0.0,0.0,2.5259748076631836e-05,0.5055238589542764,0.0
157,-0.374749498997996,0.4478547358587271,3,0.5813912424438284,2.4461579204157598e-284,0.0,0.5813912424438284,0.0,0.0,6.617936061459874e-34,0.0,0.0,4.462526277940047e-06,0.4186042950298937,0.0
158,-0.3707414829659319,0.4785950656477052,3,0.741840061880859,1.8168725294686713e-296,0.0,0.741840061880859,0.0,0.0,3.0155030864910814e-39,0.0,0.0,3.016427292528545e-08,0.25815990795486804,0.0
159,-0.3667334669338677,0.5068139528961806,3,0.7088066067997675,2.5830568947355977e-306,0.0,0.7088066067997675,0.0,0.0,1.2294093482698257e-43,0.0,0.0,3.2961415997211025e-10,0.2911933928706184,0.0
160,-0.3627254509018036,0.4903699248381937,3,0.6328937130173592,2.492463814889517e-286,0.0,0.6328937130173592,0.0,0.0,1.5285385297792742e-37,0.0,0.0,4.574785538972068e-09,0.3671062824078555,0.0
161,-0.3587174348697395,0.4758723738958748,3,0.5447424564264964,6.303147259212399e-268,0.0,0.5447424564264964,0.0,0.0,4.351271842489522e-32,0.0,0.0,6.075423941948007e-08,0.45525748281926437,0.0
162,-0.3547094188376753,0.5010480894914894,10,0.5159031417747674,1.1794689721236785e-275,0.0,0.48409685751088816,0.0,0.0,1.2590437493595493e-35,0.0,0.0,7.143445138282456e-10,0.5159031417747674,0.0
163,-0.3507014028056112,0.4867073733140949,10,0.539595180803596,8.720026608140638e-258,0.0,0.46040480888032165,0.0,0.0,1.972162875276649e-30,0.0,0.0,1.0316082254432313e-08,0.539595180803596,0.0
164,-0.3466933867735471,0.4859882104732164,10,0.5735987572574017,6.952196759724276e-249,0.0,0.4264012293086369,0.0,0.0,2.5905523839870915e-28,0.0,0.0,1.3433961444663431e-08,0.5735987572574017,0.0
165,-0.342685370741483,0.4808161236900351,10,0.5857966935513211,2.6048312223197643e-237,0.0,0.41420326106061495,0.0,0.0,2.491735395630805e-25,0.0,0.0,4.5388064179482916e-08,0.5857966935513211,0.0
166,-0.3386773547094188,0.4729223394946864,10,0.5793510764736712,3.189137983742144e-224,0.0,0.4206486162601014,0.0,0.0,6.850434252979725e-22,0.0,0.0,3.0726622747038534e-07,0.5793510764736712,0.0
167,-0.3346693386773547,0.5042486200475738,10,0.7181558822849927,1.4786974996460455e-235,0.0,0.2818441172278195,0.0,0.0,2.026744780637709e-26,0.0,0.0,4.871877213491315e-10,0.7181558822849927,0.0
168,-0.3306613226452907,0.5193292451947784,10,0.8335165850171127,1.1705799429270423e-236,0.0,0.16648341496354999,0.0,0.0,1.3923241593817516e-27,0.0,0.0,1.9337316013585565e-11,0.8335165850171127,0.0
169,-0.3266533066132265,0.5183899506910489,10,0.8340998237121754,4.643819909528458e-228,0.0,0.16590017626121437,0.0,0.0,1.4108112066698567e-25,0.0,0.0,2.661028259282813e-11,0.8340998237121754,0.0
170,-0.3226452905811624,0.5161907686447603,10,0.8180633038153381,7.631566063046338e-219,0.0,0.1819366961315612,0.0,0.0,2.1678439532074954e-23,0.0,0.0,5.310072343338944e-11,0.8180633038153381,0.0
171,-0.3186372745490983,0.5098165726079543,10,0.7528683281990082,2.5325649482092162e-207,0.0,0.24713167147841683,0.0,0.0,1.6746926753046076e-20,0.0,0.0,3.225751697602085e-10,0.7528683281990082,0.0
172,-0.3146292585170341,0.5451517790337155,10,0.9689904252429682,2.7415215106817093e-220,0.0,0.031009574756987054,0.0,0.0,2.1544610549917977e-25,0.0,0.0,4.4691368686180394e-14,0.9689904252429682,0.0
173,-0.31062124248497,0.5109338263763957,10,0.7148185968444782,7.18682115063843e-193,0.0,0.2851814026750261,0.0,0.0,1.6841953679526796e-17,0.0,0.0,4.804955785449493e-10,0.7148185968444782,0.0
174,-0.3066132264529059,0.5571211564626255,10,0.9888766277763186,8.484283152705928e-212,0.0,0.011123372223679404,0.0,0.0,3.5931576302103954e-24,0.0,0.0,1.973826077423893e-15,0.9888766277763186,0.0
175,-0.3026052104208417,0.5259151929091014,10,0.8308579647327956,1.202867233563983e-186,0.0,0.16914203524861102,0.0,0.0,5.039911009115312e-17,0.0,0.0,1.859341708121304e-11,0.8308579647327956,0.0
176,-0.2985971943887776,0.5353048454264968,10,0.8985409373735472,1.2515420517557833e-184,0.0,0.10145906262458701,0.0,0.0,4.137527705280465e-17,0.0,0.0,1.865871085853598e-12,0.8985409373735472,0.0
177,-0.2945891783567135,0.5254472273780518,10,0.7446283102754407,4.757179272506026e-172,0.0,0.2553716896735998,0.0,0.0,4.9857961893581026e-14,0.0,0.0,5.0909599555241635e-11,0.7446283102754407,0.0
178,-0.2905811623246493,0.5492199180195881,10,0.9573110454111188,5.854896022826023e-178,0.0,0.04268895458882149,0.0,0.0,1.8309231896226037e-16,0.0,0.0,5.970756774149518e-14,0.9573110454111188,0.0
179,-0.2865731462925852,0.5832551755538511,10,0.9991652461387391,2.8866285094476424e-189,0.0,0.0008347538612608711,0.0,0.0,1.290684806105924e-20,0.0,0.0,1.3101069630343598e-18,0.9991652461387391,0.0
180,-0.2825651302605211,0.5785986784592656,10,0.9980944817519188,1.1790215159411583e-179,0.0,0.0019055182480809019,0.0,0.0,2.4901018165887453e-18,0.0,0.0,7.92061837393358e-18,0.9980944817519188,0.0
181,-0.2785571142284569,0.5924282656629016,10,0.9996818729304688,6.13360377612325e-180,0.0,0.0003181270695312716,0.0,0.0,4.529004003275363e-19,0.0,0.0,8.937048221274992e-20,0.9996818729304688,0.0
182,-0.2745490981963928,0.5879131913920291,10,0.9991998807051305,1.2219060852428082e-170,0.0,0.0008001192948695624,0.0,0.0,6.70586446112786e-17,0.0,0.0,5.823411546875039e-19,0.9991998807051305,0.0
183,-0.2705410821643287,0.5600445675313279,10,0.9424832393150737,1.6316622448412561e-149,0.0,0.057516760659544704,0.0,0.0,2.5361961153104538e-11,0.0,0.0,1.96332955069462e-14,0.9424832393150737,0.0
184,-0.2665330661322646,0.5801872084644263,10,0.9950529696612126,3.2386817937358427e-153,0.0,0.004947030338260863,0.0,0.0,5.266624052330023e-13,0.0,0.0,2.261225179995668e-17,0.9950529696612126,0.0
185,-0.2625250501002004,0.5759217454845613,10,0.9857951045828324,1.5015683273440375e-144,0.0,0.01420489537682871,0.0,0.0,4.0338775474000635e-11,0.0,0.0,1.9590271437242885e-16,0.9857951045828324,0.0
186,-0.2585170340681363,0.6228979709998446,10,0.9999940870772299,2.276072428447386e-161,0.0,5.912922769967747e-06,0.0,0.0,1.4497700201800854e-16,0.0,0.0,4.173042385520218e-24,0.9999940870772299,0.0
187,-0.2545090180360722,0.5771497604906363,10,0.9701232346674495,1.6686910167785135e-132,0.0,0.029876758933656253,0.0,0.0,6.398893690952942e-09,0.0,0.0,4.550687173457015e-16,0.9701232346674495,0.0
188,-0.250501002004008,0.6237971717287671,10,0.9999901037431526,8.31269431356546e-149,0.0,9.89625680061413e-06,0.0,0.0,4.6692727730951367e-14,0.0,0.0,5.758607252975664e-24,0.9999901037431526,0.0
189,-0.2464929859719439,0.6286589147423529,10,0.999994568604251,8.802103730313628e-145,0.0,5.4313955632114155e-06,0.0,0.0,1.8581581893923778e-13,0.0,0.0,1.1625266307276442e-24,0.999994568604251,0.0
190,-0.2424849699398797,0.6523081090085514,10,0.999999956063493,1.4422453994309034e-149,0.0,4.393650457251386e-08,0.0,0.0,2.5057122396815114e-15,0.0,0.0,7.581791389457685e-29,0.999999956063493,0.0
191,-0.2384769539078156,0.612477404870019,10,0.9995948243985621,6.008490702635976e-125,0.0,0.0004051708673005568,0.0,0.0,4.7341373200264475e-09,0.0,0.0,3.3344264754715287e-21,0.9995948243985621,0.0
192,-0.2344689378757515,0.639912894198662,10,0.9999981976438825,1.574322456714978e-131,0.0,1.802331264158939e-06,0.0,0.0,2.4853280780451726e-11,0.0,0.0,3.660956497549108e-26,0.9999981976438825,0.0
193,-0.2304609218436875,0.6763350055428361,10,0.9999999996193449,7.874631342386267e-142,0.0,3.8064226757825336e-10,0.0,0.0,1.2820576042613012e-14,0.0,0.0,4.317797468191677e-33,0.9999999996193449,0.0
194,-0.2264529058116233,0.6234251801667787,10,0.9997647575928339,1.951035933281497e-112,0.0,0.00023495020514419104,0.0,0.0,2.9220202200271073e-07,0.0,0.0,2.180073915706613e-22,0.9997647575928339,0.0
195,-0.2224448897795592,0.6101941069085879,10,0.9913579764943299,5.009564302550964e-101,0.0,0.008568332133641608,0.0,0.0,7.369137202860433e-05,0.0,0.0,2.262891987979138e-19,0.9913579764943299,0.0
196,-0.2184368737474951,0.6084527913923601,10,0.9729590557887643,7.391606618905436e-95,0.0,0.026246893292142373,0.0,0.0,0.0007940509190933378,0.0,0.0,1.3223922431319918e-18,0.9729590557887643,0.0
197,-0.2144288577154309,0.6655068263598686,10,0.9999999431092504,1.0022368284807118e-113,0.0,5.0778700560674895e-08,0.0,0.0,6.112049001156671e-09,0.0,0.0,3.890793195075006e-30,0.9999999431092504,0.0
198,-0.2104208416833668,0.6188310229453302,10,0.98464180436716,9.896957162864324e-89,0.0,0.01257435096773061,0.0,0.0,0.002783844665109395,0.0,0.0,6.930244595180071e-20,0.98464180436716,0.0
199,-0.2064128256513027,0.6543312717832296,10,0.999990173006731,3.29237847478992e-98,0.0,3.860194382212857e-06,0.0,0.0,5.966798886979499e-06,0.0,0.0,3.9381232369945626e-27,0.999990173006731,0.0
200,-0.2024048096192385,0.6758500662404221,10,0.9999996178812378,1.1758353347536668e-101,0.0,2.0960230203556266e-08,0.0,0.0,3.611585321460053e-07,0.0,0.0,1.5193586219324718e-31,0.9999996178812378,0.0
201,-0.1983967935871744,0.6761763290590707,10,0.9999975042904315,1.517964454467315e-96,0.0,3.93279739865784e-08,0.0,0.0,2.456381594581712e-06,0.0,0.0,2.626826838150075e-31,0.9999975042904315,0.0
202,-0.1943887775551103,0.6863939425916227,10,0.9999980224828677,2.123468910565825e-95,0.0,4.042200399887801e-09,0.0,0.0,1.9734749320660033e-06,0.0,0.0,2.5627179479462202e-33,0.9999980224828677,0.0
203,-0.1903807615230461,0.6877866283461477,10,0.9999904130352295,7.315446374972563e-91,0.0,5.701007559159544e-09,0.0,0.0,9.581263762892585e-06,0.0,0.0,2.566054424877628e-33,0.9999904130352295,0.0
204,-0.186372745490982,0.7144178429283728,10,0.9999996668645412,6.6767578906367475e-96,0.0,2.5357851962500604e-12,0.0,0.0,3.3313292323224493e-07,0.0,0.0,2.6833788447729937e-39,0.9999996668645412,0.0
205,-0.1823647294589179,0.6753381573836436,10,0.9973235184048627,1.9473688234066633e-76,0.0,1.3915256596299195e-06,0.0,0.0,0.002675090069477561,0.0,0.0,1.322871073161948e-29,0.9973235184048627,0.0
206,-0.1783567134268537,0.6864331597086673,10,0.9983195358947026,7.7848365018725e-76,0.0,1.1159467135570844e-07,0.0,0.0,0.0016803525106261206,0.0,0.0,7.208192295102304e-32,0.9983195358947026,0.0
207,-0.1743486973947896,0.6901534293008045,10,0.996255844633811,1.4444201912281196e-72,0.0,8.613627198570491e-08,0.0,0.0,0.003744069229916942,0.0,0.0,2.314875439669234e-32,0.996255844633811,0.0
208,-0.1703406813627255,0.7278893504168542,10,0.9999648877072663,2.7830325541766513e-81,0.0,5.881991753321581e-13,0.0,0.0,3.5112292145334303e-05,0.0,0.0,1.9525843133977355e-41,0.9999648877072663,0.0
209,-0.1663326653306613,0.7350180870753491,10,0.999945402116062,4.2144668364339556e-79,0.0,1.0649609506852198e-13,0.0,0.0,5.459788383161078e-05,0.0,0.0,6.229820117311548e-43,0.999945402116062,0.0
210,-0.1623246492985972,0.7318052958224768,10,0.9996085195191035,1.7888444886466545e-73,0.0,8.397751034089412e-13,0.0,0.0,0.00039148048005682967,0.0,0.0,9.209627497455782e-42,0.9996085195191035,0.0
211,-0.1583166332665331,0.7522677807102427,10,0.9999132503387653,8.412726515715506e-76,0.0,9.545669356528246e-16,0.0,0.0,8.674966123370011e-05,0.0,0.0,8.513166026483241e-47,0.9999132503387653,0.0
212,-0.1543086172344689,0.7109010255601441,10,0.929573758448481,5.248541078209446e-58,0.0,1.1036883208762906e-08,0.0,0.0,0.07042623051463591,0.0,0.0,1.919704969263939e-35,0.929573758448481,0.0
213,-0.1503006012024048,0.7737174550723871,10,0.9999122355656611,7.623759267520855e-74,0.0,1.1303318138926958e-18,0.0,0.0,8.776443433879008e-05,0.0,0.0,5.857271681737029e-52,0.9999122355656611,0.0
214,-0.1462925851703407,0.776796449439918,10,0.9997577103816853,1.7749380042089848e-70,0.0,7.873377942525804e-19,0.0,0.0,0.00024228961831467615,0.0,0.0,1.6464111020237596e-52,0.9997577103816853,0.0
215,-0.1422845691382765,0.7670507782346455,10,0.9973548053902661,2.5864561446635034e-63,0.0,1.1513729502027378e-16,0.0,0.0,0.002645194609733992,0.0,0.0,1.796178269664221e-49,0.9973548053902661,0.0
216,-0.1382765531062124,0.7940293208396787,10,0.9995257140340389,3.0324015108800976e-67,0.0,3.3383647894173997e-21,0.0,0.0,0.0004742859659610632,0.0,0.0,9.604085338223081e-57,0.9995257140340389,0.0
217,-0.1342685370741483,0.731364615052805,10,0.6514588015374242,4.135705609336231e-45,0.0,1.1430711682902283e-09,0.0,0.0,0.3485411973195048,0.0,0.0,1.1228566001562923e-38,0.6514588015374242,0.0
218,-0.1302605210420842,0.7601609773992825,10,0.9138051092168383,1.2853989752088018e-49,0.0,4.628969413158185e-14,0.0,0.0,0.08619489078311543,0.0,0.0,2.620048636349939e-46,0.9138051092168383,0.0
219,-0.1262525050100201,0.7621462515702292,10,0.8574256187836343,1.4987063659675184e-46,0.0,6.087332789415929e-14,0.0,0.0,0.14257438121630467,0.0,0.0,1.931418553000036e-46,0.8574256187836343,0.0
220,-0.122244488977956,0.7975342062065881,10,0.9747787241772483,1.5080021844381772e-52,0.0,4.084411976650893e-20,0.0,0.0,0.025221275822751583,0.0,0.0,1.9934741337107292e-56,0.9747787241772483,0.0
221,-0.1182364729458919,0.7684044239298983,10,0.7364635797165723,2.582939379695862e-41,0.0,4.10175047174938e-14,0.0,0.0,0.26353642028338675,0.0,0.0,2.27420325640264e-47,0.7364635797165723,7.63376e-319
222,-0.1142284569138277,0.8109104857302257,10,0.9482083396064154,7.894203708756123e-49,0.0,7.704769475826261e-22,0.0,0.0,0.05179166039358456,0.0,0.0,1.0339654829332535e-59,0.9482083396064154,0.0
223,-0.1102204408817636,0.829575782923532,10,0.9600552465350193,5.456229479230962e-50,0.0,3.098574724237508e-25,0.0,0.0,0.039944753464980685,0.0,0.0,4.3005579887775295e-65,0.9600552465350193,0.0
224,-0.1062124248496995,0.8225251401572149,10,0.8909621065399003,7.998642083982629e-45,0.0,2.809371967506455e-23,0.0,0.0,0.10903789346009955,0.0,0.0,1.4889506662040258e-62,0.8909621065399003,3.4e-322
225,-0.1022044088176353,0.8208040843978672,10,0.8101622066378542,3.9463695012502633e-41,0.0,1.9670530884486506e-22,0.0,0.0,0.18983779336214573,0.0,0.0,1.2251045612059033e-61,0.8101622066378542,9.343607375373148e-306
226,-0.0981963927855712,0.8019319567170173,10,0.6272098247232816,1.1466455645044136e-33,0.0,5.075544893430139e-18,0.0,0.0,0.37279017527671854,0.0,0.0,2.9354224952185484e-55,0.6272098247232816,3.431820266109642e-275
227,-0.0941883767535071,0.8113655632139889,10,0.6167301994142368,7.679264309677429e-33,0.0,1.984707629926643e-19,0.0,0.0,0.38326980058576327,0.0,0.0,8.740976998311673e-58,0.6167301994142368,4.084542179018811e-269
228,-0.0901803607214429,0.8599613439774748,10,0.7169702927759056,1.9258883917631277e-40,0.0,1.4310206512312637e-29,0.0,0.0,0.28302970722409443,0.0,0.0,3.7306750975765767e-73,0.7169702927759056,1.8336655377578547e-295
229,-0.0861723446893788,0.8572759819808298,10,0.6079044088020152,7.284717771400096e-37,0.0,1.7353738991555198e-28,0.0,0.0,0.39209559119798476,0.0,0.0,5.951161079255883e-72,0.6079044088020152,4.368055794230429e-279
230,-0.0821643286573147,0.8476827320526126,10,0.5291583371044969,5.151236322747161e-32,0.0,8.957276285450116e-26,0.0,0.0,0.47084166289550305,0.0,0.0,2.272836662020071e-68,0.5291583371044969,1.274722551818145e-257
231,-0.0781563126252505,0.8469335718539809,6,0.5035420331673288,4.0781679931705367e-29,0.0,4.87171925945969e-25,0.0,0.0,0.5035420331673288,0.0,0.0,1.1481892831733529e-67,0.49645796683267107,1.0410935677966282e-243
232,-0.0741482965931864,0.8216592042166225,10,0.6288627801258019,1.794272906492728e-21,0.0,1.4726868987348875e-18,0.0,0.0,0.3711372198741982,0.0,0.0,2.149878703054144e-58,0.6288627801258019,1.8259714577266992e-211
233,-0.0701402805611223,0.8476973131153296,10,0.5080871052653926,4.7157846619769066e-24,0.0,5.712644295812857e-24,0.0,0.0,0.49191289473460753,0.0,0.0,6.951031306624738e-67,0.5080871052653926,1.3118476667260542e-218
234,-0.0661322645290581,0.9143375898227006,6,0.8534121619282096,5.7462872176215175e-34,0.0,2.538559707433233e-40,0.0,0.0,0.8534121619282096,0.0,0.0,2.6479116909553578e-90,0.1465878380717904,3.3749815505783585e-256
235,-0.062124248496994,0.85755123950012,10,0.5235209788388413,5.178641487975379e-21,0.0,5.278828417272051e-25,0.0,0.0,0.47647902116115853,0.0,0.0,3.1634319379521595e-69,0.5235209788388413,2.655761230353537e-201
236,-0.0581162324649299,0.8940578395203195,6,0.791645384758325,3.401872358081901e-25,0.0,8.301000825976779e-34,0.0,0.0,0.791645384758325,0.0,0.0,3.791350218192615e-82,0.20835461524167498,1.3103837634473474e-215
237,-0.0541082164328657,0.9175822208036348,6,0.916734783140191,6.406844991049166e-27,0.0,1.0715255955134202e-39,0.0,0.0,0.916734783140191,0.0,0.0,1.2609208172406179e-90,0.08326521685980902,2.379694918174909e-220
238,-0.0501002004008016,0.8795576527001581,6,0.5135117623707933,5.087830899861119e-18,0.0,1.8194131952468888e-28,0.0,0.0,0.5135117623707933,0.0,0.0,1.6461499564845762e-75,0.4864882376292065,1.3311647526625385e-181
239,-0.0460921843687375,0.9156312108669556,6,0.8900397854584768,7.256444570855838e-22,0.0,8.003323431429377e-38,0.0,0.0,0.8900397854584768,0.0,0.0,6.131893975250581e-89,0.1099602145415234,6.111011397887803e-195
240,-0.0420841683366733,0.9380348058726548,6,0.9687694874993183,2.4767328993885064e-23,0.0,8.193042068201534e-44,0.0,0.0,0.9687694874993183,0.0,0.0,2.0472872452659223e-97,0.03123051250068166,9.972535984946747e-199
241,-0.0380761523046092,0.92692504536636,6,0.9136616198017687,2.7436202980858416e-19,0.0,1.1034799311553308e-39,0.0,0.0,0.9136616198017687,0.0,0.0,2.3551916806506097e-92,0.08633838019823106,1.1085594062993704e-179
242,-0.0340681362725451,0.9915012293123484,6,0.9993266331292586,2.833862602621885e-27,0.0,1.393580330818991e-59,0.0,0.0,0.9993266331292586,0.0,0.0,1.0027664640195851e-118,0.0006733668707413118,9.412397168368226e-212
243,-0.0300601202404809,0.90827931699385,10,0.601775567055954,2.1463658438928697e-12,0.0,2.1664478593023212e-32,0.0,0.0,0.39822443294189963,0.0,0.0,2.4126786253052734e-83,0.601775567055954,4.472222268426139e-146
244,-0.0260521042084168,0.970404514536688,6,0.994913525734002,9.652259688151968e-20,0.0,2.822825581088405e-51,0.0,0.0,0.994913525734002,0.0,0.0,5.044588897549181e-109,0.005086474265997924,5.982089239590164e-175
245,-0.0220440881763528,0.9534135457355224,6,0.9562383652154645,3.617942763833475e-15,0.0,9.752033772958571e-45,0.0,0.0,0.9562383652154645,0.0,0.0,5.4091242585239197e-101,0.04376163478453184,1.9750761864727372e-153
246,-0.0180360721442887,0.9800091058024688,6,0.9961241935702548,4.036237739948666e-17,0.0,6.2340429784956325e-53,0.0,0.0,0.9961241935702548,0.0,0.0,3.8890795976257164e-112,0.003875806429745297,1.5328427849053792e-159
247,-0.0140280561122245,0.9811599484917356,6,0.99448384354197,2.3410595357231578e-15,0.0,1.878506289763478e-52,0.0,0.0,0.99448384354197,0.0,0.0,5.005512245056969e-112,0.005516156458027641,7.188709495239295e-150
248,-0.0100200400801604,0.9654962636318776,6,0.9266814980726046,2.5571075461928278e-11,0.0,6.122556794517832e-46,0.0,0.0,0.9266814980726046,0.0,0.0,4.076316028385248e-104,0.07331850190182432,1.6218408347291633e-130
249,-0.0060120240480963,0.9926278797532252,6,0.9958016600762714,2.898789904475818e-13,0.0,1.0940076410310845e-54,0.0,0.0,0.9958016600762714,0.0,0.0,6.239898114371089e-116,0.004198339923438668,1.1424376690181719e-136
250,-0.0020040080160321,0.9588419763160468,10,0.5659080726036386,2.7597405579477646e-07,0.0,1.4149685899427965e-41,0.0,0.0,0.4340916514223056,0.0,0.0,2.0468249783873886e-99,0.5659080726036386,3.248282337864954e-108
251,0.0020040080160319,1.016081008881433,6,0.9994275263766264,7.664165706296609e-13,0.0,1.631262101285315e-61,0.0,0.0,0.9994275263766264,0.0,0.0,1.1975318794119382e-125,0.0005724736226072429,8.066759096204798e-131
252,0.006012024048096,1.018059796890293,6,0.9991227692294992,2.0306376177373396e-11,0.0,2.9422215145757188e-61,0.0,0.0,0.9991227692294992,0.0,0.0,7.080302262711116e-126,0.0008772307501944442,1.5910219363811e-122
253,0.0100200400801602,1.0330154340523316,6,0.9998264172224348,1.3098868093256027e-11,0.0,4.152913948556521e-66,0.0,0.0,0.9998264172224348,0.0,0.0,1.6953931270093304e-132,0.00017358276446644764,1.6844674067647259e-121
254,0.0140280561122243,1.0496157581116587,6,0.9999764512057577,6.033121906181723e-12,0.0,8.900404937295332e-72,0.0,0.0,0.9999764512057577,0.0,0.0,4.457644181128666e-140,2.354878820927999e-05,2.5905655969325245e-121
255,0.0180360721442884,1.044083034791519,6,0.999863153184642,8.682193191254748e-10,0.0,1.901310380955326e-68,0.0,0.0,0.999863153184642,0.0,0.0,1.5347418396437352e-136,0.0001368459471384604,1.7857841344777532e-109
256,0.0220440881763526,1.0480362900796292,6,0.9998317926335548,9.231656991750435e-09,0.0,5.896765351645466e-69,0.0,0.0,0.9998317926335548,0.0,0.0,9.409017669693155e-138,0.00016819813478811802,6.855614717673702e-103
257,0.0260521042084167,1.035864152118307,6,0.9950147870416457,4.721037486151794e-06,0.0,1.2456862885586227e-62,0.0,0.0,0.9950147870416457,0.0,0.0,1.7177269937087853e-130,0.004980491920868127,1.500479945135854e-88
258,0.0300601202404808,1.0477198146856417,6,0.9984639100161882,5.344508581904806e-06,0.0,2.2365004245285603e-66,0.0,0.0,0.9984639100161882,0.0,0.0,9.325237074149411e-136,0.0015307454752299372,2.4556413893119357e-86
259,0.034068136272545,1.0942458722259871,6,0.9999996390754554,2.710433824349676e-09,0.0,1.6132952190571054e-85,0.0,0.0,0.9999996390754554,0.0,0.0,9.50601620029539e-160,3.582141109018317e-07,1.2200903046026202e-100
260,0.0380761523046091,1.1078536257594394,6,0.9999999426948917,3.2049729784160244e-09,0.0,1.5515025235730097e-90,0.0,0.0,0.9999999426948917,0.0,0.0,2.2046288868051434e-166,5.410013547395927e-08,6.076983764028428e-99
261,0.0420841683366732,1.083049788323467,6,0.9999590200742181,9.481376155298244e-06,0.0,4.455641427276943e-78,0.0,0.0,0.9999590200742181,0.0,0.0,5.598952060170711e-152,3.149854962638486e-05,1.0824317607902939e-79
262,0.0460921843687374,1.0974870310588103,6,0.9999887464337,7.1024137048269326e-06,0.0,2.1518908141461576e-83,0.0,0.0,0.9999887464337,0.0,0.0,4.708838121625105e-159,4.151152595282379e-06,1.0919207228482499e-78
263,0.0501002004008015,1.0873001299072436,6,0.9991807416074685,0.000657103125453148,0.0,2.559036574909755e-77,0.0,0.0,0.9991807416074685,0.0,0.0,2.4994010908949668e-152,0.00016215526707830344,4.312105464519885e-67
264,0.0541082164328656,1.137744024932567,6,0.9999992910405933,7.053055863607783e-07,0.0,6.37738634220659e-100,0.0,0.0,0.9999992910405933,0.0,0.0,4.39216298849309e-180,3.6538205750726276e-09,2.0200838231109839e-81
265,0.0581162324649298,1.1365652961094066,6,0.9999901335899833,9.851314654022233e-06,0.0,4.176927593359976e-98,0.0,0.0,0.9999901335899833,0.0,0.0,1.3708687692127338e-178,1.5095362622704606e-08,9.897311116078123e-74
266,0.0621242484969939,1.1711215572238531,6,0.9999995337854836,4.6620506758534025e-07,0.0,5.551811749018336e-114,0.0,0.0,0.9999995337854836,0.0,0.0,6.764302222000975e-198,9.448816056746238e-12,8.078122234918982e-81
267,0.066132264529058,1.1238437539609476,6,0.9940590000344471,0.005935162926063449,0.0,4.3296229555054616e-89,0.0,0.0,0.9940590000344471,0.0,0.0,3.52797586940336e-169,5.837039489410436e-06,2.3617050072598588e-55
